Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	"And know that when blood flows from an artery, it is not possible to stop the bleeding by those means unless with one of four methods: either with cautery as mentioned above, or by extraction if it cannot be extracted (for when it is extracted, the ends of the membrane are burned and the blood is restrained), or by tying it with thread or linen with strong tension, or by placing medicines on it whose virtue is to restrain bleeding; and they should be pressed on with a poultice with appropriate compression."
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	"But he who applies proper restriction with linen and tension with cloth or by placing hot cauteries and similar things near it, does not perform but harms."
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	"But if it happens to someone and there is no doctor present nor medicine, then press the tip of your index finger on the wound of that vein as we have said, and understand how to apply great pressure on the inside so that the blood may be stopped from flowing out of the main part of the wound, and do not remove your finger from above it; and sprinkle cold water that has been rubbed vigorously onto the cautery until the blood congeals and thickens; and see if there is a need for cautery or medicine."
Comensa la segonda partida.	"Begin the second section."
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	"Regarding incisions, punctures, wounds, and regarding phlebotomy and wounds and their like."
Aquestas son paraulas de Albucazis.	"This is from Albucasis."
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	"We have already said in the first chapter all the diseases in which cautery with fire is convenient and useful, and the occasions and causes of this, and the instruments necessary for them in their forms; and we have arranged the chapters from the head to the foot."
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	"And I will proceed in this chapter in the same manner, so that whoever wants it may find what he has sought."
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	"First, know this: in this chapter on incisions and punctures, you will find what is said in the first chapter on cautery."
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	"And because caution is necessary in the operations that are in this chapter, many times there will be evacuation which is done with blood, with which life is lost due to aspiration of the vein or incision on an aposteme or opening for extraction or purification of the wound or extraction of an arrowhead or cutting of a stone and their like."
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	"And all these are accompanied by fear and trembling, and in many of them death occurs."
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	"And I warn you not to fall into that which is doubtful, for sometimes you will find men with many manners who have many diseases."
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	"And there are some who become angry with their illness and are hasty about it, even to the point of death, due to the severity of what they find in their illness, and the length of time they have had the illness, and because they fear that illness which signifies death."
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	"And there are those who give you their wealth and say to you, 'I hope for health from you,' but their illness is fatal."
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	"And therefore do not consent to that one who comes to you with this manner; let your caution be greater than greed and your rapacity; and do not presume on any cause except approved certain knowledge which verifies it for you, and from which successful outcome may occur."
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	"And use in the treatment of all your illnesses prognosis and indication of that to which health is converted, for in this you will find help in acquiring fame and renown, honor and glory."
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	"Oh, my sons, may God inspire His understanding to you and not remove from you direction and protection, for this is in His hand."
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	"And I have arranged this chapter distinguished by chapters according to what is said in the chapter on cautery of the head to the foot, so that you may find what you seek and need."
Capitol primier.	"First Chapter."
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	"Concerning the treatment of water that is held in the heads of infants."
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	"You should know that this disease often occurs in infants at birth, when the midwife stretches the child's head without its gentleness."
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	"And sometimes it happens for a hidden cause which is not known."
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	"But I have never seen this disease except in infants; and all those whom I saw were saved from death, for it is my belief that there was little hope in them."
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	"And I have seen an infant whose head was filled with water, and its head was always so swollen within that it could not cease even for a moment due to the greatness of its head, and more than the moisture increased within until death occurred."
