Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
E diyssec Albucasis que la summa del sermo le qual havem recomtat, exposicio no es sino que veias que alcus de aquetz apostemas ja han opilat lo guolayro del malaute, e le malaute es vengut entro a mort, e le ale de lu es entresecat, e alcus van a inscidir le epiglos per so que respire le malaute sobre le loc de la plagua per alcuna respiracio, e sia salvat de mort.	And Albucasis says that the sum of the speech which we have recommended is this: that some of these abscesses have already closed off the groin of the disease, and the disease has come inside to cause death, and the breath of it is cut off, and some go to incise the epiglottis so that the diseased may breathe over the location of the wound for some breaths, and thus be saved from death.
E per aquo comandero layssar la plagua uberta entro que sia consumida la malicia de la malautia; e es la malicia de lu per tres dias; e donc lahoras comandero cosi la plagua, e cura aquela entro que sia sanat.	And therefore I command that the wound be left open until the mischief of the disease is consumed; and the mischief lasts for three days. And then I command that the wound be sewn up, and cared for until it heals.
E aquo que yeu he vist per mi meteys, es que una sirventa pres un cotel e mesec le en le sieu golayro e inscidic am aquel una partida de la cana del pulmo, e yeu fu apelat a la curacio de lu, e atrobegui la mugen ayssi cum es mugit del moridos, e descubrigui la plagua e atrobegui le sanc le qual era yssit de la plagua petit.	And this is what I have seen myself: that a servant took a knife and stuck it in his groin and made an incision with it into a part of the canal of the lung, and I was called to care for him, and I heard him moan like one dying, and I uncovered the wound and removed the blood that had issued from it in small amounts.
Donc yeu fo confessat que aquela no havia inscidit vena ni guidegi, e le vent yssia de la plagua, e curegui aquela entro que foc sanada.	Therefore, I was convinced that he had not cut any vein or artery, and the wind issued from the wound. And I cared for it until it healed.
E no accidic a la sirventa si no rauquiera en la votz, e aprop alcus dias retornec ad miloracio de las suas dispozicios.	And nothing happened to the servant except that he lost his voice temporarily, and a few days later he returned to his usual state of health.
E ara dic yeu que en la seccio del epilhot no ha temor.	And now I say that in the section of the epiglottis there is no fear.
Capitol .xliv.	Chapter XLIV.
De seccio sobre apostema le qual accideys en le golayro defora, e es apelat hernia del golayro.	On incision over an abscess that occurs externally in the groin, and is called a groin hernia.
Aquest apostema nompnat hernia del golayro es apostema gran segon la color del cors, e es mot en las femnas.	This abscess called a groin hernia is a large abscess according to the color of the skin, and it is common in women.
E es segon dos manieyras, quar o es natural o accidental.	And it occurs in two ways: either naturally or accidentally.
E en le natural no es engen de curar.	"In nature, it does not arise to cure."
E l’accidental es segon dos manieyras del qual la un es semblant a nodes grasses, e l’autra manieyra es semblant apostema le qual es fayt per nodacio de arteria, e en aquel es temor.	"And the accidental is according to two methods: one is similar to fatty tumors, and the other method is similar to an abscess which occurs due to the clogging of an artery, and in this case there is fear."
E no cove que·s fassa presumpcio a lu cum ferr sino en aquel que es petit.	"And it should not be presumed upon him with iron unless it is requested."
E tu proha aquel e investigua aquel am le dit, e si atrobas lu semblant a nodi gras, e no es suspendut am alcuna de las venas, lahoras tu inscideys aquel ayssi cum les nodes, e extratz aquel am aquo que conte lu de la pel e bursiclam; e sino, lahoras es perscrutat tot le sieu esser, e aprop cura le loc am aquo que cove de curacio entro que sia sanat.	"And then you should press it and investigate it with the said iron, and if you find that it is similar to fatty tumors and there are no veins suspended in it, then you should cut into it like nodes, and extract what contains it from its skin and bursa; but if not, then you should carefully examine all of its being, and apply cure to the place according to what cure requires until it is healed."
Capitol .xlv.	"Chapter .xlv."
De seccio de las specias de nodes.	"Of the sectioning of kinds of tumors."
Dels nodes so motas specias e yeu ja he dit totas las specias de lor en la divisio.	"There are many species of tumors, and I have already mentioned all the kinds of them in the division."
E cove que yeu recomte assi la diferencia entre node e exitura cum fassa dubitacio.	"And it is necessary that I explain thus the difference between a tumor and an ulcer so that there may be no doubt."
Donc yeu dic que am exitura es caliditat e febre e dolors vehementz entro que es sedada la ebullicio de la superfluitat; e es complida putrefaccio que lahora cessa la febre, la dolor e la calor.	"So I say that in an ulcer there is heat and fever and violent pain until the boiling away of the superfeta is stopped; but it is completed putrefaction which then stops the fever, pain, and heat."
Mays am node no es caliditat ni febre ni dolor, e conte aquel ciphac leon le qual es al u sac propri.	"But a tumor has neither heat nor fever nor pain, and contains that which produces phlegm in the lymph vessels or the proper sac."
E es segon la color del cors, e le comensament de lu es cum un ceze e es fayt ayssi cum vace, sia major o minor, e son segon dos specias, quar o so grassas e conteno humiditat, e las colors de la humiditat son motas, segon que yeu diyssi en la divisio.	"And according to the color of the body and the beginning of it is like a boil, and becomes like an empty sack, whether larger or smaller, and they are divided into two species: those that are fatty contain moisture; and the colors of the moisture are many, as I have said in the division."
Donc cove, quan pervenas a la curacio de node, que exprohes aquel e inquiras aquel al comensament am sturment le qual es apelat intromes, segon que vindra la sua forma en le capitol le qual es aprop aquest.	"Therefore, when you come to the treatment of tumors, it is necessary that you investigate it at its beginning with an instrument called the trocar, according to what will be said about its shape in the following chapter."
