Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	"Therefore, after evacuating the illness with pills made of fritillaria and similar ones, they should be placed on the back where the pain is felt, three lines apart according to its width. For then cauterization should be done in each line, three or more times, depending on the amount that can be tolerated by the patient and the strength of the medicine."
E sia fayta cauterizacio am cauteri de punt.	"And cauterization should be performed with a cautery tip."
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	"And if you wish, cauterize three or four times with a hot iron brand according to this pattern:"
Capitol .xliii.	"Chapter XLIII."
De cauterizacio al comensament de gilbositat.	"About cauterization at the beginning of jaundice."
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	"Many times this illness occurs in young children, and the sign of its beginning in children is that it happens suddenly on their skin, which becomes elevated and moves."
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	"And also you will find in the last dorsal vertebra of the back and its neighboring vertebrae that have already begun to protrude above the others."
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	"Therefore, when you see this and want to stop it, immediately cauterize there with a hot iron brand that is round according to this pattern:"
que prengua le cauteri sobre tota partida del spondilh engualment.	"That the cautery should be placed across the entire width of the spine."
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	"And if you wish, cauterize around the spine with a cautery tip two or three lines away."
E sian les puntz propdas entre lor.	"And let the points be close together between them."
E aprop cura le loc entro que sia sanat am aquo que havem dit.	"And then cure that place until it is healed with what we have said."
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	"But be careful not to administer cautery in jaundice caused by spasm of the nerves."
Capitol .xliv.	"Chapter XLIV."
De cauterizacio de podagra e de dolor de juncturas.	"About cauterization for gout and pain in joints."
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	"When pain in joints is caused by hot humors which are enclosed in each member of the body, then when pains occur in the feet, it is customary for physicians to call that gout properly."
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	"And therefore when gout caused by heat is treated with a remedy and the pains are not removed, then remove them with cautery."
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	"And if you cauterize there after evacuation, do it in the circumference of the joint of the foot with many cauteries."
E sia cauteri olivar del qual aquesta es la forma de lu:	"And let the cautery be an olive-shaped one, of which this is the shape:"
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	"And if it is necessary to make points on the surface of the foot, then do so with a cautery tip."
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	"And if the pains persist in the toes or other joints, and this happens many times, then cauterize there over each painful spot with three or four olive-shaped cauteries across its entire width."
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	"And if many cauteries are necessary for you, then cauterize them and do not press the hot iron brand too hard on your hand beforehand, but only just around its surface."
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	"And if the pains persist in the toe and the back, then administer the cautery which we have said in its chapter."
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	"And if the pains are only in the hand and it is called sweating, then make points in the circumference of the fingers thus as they turn, making them two lines apart."
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	"And if the pains remain in these places, then make points in the circumference of the fingers over each joint and over the thumb."
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	"And if the pains persist near those days to the elbows or the muscles, then cauterize each of them across its entire length."
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	"And do not rely on good regimen and reception of medicines, for if there is good regimen and evacuation is done with this cautery and yet it does not heal, God help us."
Capitol .xlv.	"Chapter XLIV."
De cauterizacio de rompeduras.	"About cauterization of fractures."
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	"When a fracture occurs in the thighs and hips, and this is how it begins, then you should order the patient to abstain from food on that day and to use gentle remedies so that the wound may close up from his belly."
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	"And then place the patient between your hands over his back, and order him to hold his breath so that his belly is drawn in or appears to be empty."
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	"And then return him with your hands and press the fracture onto the bone of the sternum, signaling the end of it which is like half of a circle on both sides of the body."
