Ayssi comensan las paraulas de Albucasim .	The words of Albucaisem begin thus.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	But when it is cured with the water that we have said in the division, and does not confirm your cure, and only sometimes the apostema remains of it and becomes subtle, then you should cut into that which is added on roundly; and if it reaches that length, and is sanguine, yellow-colored or black, and has no sensation to it, then you should hesitate in cutting into it, because there is fear for the patient.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	And when you cut into it according to the manner that I have said of its whiteness and length, then make the patient sit down and take hold of his tongue with an instrument of which its form is processed, and place the once in the newness, and pull it down and cut into it with one of two instruments which are mentioned in the cutting of two notches.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And it is necessary that you do not cut into it unless it is adjusted to the natural term without addition, because if you cut too much, you will impair his speech.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And then use the instrument that we have recommended in the cutting of two notches, and cure that one until it is healed.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	But if the patient is terrified by the cutting of it, then use force in the cauterization of it without fear, and the manner of the cauterization is only with sharp water, and you pause the head of the patient in its proper place, and then grasp his tongue with the instrument that we have said, and take from the water which we have said in the chapter on cauterization, and bring to life with it, and pause it not thick or subtle, and fill the concavity of the instrument of which this is the form:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	So that the extremity of it is in the concavity where the medicine is paused, just like the concavity of a spoon, and pause the instrument with the medicine on the vulva, and the patient will stretch out his arm over his own lap so that he can spit saliva or mucus from the mouth of that one because of the intrinsic medicine, so that it does not descend to any cause on the Golauro of him and that he may recover.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And then take your mouth and the medicine, and express it over the uvula for the space of about an hour until you see that one being darkened and soothed by the biting of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, take a cloth and wrap it around the extremity of the ray, and submerge the cloth in the medicine, and introduce the ray with the cloth into a tube above until the cloth adheres to that tube, and do this many times until you achieve what you want from the cauterization of the uvula, and then let it be quar it will dry out and fall off within three or four days.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to repeat the medicine, repeat it, and then cauterize with a gentle touch in the circuit of the uvula wrapped in cloth, and purify with that what is in the circuit of it with the medicine, and be washed with vinegar water, and be cured externally with embrocation, and internally with gargling until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this type of cure is more saved than cutting and more long-lasting in fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Sometimes the uvula is cured with water that is more subtle than cauterizing and cutting, because it is cured through subfumigation in this manner: take calament, yseop, origan, ruda, Arabic sycamore, camomile, and similar herbs to those of plants, and adjust all or some of them into a bath, and let them be submerged in vinegar water, and boil; and the bath should be well stirred with a decent stirrer, and there should be a hole in the middle of the bath over which is placed an instrument of iron or silver according to this manner.
