Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
E es manieyra de inquisicio de apostemas e de totz nodes, e es que tu prenguas aquest sturment e entromet aquel en le loc pus humit le qual atrobas en le apostema, e tu revolveras les tieus ditz am aquel petit a petit entro que sapias que·l sturment ja ha penetrat la codena.	And it is the manner of inquiry into abscesses and all nodes, and it is that you take this instrument and introduce it into the humid place which you find in the abscess, and you rotate the threads little by little until you know that the instrument has penetrated to the bottom.
E aprop ultima la tua ma segon la mesura de la grandeza del apostema, e aprop extratz le entromes e considera aquo que es yssit en le vestigi de lu.	And finally you place your hand according to the measure of the greatness of the abscess, and finally extract the introgression and consider what is left in the remnants of it.
E si es fora-getada la humiditat corrent, de qualque color sia, lahoras tu le inscideys am seccio superficial segon que he dit en les autres apostemas.	And if the current humidity is forgotten, of whatever color it may be, then you incise on the surface section according to what I have said about other abscesses.
E si del vestigi de l’intromes no hieys humiditat, lahoras sapias que es gras.	And if in the remnants of the introgression there is no humidity, then you know that it is fat.
E secca sobre lu am seccio havent forma de crotz segon aquesta forma:	And cut above it with a crosswise incision having the form of a cross according to this form:
ayssi cum t’e ensenhat, e suspen aquel am oncis, e excorja la codena de tota part am facilitat, e guarda la pel o sac, si podes, sobre aquel e extraguas aquela sania am le node.	Thus you will instruct, and suspend that which is incised, and excavate the bottom of all parts to facilitate, and guard the skin or sac, if possible, above that and extract that sania from the node.
Mays si es romput en la operacio, no es possible extrayre aquela sana, e motas veguadas endeve aquo, e lahoras tu la extratz a pessas entro que de lu no romangua denguna causa.	But if it is broken in the operation, it is not possible to extract that sania, and many things are seen ending there, and then you extract it by pieces until nothing remains of any cause.
Quar si de lu roman denguna causa, pauc o trop, le node retorne segon le mays.	Because if none of the causes remain, little or much, the node returns according to its nature.
E si tu vezes que de lu roman alcuna part petita, lahoras comple la plagua de alcunas polveras corrosivas agudas e strenh la plagua, e pausa sobre aquela que sede apostema caut, e cura aquel del autra curacio entro que sia sanat.	And if you see that some small part of it remains, then complete the plague with some sharp corrosive powders and strengthen the plague, and pause over that which sits as a cautious abscess, and cure it with another cure until it is healthy.
E si es node gran, lahoras tu cus las doas labias de lu e cura aquel am aquo que encarna.	And if it is a large node, then you cut the two lips of it and cure it with what surrounds it.
Mays si vena pulsatil es a lu contraria, o no-pulsatil, lahoras tu coyta e huemple le loc de zegi trissat que es vetriol e leyssa aquel streyt per dos dias o per tres entro que·s poyresca la plagua e que repause la ebullicio del sanc; e aprop retorna a inscindir aquo que es romas del node.	But if the pulse comes to the contrary, or is non-pulsatile, then you touch and fill the place of three tractions that are vitriol and let it stand for two days or for three until the plague is purged and the inflammation of the wound repauses; and finally return to incise what remains of the node.
Capitol .xlvi.	Chapter 46.
De las formas del sturmentz necessaris en seccio e perforacio.	On the forms of necessary instrumental stirring in section and perforation.
De aquels so las formas dels intromesas, e so de tres specias, que de aquels es alcu gran, e de lor es migier, e de lor es petit.	Of those are the forms of introgressions, and they are of three species, which of those is large, and of those is medium, and of those is small.
La forma de intromes gran es aquesta:	The form of large introgression is this:
La forma de intromes migier es aquesta:	The form of medium introgression is this:
La forma de intromes petit es aquesta:	The form of small introgression is this:
Sian faytz de ferr, de alfulud, de extremitatz cayradas decentment, per so que festino le intrament en les apostemas.	Thus they are made of iron, of alloy, of well-shaped extremities, so that they fasten the instrument in the abscesses.
E aquestas so las formas dels experientz, e son nompnatz albered, e un de aquels es apelat berid.	And these are the forms of experiences, and they are named "albered", and one of those is called "berid".
E so de tres especias, quar de lor es gran, migier e pauc.	And they are of three species, because of those is large, medium, and small.
La forma de experient gran, forma de lu:	The form of large experience, form of it:
La forma de experient migier, forma de lu:	The form of medium experience, form of it:
La forma de experient pauc, forma de lu:	The form of small experience, form of it:
Conveneysso que sian per aquels apostemas e exituras e fistulas e bubos per so que entre aquelas so dels osses e de autras causas.	It is convenient that they are for those abscesses and ulcers and fistulas and buboes, so that among them are of the bones and of other causes.
E so faytz redontz, grosses, leons, ayssi cum grans agulhas am las quals son cosidas las selhas, e son faytas de eram citri, o de eram o de ferr, o de argent, E las milhors so quan so faytas de eram citri.	And they are often red and swollen, like large ulcers on the joints that have become inflamed, and are caused by critical humor or by iron, or by copper, or by silver; And the worst is when they are caused by critical humor.
E son faytz les experient de plum negre, les quals se acordan que per aquels sian ubertas las fistulas en la conquavitat de las quals so reflexios, que sian reflectidas am la sua levitat am aquelas refleccios.	They are often the experience of black plum, which ones believe that for those there have been opened abscesses in the cavity of which they are reflected, that are reflected upwards with their levity in those reflections.
E so de tres specias, quar alcus de lor so loncs, e dels autres migiers, e dels autres breus, segon la quantitat del ample de la fistula e de la strictura de lu.	And they are of three species, because some of them have long channels, and others narrow ones, and others broad ones, according to the quantity of the matter of the abscess and the structure of it.
