Ayssi comensan las paraulas de Albucasim .	The words of Albuca's doctrine begin here.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	And therefore when mineral or some similar cause occurs in the ear that does not adjust or believe in the ear, and pauses the ear at the sun, and if the mineral is sometimes present, it is necessary to distill in that certain causes of oil of vitriol or sassafras, and then administer the extraction of it, and make the stornudation in conditions, and open the nostrils before the event of stornutiation.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	And then pause in the circuit of the ear with some pieces of cloth or wool, and extend the ear to the upper parts, because many times it is forgotten about these causes.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	And if not, then administer the extraction with the instrument called "gesti epicicarios" which is subtle and has this form:
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	And if it is forgotten about the "gesti", then so be it; and otherwise, then administer the extraction with the onyx of subtle duplication.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	And therefore, if not forgotten about this, then make a tube of iron and insert the tip of the tube into the hole of the ear and seal around the tube with wax and softened oil so that only the tube is free.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	And then extract with great force of attraction, because many times as we have recounted.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	But if not forgotten in this manner, then take of holly lit or of prepared wax with which the birds are caught, and put that into the tip of the ray, and then wrap around it decently paused.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	And then insert that into the hole of the ear with ease, and then dry out the ear from its humidity.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	And therefore, if not forgotten about all the causes which we have recounted, then you should beware of cutting it before it develops into a painful apostema or spasm.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	And the method of cutting it is that you first anoint the patient with the sap of the vena sephasica and extract the blood according to the manner of the virtue of it, and then make that cease between your hands and convert the ear into the upper parts, and make a small fissure in the root of the ear above the grey hair.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	And the fissure should be of lunar shape until it reaches the peyra, and when the peyra is darkened, stop that if possible with appropriate instruments; and then close the fissure in that hour with speed, and cure that until it is healed.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	And if the cause occurs in the ear is one of the fat that creases and is inflamed, then administer the cure and extraction of it; but if not obedient to your sight, then you take a spatula of fine iron according to this form:
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	and administer with that the removal of that fat which has fallen into the ear.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	And don't do that when you think that it is already moistened by the vapor of the ear, and pause it in many pieces, and then extract from those with onyx or with subtle instruments, or with incision as we have said, because it is facilitated the extraction of it.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	But in the water which is entered into the ear, it is necessary for the patient to use stornutation in conditions at first, and fill his own ear with some old cut, and then pour oil over that ear where the water is, and if forgotten about this, so be it; otherwise, take many iron pears and lemons according to the length of the finger, and heat those in the fire a little, and the patient inserts one of those into the hole of his own ear and sits on top of it with another pear over the pear which is behind the ear.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	Therefore, do not cease this process until all the water has been forgotten.
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc .i., e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	And already the water will be forgotten in such a way that you take of paper or of cotton, etc., and place one end of it in the ear and stretch the other end to the fire until the middle part of it is burned.
