Ayssi comensan las paraulas de Albucasim .	The words of Albucaisim begin here.
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	Excise all the flesh which is between two incisions on the skull which is above the bone, and carefully do this from the first incision to the second.
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	And carefully place this spatula and enter into the first incision once again with another instrument which is called a cutlary, sharp on one side and not sharp on the other.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	And pause the lateral part of that sharp instrument on the flesh attached to the bone, and the lateral part of it will enter into the bone, and bring that forward until it reaches the middle fissure, and cut away all the vessels that descend from the head to the eyes.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	But it is necessary to continue the incision up to that point of the bone, and carefully do this in the middle fissure until the other fissure.
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	And when there is a quantity of blood equal to that, express the places of the cloths which have been saturated with congealed blood.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	And carefully pause in each fissure the old wound, and pause over those powder-like substances soaked in wine, oil, and vinegar, so that there will be no putrid apostema.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	And on the third day, remove the bandage and administer great abundance of warm water or tea, and carefully cure with compresses made from basil, rose oil, and other remedies until the wounds are healed.
Capitol .v.	Chapter V.
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	On the Cure of Tears by Cataracts and those that descend from the parts behind the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	When some sharp and continued cataracts occur, and the patient's eyes are exhausted, small, and their regard is weakened, and the palpebral conjunctivae are ulcerated and the eyelids are dry, and in the forehead of the head there is a sharp pain and subsequent exhaustion, then you should know by these accidents that the matters and cataracts come from many veins of the parts behind proceeding.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	And the best cure in these cases is this: you command the patient to scratch his forehead, and carefully incise a cut at the middle of the forehead, a little distance from the lateral (beginning with the left temple and going to the right temple; and the incision goes into the bone; and stretch your hand over the lacertae of the temples which are above the mastigatio), until the bone is exposed.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	Excise all the blood with a sponge or dry cloth, and carefully fill between the two lips of the wound with old wound dressings or cloths.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	And carefully place above on those powder-like substances soaked in wine and oil, so that there will be no putrid apostema.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	And when you have removed that and see that the apostema is already diminished, then carefully make the bone warm by applying heat to it until the flesh begins to appear, and carefully cure with an emplasting regiment which will make the flesh appear, just as if you were to take two parts of wheat flour and four parts of colophony and mix them together, and from that make a poultice and administer it to these wounds at the natural birthplace of the flesh.
Capitol .vi.	Chapter VI.
De la cura de aquo que catz en las aurelhas.	On the Cure of what occurs in the Ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	All the causes that occur in the ears are of four species, for one is mineral or similar to mineral, such as iron and vermilion, or it is of plant origin, such as cypress or fava, or it is fluxible cause, such as water and vinegar, or its likeness, or some animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	And therefore, when mineral or similar cause occurs in the ear, or another cause that does not adjust or believe in the ear, and pause the ear at the sun, and if the mineral is sometimes present, then you should distill into it some cause of violet oil or sambucus, and carefully administer the extraction of it, and make the stornutation occur with conditions, and oppose the nose to the event of stornutation.
