Ayssi comensan las paraulas de Albucasim .	Albucasis begins his treatise as follows: 
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	Therefore, the operation for them is as follows: if the swelling is not limited to the eyelid but extends to other parts of their body and it is soft everywhere; and its cause is considered light.
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	Make an incision across its width and then remove it from all sides with ease, lifting it up and cutting it off.
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	But if you do not have the equipment for its incision and instead must penetrate the eyelid with a small incision, then it will cause no damage.
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	And if the shape is large, you adjust it with stitches; treat it until it heals.
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	And if it is small, you will not suffer any harm from it as its ointment restores it and promotes healing.
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	Here is my attempt at translating the provided text: 
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	And then proceed with the incision, wash the wound with salty water; and treat the area with ointment until it heals.
Capitol .x.	Here is my best attempt at translating the text: 
De la cura axcirnah en la palpebra desus del huel.	De la cura axcirnah en la palpebra desus del huel.
Axcirnath es grays le qual es engendrat en las tunicas de la palpebra desus, e majorment endeve als enfantz, agrava les huels de aquels et accideyso a lor catartz le mayti; e no podon reguardar la claror del solelh per aquo quar lagremas se coytan ad aquels.	Axcirnath is a serious condition caused by growths in the eyelids' lining, mainly affecting children, which strains their eyes and leads to frequent coughing fits; they cannot withstand sunlight because of this, as tears stream down their faces.
E per so tu vezes aquels jaser sobre les lors caras tot temps, e sobre les lors caras dormen; e so a las palpebras de lor dejos les sobrecils humidas, las quals ja ha cuberta imflacio, e iminencia de accernac apparent es en l’uelh; e que quant tu premes le loc am les tieus ditz, tu centes accernac entro aquels.	And so you should make them wear glasses over their eyes all the time, and when they sleep as well; keep their eyelids moist under the eyebrows, which are already covered in inflammation, and there is an apparent threat of a burst vessel in the eye; also, whenever you press the area with your fingers, you can feel a pulsation within.
E alcuna manieyra de opperacio es en aquel que le malaute pausa le sieu cap en le tieu se, e aprop pausa drap de li e de lu fay calgua, e fay de lu cercle segon la quantitat la qual contena arthernach de tota partida, e aprop pausa aquel sobre aquela e prem am les tieus ditz de tota per que sia agreguat arcernac en le mieg del cercle, e aprop fen en le mieg de aquela humiditat am spatum inscident am fissura per la latitut, e la fissura no sia major que la fissura que es fayta en flaubotomia.	A surgical method involves having the patient rest their head on your lap and covering them with a cloth, then drawing a circle around it proportional to the size of an artichoke leaf, pressing down all along its circumference so that blood accumulates in the middle, and finally making an incision at the centre of this moist spot using a lancet to slice open the skin but not too deeply, similar to what is done during phlebotomy.
Mays en le preon cove que tu fendas la codena tota entro que pervenguas ad arcernach, quar en las mays desposicios proceseys arcernach per fissura segon la forma de grayseza blanca.	You must open the vein completely until you reach the vessel, as in its deepest parts there is always a clot according to the whiteness of the incision's shape.
Donc extratz aquela am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.	Donc extratz aquella am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	And be careful not to tighten in the wound, lest you touch the bone with the spatula and worsen his condition.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	However, if your artery does not appear at the beginning of the wound, but you find a small one near it that is easily accessible, then proceed to extract it as we have previously mentioned; and then soak some cloth in water and vinegar and place them on the affected area, pressing down firmly.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	And ensure that you do not place any salt there, lest it worsen the moisture within the wound.
E aprop cura aquel entro que sia sanat.	Then treat him until he is healed.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	However, if an infected ulcer occurs in the area, treat it with frequent poultices until it is healed.
Capitol .xi.	It seems you have provided another excerpt from this medieval medical treatise. Please provide me with the text and I will translate it for you.
De manieyras de tactimi del huel.	On the methods of handling bones.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	When hairs grow on the eyelids due to old age or because they have been burnt, causing discomfort to the eyes and leading to excessive tears, soft eyelids, and even destruction of the eye, which is called 'tactinir del huel' (I assume this means 'eye inflammation'), it can be treated in four ways: by cauterization with fire; by using sharp medicine as mentioned earlier in the chapter on cautery; by performing an incision and suturing to remove the hairs; or through the use of cannulas, which I will explain further.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	Here is my attempt at translating the provided text:
