Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
E la manieyra de la operacio e extracio de aquelas es que·l malaute raza les pels les quals son en les templas; e entenda a la arceria apparent en le templar quar ela es a tu mostrada per le sieu pols, e·s occultada sino en paucs homes per vehemencia de freg.	The operation and extraction of those humors that reside in the thighs; understand arterial visibility on the temple - it'supersedes when hidden by few hands due to movement force.
E si a tu es occultada, lahoras le col del malaute sia strengut am alcun drap; e aprop fregua le loc am un drap aspre o evapora le loc am aygua cauda entro que aparesca a tu la arceria manifestament.	If it is hidden, then the colon of the malady'thy should be tightly clamped with any cloth; and heat or steam applied to the area until you see its eruption appear.
E lahoras tu pren le spatum del qual aquesta es la forma:	And when you take it (the cautery), this is its form/shape.
E aprop tu scorja la codena am aquel am facilitat entro que pervenguas a la arceria; e aprop geta en lu onti e extratz aquela a las partidas sobiranas entro que extraguas aquela de la codena e descobras aquela de las tunicas las quals so dejos aquela, de tota partida.	Here comes the first sentence in English translation: And place your finger where it will find ease as you approach the artery; and secure shoes on his feet above that from which you remove what is therein of bone and under clothing those things by which he has them, up to a total part.
Mays si la arteria es subtil, lahoras envolveys aquela am la extremitat del oncii, e aprop inscindeys de aquela una partida segon la quantitat per la qual sian alonguadas las extremitatz de lu e sian contraytas, e no endevindra flux de sanc, quar si no so inscididas no pujara le sanc de tot.	May it be that if the artery is subtle, then wrap around it at the extremity of the body part, and insert into that portion according to the quantity by which their limbs are elongated and contracted; so there will not flow blood from all over until inserted.
E aprop evacua del sanc de vi unc. entro a tres.	When expulsion of the sanctus humor from the urinary bladder occurs three times, then...
E si la arceria es gran, lahoras cove que tu lies aquela en dos locs am fiel dopble fort de ceda o am cordas a lonc, e no coyte a lu putrefaccio denant la consolidacio de la plagua e endevengua flux de sanc.	If the artery is large, then you should place it in two locations halfway down to the feet bones and not near the cord as this could lead to decay during healing of the flesh and cause a flow of blood (fluids). Here's what each part means:
E aprop incideys la superfluitat la qual es entre dos liamentz; e fay aquo en aquela hora o aprop autra ora.	Return (apply) the excess that is between two ligaments, and apply it at this time or another time.
E si vols, cauteriza aquela am cauteri entro al os am cauteri cutellar entro que sian incididas las extramitatz de lu, e stara en loc de aquela meteyssa obra.	If you wish, cauterize that which has been previously done with a pointed instrument within the mouth and keep it at the location where that particular surgery was performed.
E es milhor obra sino que·l malaute aia febre o es de escalfada compleccio; quar cauteri es de aquelas causas que ajudan a las humiditatz finidoras, e donc es milhor en juvament.	Here comes the first source sentence to translate: "E es milhor obra sino che il male si dia febbre o è di scalfocompleto; qua cauteri sono di quelle cause che aiutano alle umidità finite, e quindi è meglio in gioventù.
E cove aprop la extraccio de las arcerias que huomplas le loc de coto antic, e sian pausatz sobre lu polvils decentement fayt, e aprop sia curat am medicinas seccas fazen naysser la carn e am calguas entro que sia sanat.	Cover the area where old arthritis has formed in the joints with an extract that is applied gently on top, and have a cushion placed there for comfort; apply medicine according to your prescriptions so as not to harm the flesh or bones within until they heal.
E si mentre obres autra veguada endeventa flux de sanc de la arceria, lahora tu te coyta a restrenger aquel sanc, o am cauteri, o que omplas le loc de coto, e strenh la tua ma entro que sia restreyt le sanc.	While you work elsewhere during another visit or event, then take measures to contract that fluid from the arteries, either by using a compression device (catheter) or where it enters into its fistula/port site; tighten your grip so as to restrict that flow.
E si deguna causa de aquelas no es a tu present, lahoras pausa le tieu dit sobre le loc entro que·l sanc sia congilat, e enbroca le loc am aygua de vehement fregiditat entro que la acuitat repausa, e sia strengut segon que cove.	If a cause of those is not before you now, then pause over the spot where his sanction has contracted, and bring on the fiery heat within it until contraction ceases, and when he strengthens again, so too should your string tighten accordingly.
E aquo que es pus leugier en extraccio de arceria es que tu cauterizes la vena am aquest cauteri haventz dos cotels, pus que tu has senhat les dos locs am tenta, e depausa quascus, mot ignitz, entro que pervenguan al os e inscindan la vena en dos locs, per so que sia elonguat aquo que es entre las extremitatz de lu, quar no son consolidadas de tot am aquest cauteri.	When you place a caustic outside the artery for which you have already two locations to try and test them out, holding it until they reach the bones, so that when it is between your limbs, it cannot be consolidated by anything from this cauterization.
E aquesta es la forma del cauteri:	This is how the pointed cautery should be used:
E sia la acuitat dels dos cotels esemps.	E is the sharpness of the two cloaks examples.
