Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	If you wish, make use of a closed clay pipe with the instrument maker'setup and its flat surface exposed; hold it in your hand at the back where these fingers will cover when squeezing or releasing fluids/causes from their sources as desired.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	Here is the line by line translation of the medieval medical treatise:
Capitol .xxv.	Capitol .xxv. (The specific content of this line cannot be
De theyls natz en las extramitatz del nas.	It appears you've provided a phrase in what seems to be an archaic or non-standard form of language, possibly combining elements from different
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	Translation: "They lay their heads in the spaces beyond the nose area; it is magnified and observed on days when they rest under its supervision." (Note that this translation involves a degree of interpretation, as the original text's syntax and vocabul018. Here are translations line by line with interpretive notes:
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	Through which vessel you have introduced that into his common body and inherited all of it.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	Return your hand or caustic/medicine over the location, which is within it, thus extinggying what was in that place.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	May it be too late for your insight to enter, if that is so, consider whether it has become hardened, dark in color, and with little feeling; do not touch the iron set embedded within this skull's cavity as they persistently gravitate towards you out of malice concerning what lies upon them.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	If the swelling is from a red inflammation and not of cold color, when insight becomes possible in all that area, then evacuate the purple discharge and inspect it with care; treat what comes out to constrict its entrance so that it may heal.
Capitol .xxvi.	The given text appears to be in Middle English or Old French with Medieval Latin
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	When the seam of the nose and lips, as well as the earlobe (auricle), lose their continuity due to thread or make-up application:
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	You understand that when you break continuity in one of these joints, little communication will occur during this operation unless with skilled men.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	So that when any of these causes comes about and you consider it as cold moisture within the body (sylt sic: le sieu sanc), then adjust the lips of your patient with bandages tied tightly, and take care to ensure what is inside becomes healed.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	If the lips of suction for continuity are already separated and there is one who feels pain in any portion of their tongue that appears within, then it's time to cleanse each divided section of the tongue wherein they feel discomfort with water or vinegar until healing occurs.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	Here is the line-by-line translation:
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	May the reason for sewing be that you add continuity stitches or needles with which we have treated in the abdominal suture, or attach continuity threads to the foot and know how to use them.
Capitol .xxvii.	Capitol .xxvii.: This line appears to be an annotation or reference mark
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	From that extraction, the causes of pain in the lips appearing during fights can be deduced.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	Movements frequently in the parts of their lips distended with hardened pus-like substances formed by errors, and some are even smaller while others larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Then when you turn the lips and openings of each of those hard stones present throughout the body, apply pressure with your fingers to where it is constricted inside him/her so that he/she can be restrained therein; also wash (and treat) this location as per what water they drink, in order for them to become healthy again.
