Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When moisture and humidity come into the womb (uterus), it is prohibited to insert instruments inside of it; this corrupts their menstrual flow, delays its onset, and they suffer pain until relieved—once provided that there's a cauterization at three points around the navel area using cauters similar to those used in urethral procedures. When treating for pus discharge (abscesses), do so with caution: use one or two lancets/cauterizing tools placed over where the fluid is coming from, and if necessary also employ additional three-pointed instruments around these areas; furthermore apply cauterization using clawed instruments.
Capitol .xl.	Capitol .xl. (This line appears to be an editor
De cauterizacio de la dislocacio de l’anqua.	The phrase "Cauterizacio di la dislocacio d'l'anqua" can roughly translate into English as "Caustic treatment for the dislocation of the
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When moisture moves outward to the part of the ankle joint and these are fountains or effluxes (suggesting a leakage or flow), they cause humors within their location, which is why when compared side by096784321-b5e
E le loc de la dislocacio es atrobat en lu quays boyt.	Where the site of dislocation is located low down (or in a hollow place), here it lies nowhere else but there, holding their hands tightly together with these parts connected to each other.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Therefore apply cauterization to the wound over the area of dislocation as if it were a small circle around where the limb is twisted; this way you will have held back attempts for that specific joint, and with such treatment the affected part may return to its original place in line with the healing center.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And those points for which formulated beforehand are used in the causticization of the stomach.
E si aquest cauteri no es a tu present, lahoras cauteriza aquel am tres cauteris am cauteri olivar gran.	If this cauterization is not with you at hand, then use three large cautery pieces for the procedure.
E sia fayt le cauteri segon la quantitat de la ispicitut de tota la codena; e aprop cura aquel entro que sia sanat.	When using points with the quantity according to the entire length of the intestine, take care that it heals inside there.
Capitol .xli.	The provided text appears to be an excerpt from a medieval medical treatise
De cauterizacio de la vena sciatica.	From Latin, "Caustication of the sciatic vein." This line suggests that in this context, there is some form of
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When pain is in the part of the ankle, and it's caused by excess moisture or putrid/artificial pills, we treat with water that we have here mentioned before (implying some kind of remedy), which is ancient, as you neglect to remove the thick humors within these gross pillows or artificial ones; accordingly, apply cauterization on it.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	The translation of each line from the medieval medical treatise into English would be as follows:
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	Here come the two surgical methods, one of which is to perform a triple-edged incision according to this form on the part'se width; and it applies at these good depths.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And as for the spaces between each piece of caution, consider the quantity of its bulk and whether those pieces are large or small (cautery).
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	May sometimes there be cautions on the heated area of the head for which four cautions are applied.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	If you wish, cauterize at the place where shape was previously directed during the cauterization of the dislocation of the ankle; ensure that it'thy circle remains intact and ignite its entire length along the spine.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	This is how it happens when pain clings to the joint and does not spread within the groin area, using caustic methods for treatment at that place.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	May it be extended into the thigh, then two lancets will be used on that area where you have introduced malady which is causing pain; and one lance for every four parts of this body'setup to attend each side respectively.
