Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	The text you've provided describes a complex medical practice involving the treatment of internal wounds caused by excess moisture (humors) affecting digestive and retentory functions in both the stomach and intestines using specific medicinal measures without further intervention. The mention suggests that cauterization is used to reveal these hidden disorders, particularly significant ones requiring a larger or more complex application of caustic treatment involving several methods:
E si vezes las humiditatz exhuberants e le malaute aquo tollerant, lahoras cauteriza aquel sobre le pentenilh e sobre les budels, e fort leu ajustant dos cauteris sobre l’estomac e prop dels inguonas, quar es curacio perficent de juvament de la qual no erras.	If you see the excess humidities exhaling and the malady absorbing them, then do cauterization on that part over the pentacle and upon the buboes; moreover with strong adjustment of these cauteries above the stomach and around the inguinas (thighs), it is healing for health which does not err.
Capitol .xxxiv.	Given that this medieval medical text is written in an archaic form of Latin
De cauterizacio de emorroydas antiquas.	From the phrase provided, it seems to refer to ancient methods for treating hemorrhoids (emorroids). The term "cauterize" comes from a medical
Quan so en la natura derier emorroydas antiquas o una de humors grossas fregas o de humiditatz corrompudas, e son curadas am aquo que havem dit en la divisio e no confereys la tieua curacio, lahoras cauterisa am tres cauteris sobre le pus dejos spondilh del dos petit e petit triangular, e am cauteri desus le ombelic cays per dos ditz.	When in nature olden hemorrhoids arise from thick humors or corrupted moisture and are treated with the waters divided here for healing purposes to avoid unnecessary remediation (the excessive treatment), they employ three kinds of caulters on top of the pus situated near both small joints, as well as two cauters beneath the belly button.
E si doptas que l’estomac de lu sia enfregidat e la vianda de lu no sia degerida, e la cara de lu vezes apostemada, lahoras cauteriza aquel sobre l’estomac am gran cauteri segon que es precedit; e am un cauteri sobre fietge, e am autre cauteri sobre la melsa de lu am cauteri clavilh, e leyssa le cauteri per alcun temps ubert, e aprop cura lu entro que sia sanat.	If the patient's stomach is inflamed and their food not decomposed, and if they are vomiting frequently, then perform that great caustic on the stomach as preceded; and at one cauterization spot for the belly, another for the mouth (likely referring to a treatment method), with several different types of caustics applied accordingly. Allow these treatments some time to take effect, ensuring the patient is monitored so that they may return to health.
Capitol .xxxv.	Given that this medieval medical treatise is written in an archaic form of
De cauterizacio de atheyl aprop la abscizio de lor.	In the context provided, here's my translation:
Quan tu abscindes atheyl, lahoras tu igneys le cauteri que es asemblat a ray.	When you separate the intestine (ateyl), then heat is applied with the instrument that has been assembled from fire/flame.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Apply the fire to that area of the belly above which it has been cut out and place your hand inside so that when you insert the heating instruments, they reach their target—the vessel through which the blood flows where the sanction resides.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And if it is necessary to apply wax or oil, and after each one has been treated as we have recounted them hereinabove (i.dict), take care of those whom you anoint with these substances within the period they are healing.
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	If you perform a large cautery over acute conditions, it may restore vitality.
Capitol .xxxvi.	Given that "Capitol" does not provide any textual content for translation
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	The treatment of ulcers, which are naturally formed in the body'dictions such as these involve a medical procedure to seal or close them up through cauterization:
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not heed the work we have recommended at this place and the patient is frightened by it, they will be made whole through careful treatment.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	So when anyone arrives with an opening in the body and it is old and sick due to dryness and corruption of humors inside, then take care that you observe this subtle essence carefully and ascertain its depth according to what has been mentioned above.
Aprop igneys le cauteri que es semblant a ray.	Return (or apply) heat to the pointed cautery that seems like fire.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	Return that burning cautery there, and according to how much it enters within.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	Repeat with the hot cautery within that time which are needed for these parts decomposed quickly by fasting or two or three days as per your necessity.
