Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	This phrase in the context seems to suggest a discussion about speech or discourse ("sermo") and its connection with "apostates" (likely referring here as either tongues, limbs used for articulation of words, or metaph
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	In this line from the medieval medical treatise, it appears to discuss how various parts of speech ("apostemas") are moved in a special manner as remembered by some function or action within "this text" (referring backwardly). The exact translation may be nuanced due to archaic language use:
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	Here are the translations line by line:
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	The second intervention is directed to the places where pains occur in the body, for when an abscess appears on the head, it is different from an abscess that occurs at the joints; and each of them requires a specific operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	When some of these things, which are not punctured but rather indicate the disease in those places and complements to them, come into view;
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	So other appendices that are dislocated when they're crossed and aren'thy mature according to their complement, akin to those attached at joints; an appendix becomes part of the juncture when it enters into its circuit within this body, corrupting the ligaments or nerves of that particular juncture. Thus becoming painful; if delayed beyond maturation in any member (protruded viscera), perforation occurs there and does not heal naturally due to incomplete digestion until you reach the abdomen's appendix, causing a fistula or abscess which is untreatable here.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	May you know the hour of the puncture for the abscess, and so it is when it ripens.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	E understand that it matures when the pain subsides and fever ceases, and reduce the decrease of speech and heartbeat, strengthen the head of abscession, and other symptoms.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	When you know where the entry point for drainage of abscess and purulent discharge from treatment of inflammation is,
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	Through puncturing deeply into the flesh or limb, if instruments penetrate in parts of muscles or feet and in areas where tendons are located within joints (of bones), at last it arrives everywhere else that is not visible when reflected; this occurs primarily there. In these reflections, use a puncture according to the corresponding body part.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	When the abscess is in the flesh, we must perform its incision within which the digestion of it has been confirmed once or twice (as needed), provided that if you pierce through this area now, both the limbs and mouth become hardened with dullness, and their depth increased.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	May your aplications be made according to the flesh'dictions or of what is needed by that part which ingests it.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	When you administer a small puncture, and for large or wide incisions as the size of the apastmas dictates:
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	And among the instruments for when the cecum is wrenched and wounded with blood that has begun to clot, when it hurts from hunger pangs or where there are bladder stones and boils, then...
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	From those who are seated on their seat and have three angles; they sit like the shape of a fir tree'dictor (perhaps referring to an exaggerated or distinct form), with legs shaped similarly as prayer beads(possibly indicating elongated, slender forms).
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	In those places where they administer round and crescent-shaped medicines, resembling them (to the patients).
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	May it not be possible for someone to bear with those shallow surface appendices that you pierce through; they should only penetrate as much on the surface.
