Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
De seccio de scrophulas las quals accideyso en le col.	 The incisions for those abscesses in the groin.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	 Those abscesses that are felt in the anus, and those on the buttocks, and those near the genitals would be incised as mentioned above to make incisions for cleansing and treatment.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	 When the pain occurs in the buttocks and is caused by cold humors that lie between them, and all the sores of these are on their own clothing, as well as in the hairs and eyebrows of the head, so it has been recommended to do this.
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	 The special sores of these scrotums are moles, which some have only one idea on them, and others contain moisture, while the rest are malignant that cannot be cured.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	 When you are giving good treatment in the situation as described earlier and the color of this spot that appears bright red at first glance is due to the presence of blood vessels under it, causing pain or discomfort when touched, and there's no pain along nerves or veins, but only on the surface.
E es mays cautela que no sia inscidida la vena o nervi.	 Be cautious not to touch the vein or nerve.
E sia le spatum no mot agut, que no ajuste a tu la tua ma am inscizio, o que enquiete le malaute, e que inscidas aquo que no es necessari inscidir; quar si inscideysses vena o arceria e prohibeys tu de la tua operacio, lahoras pausa en la plagua vetriol trissat o autras polveras las quals ostan fluxs de sanc, e estrenh la plagua, e layssa aquel entro que·s repausa la acuitat de la apostema e sia mollificada la plagua e comense esser poyrida.	 Do not touch the vein or artery; if you accidentally touched one and it causes bleeding, stop the treatment immediately, cover the area with cold water, powder, or cloths that are being washed in vinegar, which will neutralize the acid and stop the burning sensation.
Quan le sanc es abscindit.	 When the patient lies down.
Donc retorna a la tua operacio entro que l’aias complida.	 Then continue your operation until you are finished.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	 And ask if there is any other cause for the small ulcers mentioned earlier.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	 If it's a large vein that caused the scrophula, then call your doctor to check if they missed that scrophula in their examination of you.
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	 After lying down gently and allowing it to come out slowly, so that nothing is damaged
E aprop omple la plagua de coto vielh le qual tu has ja submirgit en enguent egipciac, e aprop cura aquel.	 Then fill in the hole you made earlier with Egyptian cotton, and cover it up properly.
E si inscides aquela scrophula tota, lahoras cove que tu ajustes las doas labias de la plagua e cuzas2 tantost pus que no y ha romasa deguna superfluitat.	 If you completely close the wound then tell your doctor that you adjusted both flaps of the bandage and covered it properly without leaving any excess fabric.
Mays si tu vezes que haia romasa superfluitat per la grandeza de la scrofula, cove que tu entendas a inscidir la razit de aquela, e astrayra aquela e aministra sutura e aquo que es dit.	 If you believe that excess fabric from the large ulcer has been left after closing it, tell your doctor to examine the area and perform stitches as needed.
E aquela de las scrophulas que conteno humiditatz, perfora aquela am perforacio superficial aqui la on appar a tu le loc de maturacio de lu, e pausa perforacio de aquo que siec le pus bas del cos, ayssi cum havem dit.	 The ulcers that contain humidity, pierce those with a superficial incision here where you feel the maturation of it, and stop the piercing once all the pus from inside is out, as mentioned before.
E aprop aministra perforacio, calguas am enguent e semblantz ad aquels, per so que corroda aquo que es romas de la corropcio.	 Then perform the incision, gently bring it towards you and observe its movement to ensure that it is indeed what was expected of the incision.
E aprop quan tu vezes la plagua ja esser mundada, lahoras tu cura aquela am enguent de carn generatiu entro que sia sanada.	 When you have already opened a space between the patient's thighs, place a cushion under them, another on their legs, and another on their chest, holding their hands.
Capitol .xliii.	 The thirty-third caput of this book is being referred to here.
De seccio del pilhot del apostema accident dintz le guolayro.	 From the section containing the symptoms of gout, it refers to relief from pain
Diyssero les antics aquesta seccio en le epilhot, e no vist alcu hom en nostra terra que aquela aia fayta.	 You should find this section in the appendix, and there is not found one anywhere who has seen that in our land.
E aquesta es la inscriptura del sermo de aquels.	 This inscription refers to a medical treatise on gout.
Mays en les homes haventz esquinencia, cove que sia esquivada la extraccio del epilhot, cum per aquo no sia fayt juvament per so quar totas las venas e las majors del malaute so aqui.	 In these homes, the channels may have been obstructed, and therefore it is necessary to remove the appendix from the book, as this prevents the veins of the patient and major ones from flowing here.
Mays en aquels que han apostemas cautz en la boca o guolayro o dos aurelhas, quan la malautia no es en la cana, cove husar de la seccio de epilhot a fugir la perdicio la qual es fayta per perfocacio.	 Those who have applied the cautery to the mouth or nostrils when the malady is not in the ear, should remove the section from the appendix to prevent this injury from happening through burning.
