Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	 Oh, sons of God, send your understanding now, not your direction or protection; for in this manner alone is wisdom given to you.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	 When the pain of joints is caused by cold humors that infiltrate each part of the body and pain occurs in the feet, it is customary to call gout by doctors
Capitol primier.	 The first sentence translated means: "The purpose of this chapter is to explain how to treat gout as a disease involving the joints.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	 Of the treatment for water, which is contained in the first part of the chapter,
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	 "You can use this medication to treat gout and you should take it before meals to prevent the liver from becoming inflamed.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	 These treatments are used in case of an unexpected condition that is not known or described, but could potentially cause pain and inflammation.
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	 You should not use this medication in children unless you also have seen death and so it is advisable to consult with the doctor immediately.
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	 If a child has water-filled ears that are extremely large and the child is about to die due to the severity of their condition, it may be necessary to pierce through the skull bone in order to release the water from the ear canal as quickly as possible to prevent death.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	 This humidity may be between the jawbone and the skull bone or around the scalp.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	 If the humidity is between the jawbone and the skull bone but small, then it's advisable to make a small incision at the latitude of the skull bone. The length of this incision should be such that if you cut through the moisture there will only be skin exposed, so as not to expose any underlying tissues.
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	 When humidity increases and the apostle is larger, joints become affected by gout in this way.
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	 If the humidity is removed, then it means that you times remove the capillaries from all parts of your head and water spurts when you come into contact with them
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	 You will find three openings in the place where your hair touches, in this way.
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	 After removing all humidity, you need to repair the breaches in the fabric and linings of garments as well as mend any holes that may appear on the ground or in the water; it is necessary also to attend to cleanliness by washing thoroughly at least once every five days, if moisture content is not satisfactory.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	 Another way to prevent this is by considering the size of the apostle and collection of water, because some vessels may be enlarged in the occiput or lateral areas, on the right or left side; it is necessary then to attend to where the apostle and water are seen, and do so whenever possible.
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	 Note that it is necessary to avoid cutting the artery in order not to harm or kill the gout by removing moisture from this source of moisture removal.
Capitol .ii.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	 To stop bleeding from arteries, which are called head wounds.
Capitol segon.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	 When endowing the arteries or veins of the head or chest, and it is customary to do so, and not rely on these medications for treatment in this case, healing will begin from these two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	 When you want to insert those that the patient wants into his head, and make sure there is a very tight grip so that the arteries open up and tighten around it; then take care of where the vein lies below it, and hide all the rest from above
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	 Then place the artery tip on the skin and insert it gently into each part of the head individually towards the mouth, as this is for the latitude of the head.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	 If you want to enter the artery and withdraw it from the places mentioned above.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	 The length of the incision should be adjusted to two digits, so that when a vein is inserted there will be a pulsatile flow out which indicates an artery, preventing it from being used frequently.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	 When you find yourself in a situation where the artery is not seen on examination, it indicates that there are three centimeters of space between the artery and the skin, so you should try to reduce this gap as much as possible, and finally approach the patient.
