Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
Quan en le nas so nascudas carns diversas ajustadas de las quals es alcuna causa la qual es assemblada a scorpio de motz pes, o a polip peys; e aquesta malautia es apelada polipus quar es a semblansa de aquel peys representat.	 When nasal cartilage is affected by various injuries that may include the cause being an inflamed polyp or peptic ulcer, and this condition is called polyps because it resembles what has been represented in such wounds.
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	 The skin cancer looks pale, inflamed, and is of a reddish color; the healthy skin will not look like that color.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	 When the woman's legs are not swollen or cancerous but instead have turned pale and thin from illness, place a cushion under them, and put her head between your thighs, and wipe away the tears that may come from those parts.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	 When you have comprehended that a certain part of the body has been affected by the subtle ailment mentioned earlier and is already in its last stages, if there's any cause for which excision can be performed, doctors will take it into account when using one of the delicate instruments to prevent its spread from that particular area.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	 If the pain or swelling in the arm is caused by malignant tumors, doctors will cauterize it to prevent further spread; if the cancer has already infiltrated all cavities then they must remove it entirely
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	 Place a cushion under her head and put your hand over her nose so that you can speak to her
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	 If the patient's nasal cavity is inflamed from excessive moisture in their mouth, doctors will be able to ascertain that they are already healthy.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	 If the excess moisture does not penetrate into those cavities that are not affected by cancer, you will know that their bones have been spared from any such operation.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	 When inserting the needle into one of their extremities, whether it is the hand or foot, make sure to take note of how much fluid was withdrawn and stop between each digit counting the number of times the needle entered through both digits of that extremity, unless there are other reasons for doing so.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	 When pain arises from cold humors that infiltrate into the nasal passages and cause pain in the nose, it is customary for doctors to hold a pointed cautery over it.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	 Then hold the two extra fingers of one hand over the nose and place another one in the nostrils to prevent the finger from going into the nose.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	 Then hold the finger tightly and place a small bandage over it to prevent any bleeding that may occur as a result of pressing on the veins for three days or more until the skin around it has healed completely.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	 Then in the end of the cause, place a cannula filled with medicine for three days to ensure that the pain is relieved.
Mays si endigeys de curacio que exsique, usa de aquela.	 If you want to use it after all, go ahead and do so.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	 This is the form of the tool used for draining off phlegm from the nose that contains medications to treat colds.
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	 And do this with silver or gold, which is like a small torch, and its size as well, in the same way.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	 If you wish, put the cannula closed like the one from the instrument and make it flat, uncovered; on which there is a small hole in its upper part so that you can insert your finger or whatever else you want to drain the secretions and causes of diseases when you want to extract their juice or cause them.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	 "Listen carefully to the following instructions: prepare a mixture of castor oil, balestra white, ginger root, and pilaster saffron, of pimento long, of scraggia, and pepper spice, all mixed together.
Capitol .xxv.	 25th caput
De theyls natz en las extramitatz del nas.	 Through the nostrils.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	 The days in which it is used should be kept as a secret until the moment to use it arrives.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	 So that you insert him at the beginning of using it and read all of this.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	 And place your hand over the area where a cautery or medicine is applied to the location of use.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	 If it is too late to make the incision when it should be used, then consider making a cut on top of that.
