Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	 "You know when applying the cautery, don't attend to the opening; otherwise your operation would be in vain.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	 "The cautery of children should be gentle considering their size and proportion.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	 The servant should place a cushion under them (the patient's) thighs, another on their legs, and another on their chest while holding their hands in order to prevent the intestine from coming out for three days
E aprop cura aquel am les autres enguentz entro que sia sanat.	 The servant should place a cushion under them (the patient's) thighs, another one on their legs, and another one on their chest while holding their hands in order to prevent the hernia from coming out until it is healed.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	 The patient should place a cushion between his legs for fourteen days while sealing off the area and preventing leakage.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	 The servant should ensure that the patient's nutrition is maintained during the healing process of their intestine which prevents it from coming out and requires persistent care.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	 The servant should administer medicine gently when they wish to keep the patient's leg immobile for an additional fourteen days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	 The servant should provide them with the means to maintain hygiene through drinking water and eating regularly, while strongly encouraging them to follow this regimen of healing so that their health will improve.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	 The servant should perform surgery on the other parts of the abdomen as well, at first and if necessary, cauterize the rupture in that manner, using the same procedure for both ruptures; otherwise, follow what has been said here
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	 The first rupture should be cauterized in a triangular manner as you previously mentioned, and if it is not successful,
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	 When the pain in joints is caused by cold humors that infiltrate each part of the body, and when the foot feels pain, it is customarily called gout by doctors
Capitol .xlvi.	 Chapter sixty-four
De cauterizacio de torcio.	 Cautery on the nose
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	 When there is pain in any member of the body caused by blows or percussion and this pain persists for a long time without relief from medical care, doctors recommend cautery on it.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	 And the cauteries for each member based on their size and importance of them, location of the nose and pain caused by it.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	 Therefore if you are satisfied with the first cautery do it; otherwise continue to apply the cauteries until the pain subsides for that member.
Capitol .xlvii.	 Chapter sixty-seven
De cauterizacio de lepra.	 Cautery on leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	 Cauteries should be applied to the affected areas by a small flame in youth as it is more effective if it is caused by rotting flesh and melanoderma.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	 And when you want to cauterize that, consider if the leprosy is widespread and whether this treatment has been given in division or not, neither yes nor no, and remember about the patient that the corruption will infect the entire body of him and all his completeness, doctors cauterize it on top with a pointed cautery.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	 When there is pain in the joints due to cold humors that have infiltrated each part of the body, and if it occurs in the feet as well, then call gout by doctors.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	 When the rash appears on the patient and is clearly visible, the doctors will treat it with a cautery in those areas mentioned earlier; they will also apply a cautery to the extremities of the nose, two to the thighs, two to the shoulders, one over the upper back, one over the chest, two over the elbows, one over each elbow, two over the knees and one over each knee. They will also treat all the joints of the limbs and those of the feet with a cautery, as well as any toes that come out.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	 Keep away from nerves that are over your head, do not touch them.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	 Some veins may be treated with a cautery on the penis and another over the stomach's mouth, another on the throat.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	 You know that the more points you make with a cautery, the hotter and more painful it gets; and you also know that the patient does not feel pain from the cautery itself as they have done before, therefore the body is now in shock.
