Ayssi comensan las paraulas de Albucasim .	 When joint pain is caused by cold humors that infiltrate each part of the body,
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	 When the servant is crushed or injured at its location and not healed properly after that, it can cause damage to the main intestine (large intestine), leading to a fistula being formed, either at the anus or another location; if done without proper preparation, such as improper positioning of the opening of the large intestine may lead to hernia formation.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	 "You know that the time has come for the puncture of the vein, as so it is when matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	 "You know that it is mature when the cutting of pain and fever ends, as well as the reduction in swelling and pulse, and the sharpness of the vein's head, and others nerves.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	 "You know that the puncture must be done in a very small location between the vein and the surface to prevent bleeding from the vein or nearby areas.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	 "The puncture must be done on the surface of the flesh or the body, if the veins are in the hands or feet, and at locations like those between the ribs, nerves cords, arches; and finally, in all places not reflected, where it is used; wherever there is reflection, use a second puncture for that member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	 "When the vein is in a place that bleeds easily, it is customary to make the puncture inside and confirm digestion of it as well; but if you puncture it this way, prolonged pain in the belly area or throat may occur, and very painful labias are caused by deeper penetration.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	 "If you pierce the veins in a position that is necessary or in which part of the body it is important to do.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	 When you administer a small incision, a larger one, or make a large incision with a scalpel depending on the variety of sizes needed
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	 When the abscess is completely opened and closed, when you do it in terms that have already been described, as well as with those who fall into the second group of abscesses.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	 The ones with three angles are the abscesses that have been described as those who have a funnel-like shape, and those which are incised in such a way that they resemble the angle of a miter.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	 Of these ones administered with a round incision or a crescent-shaped incision, and those like them.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	 For that one for which it is not necessary to make a surface incision as you do with those who have a superficial incision or only one.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	 When the abscess is large and has already caused some damage to the body in that moment, you perforate it with no need for external drainage at that time; extract from it one piece, place it on another day, and if necessary do a larger extraction, and prepare the abscess cavity by removing any accumulated pus as needed.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	 If the patient is very sick or in critical condition, or if they are weak and frail from old age, let the spirit of the animal lead to the exit of the abscess, and do not remove it gently unless absolutely necessary, so as to avoid harming them.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	 When you have opened a space with great caution and placed your incision in the manner that allows incisions into this, consider whether the plague of the incision is small or flat, then adjust how you administer any remedies to it or its opposite side; if the incision is large and the fissures from the incision are wide, pause for any other wounds nearby.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	 If the incision is completely closed or convexly curved, then you must apply a dressing to it and wait until morning; if there are any tears or fissures in addition to them, keep them moist, and stretch that part every third day; take care of this and cure whatever comes into contact with it so that everything becomes healthy.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	 If you encounter bleeding during the time of your operation, then administer cold water and apply a dressing to it, and place that on top of the location from where the blood was flowing.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	 If bleeding continues after the operation, then you must administer medication and care as recommended in other locations from this book and division.
