Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
Capitol .xi.	 And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
De manieyras de tactimi del huel.	 The passage seems to be incomplete or possibly missing part of it. Could you please provide more context or complete the sentence?
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	 When the eyes are swollen due to excessive heat, natural remedies and ancient treatments are applied, but doctors may also prescribe acute medicine or cauterization in order to prevent further damage from destroying the eye itself, which is known as corneal erosion. There are four methods of treatment: first by cautery with fire; second by acute medicine after cautery has been done according to its location on the eye; thirdly through cannulas if necessary and sutura (stitching); fourthly through compresses in order for them to be used when prescribed by a doctor.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	 In order to open the abscess on the forehead and treat it, take your left hand (if you are right-handed) and put it over his head near the forehead. If that is not possible due to injury or some other reason, insert a needle into the part of the eyelid closest to where the abscess was located and let it go in there; then tie it securely at the edge of the eyelid so that no skin is torn away from the eyelid.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	 In the beginning of the eyelid there is a fold that can cause irritation due to tears and mucus in the lacrimal gland leading into the larger lacrimal duct; and afterwards it gently lifts away any excess fluid from the eyelid or wiping it off with cloth, and then applies pressure onto the eyelid trying to close it.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	 It may happen that the height of the fold varies between people, so that it is different in those who need more pressure to close their eyelids compared to those whose eyelids are less sensitive.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	 And afterwards, gently lifts away any excess fluid from the eyelid or wiping it off with cloth and then applies pressure onto the eyelid trying to close it as before.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	 If your wound is prostrate (i.e., near the ground) just like the big toe of a hand.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	 Put the cushion in one of the two angles of the knee joint, and then remove it entirely, and apply a thin cloth over both thighs with fine wool, wiping off any dirt, and fasten that to prevent sliding away when you want to do so, or not to if you don't.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	 Afterwards stitches the wounds inside three or four days, and afterwards care for it.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	 If you wish to remove the stitches and treat it with something that dries and cools, as the eyelid becomes swollen one must seal off the tear opening and apply something like this; may be best if done earlier days so earlier it would heal better
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	 Indeed for that patient there will be a good operation, but it should not be feared
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	 This other remedy involves taking a cloth and applying it to the affected eyelid in such a way that its fibers are moistened, then gently lifting the eyelid.
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	 If that is not possible or it cannot be done as described, then the physician will take a needle with thread and place it in the corner of the eyelid, insert the other into the outer corner of the same eyelid, adjust between their tips to equal length, and gently raise your hand towards elevation.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	 The physician will then close the two eyelids together with stitches.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	 If you have an abscess or fissure of your eyelid, cut it off and let the doctor sew up the edges.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	 Some patients may require the incision to be made with stitches or another artificial means as well.
Ataxinir am cannas es segon aquesta forma:	 The doctor will then take a needle and apply it gently to the affected eyelid, allowing the patient to see clearly while doing so.
