Ayssi comensan las paraulas de Albucasim .	The patient's doctor begins to speak.
Mays si es romput en la operacio, no es possible extrayre aquela sana, e motas veguadas endeve aquo, e lahoras tu la extratz a pessas entro que de lu no romangua denguna causa.	But if it is broken in the operation, it's not possible to extract that healthy one, and sometimes you have to leave this there, and then you must extract as much of it into passageways as possible before it breaks due to any cause.
Quar si de lu roman denguna causa, pauc o trop, le node retorne segon le mays.	If from there (the extracted tissue) remains no cause, little or much, the node returns according to the more.
E si tu vezes que de lu roman alcuna part petita, lahoras comple la plagua de alcunas polveras corrosivas agudas e strenh la plagua, e pausa sobre aquela que sede apostema caut, e cura aquel del autra curacio entro que sia sanat.	And if you find that no part remains, then complete the wound with some corrosive sharp powders and strengthen the wound, and pause over that area where there is an apotema caut (a cauterized opening), and heal the other healing in such a way until it cures.
E si es node gran, lahoras tu cus las doas labias de lu e cura aquel am aquo que encarna.	If it is a large swelling, then you should pinch both of their lips and treat that area as well.
Mays si vena pulsatil es a lu contraria, o no-pulsatil, lahoras tu coyta e huemple le loc de zegi trissat que es vetriol e leyssa aquel streyt per dos dias o per tres entro que·s poyresca la plagua e que repause la ebullicio del sanc; e aprop retorna a inscindir aquo que es romas del node.	But if it is a pulse that beats in the opposite direction, or a non-pulsating one, then you should apply this ointment and place yourself at the site of this inflammation for three days or four until the fever subsides and the swelling dies down; then return to cut open that which is the root of the node.
Capitol .xlvi.	Chapter XLVI.
De las formas del sturmentz necessaris en seccio e perforacio.	Of the forms of wounds necessary in section and perforation.
De aquels so las formas dels intromesas, e so de tres specias, que de aquels es alcu gran, e de lor es migier, e de lor es petit.	Of those which are forms of intestinal insertion, and there are three kinds, for one is large, and another medium-sized, and the third small.
La forma de intromes gran es aquesta:	The form of a large intestinal insertion is this:
La forma de intromes migier es aquesta:	The form of a medium-sized intestinal insertion is this:
La forma de intromes petit es aquesta:	The form of a small intestinal insertion is this:
Sian faytz de ferr, de alfulud, de extremitatz cayradas decentment, per so que festino le intrament en les apostemas.	They are fetid in iron, from gall, from dismembered limbs, so that the intestine enters into the apertures.
E aquestas so las formas dels experientz, e son nompnatz albered, e un de aquels es apelat berid.	These are the forms of experience, and they are called ailments, and one of these is called berid.
E so de tres especias, quar de lor es gran, migier e pauc.	So it has three kinds, of which there are great, moderate, and little.
La forma de experient gran, forma de lu:	The form of great experience is the head:
La forma de experient migier, forma de lu:	The form of moderate experience is the trunk.
La forma de experient pauc, forma de lu:	The form of little experience is the limbs.
Conveneysso que sian per aquels apostemas e exituras e fistulas e bubos per so que entre aquelas so dels osses e de autras causas.	It convenes that they are in the apertures and exits, fistulas, and bubbles, so that there may be among those bones and other causes.
E so faytz redontz, grosses, leons, ayssi cum grans agulhas am las quals son cosidas las selhas, e son faytas de eram citri, o de eram o de ferr, o de argent, E las milhors so quan so faytas de eram citri.	So, it is a kind of redness, grossness, swellings, boils, with great needles in which the skin is closed, and are pains from gallstone, or of iron, or of silver; but the worse are those caused by gallstones.
E son faytz les experient de plum negre, les quals se acordan que per aquels sian ubertas las fistulas en la conquavitat de las quals so reflexios, que sian reflectidas am la sua levitat am aquelas refleccios.	And this is a pain of the black bile, which corresponds to those where there are openings in the cavity of which there are reflections, that are reflected down into its lightness at those reflections.
E so de tres specias, quar alcus de lor so loncs, e dels autres migiers, e dels autres breus, segon la quantitat del ample de la fistula e de la strictura de lu.	It is of three kinds, because the callos (swellings) are long, and of the other sorters, and of the others, according to the quantity of the fistula's width and the severity of its constriction.
Forma del experient gran de plom:	Shape of the large stone for plumbum (lead).
Forma del experient migier de plom:	Shape of the small stone for lead.
Forma del experient petit de plom:	Shape of the small lead projectile.
Las formas dels oncis so de motas specias, quar de aquels so alcus simples, als quals es una curvitat solament, e so de tres specias: grans, paucs e migiers.	The forms of the ulcers are of three kinds, for there are some with simple callos, which have only one curvature, and they are of three kinds: large, small, and minute.
E de lor so uncis orps, e so de tres specias.	And among them there are ulcers that are open, and they are of three kinds.
E de aquels so uncis haventz doas curvaturas, e so de tres specias.	And among those with only one curvature, there are three kinds.
E de lor so haventz tres curvaturas, e so de tres specias.	And among those with three curvatures, there are three kinds.
