Ayssi comensan las paraulas de Albucasim .	Assistance begins as Albucasis.
E guarda te de la incizio de las arcerias las quals so en dos latz, e elongua la tua ma de la continuacio de amdos las mandibulas.	Be cautious of the incisions located between the two sides, and extend your hand along the continuation from both to the ends of the lower jawbones.
E si’ l’espazi de quascuna inscizio la quantitat de tres ditz ajustatz.	If the space between each incision is three times larger than before,
E si’ a tu una pessa d’espongua apparelhada o draps seccatz motz am les quals exsiccas le sanc.	If to your hand you have a piece of cloth or dressing soaked with the same medicine,
E aprop entremet le spatum de dos agudas extremitatz, del qual aquesta es la forma de la inscisio de lu:	And carefully insert the pointed end of two sharp extremities, from which this is the shape of the incision.
que es de la partida des templas entro a la segonda inscizio.	Which is from the part between the temples to the second incision.
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	Remove the constricting band that is between two incisions with the catheter which is over the bone, and place it halfway into the second incision.
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	Adjust the space in this spot and insert yourself into the first incision with another instrument called a scalpel, sharp on one side and blunt on the other.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	Pause the sharp instrument on the side of the skin where the band is attached, and on the other side between the bone and the flesh, and insert it so that it enters into the small fissure, and cut off all the vessels that come from the head down to the feet.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	Make the incision continue to the point where the band is attached, and then place it in the middle of one fissure into the other.
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	And put some salt on the wound, press the soles of your feet against it.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	Place your hand over each wound where the fluid collects, and pause on those particles that are covered with vinegar, wine, and oil, so that they do not cause gangrene.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	When the third day arrives, release the bandage and administer a large dose of hot water or beer, and cure this with basilicon, olive oil, and other things so that the wounds be healed.
Capitol .v.	No translation needed, it seems to be a punctuation mark.
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	Of the treatment of hemorrhoids by catharsis and the oils descending from the parts cut off from the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	When the vein is cut and continues to bleed, and often the poultices of the patient's ulcers are exhausted in small pieces, and already the examination of their weakness, and ulcerated eyelids, and on their chest, there is sharp and severe pain with subsequent swelling, it is known by such accidents that materials and catharsis do not come from but from the bursting of veins from the parts cut off.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	And the better cure for those who have this is that you command the patient to rub his face, and make an incision in him at the middle of the forehead, a small one due to its latitude (and begins by opening the temple on the left side into the right temple; and the incision through the bone; and stretch your hand from the temples, which are swollen because of mastication), until the bone is uncovered.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	The liquid of the entire body dries out or hardens on the skin or cloth, and then place it between the two lips of the wound in the old age or cloth.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	Appoint a powder in the middle to be applied in wine and oil, so that it does not develop an apostemotic caut.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	When this happens and the apostema is diminished, then cover that the bone is inside where it starts in the flesh, and apply that curative regimen dryness, which makes the flesh to look like if you took two parts of wheat flour and four parts of lead, mix them or, and make an emplastrum from these, and apply it on these flesh wounds as if they were born of flesh.
Capitol .vi.	Section VI.
De la cura de aquo que catz en las aurelhas.	On the treatment of what is applied to the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	All the causes that are applied to the ears are one of four kinds: either it is like a mineral substance or similar in nature to one, such as iron and vinegar, or it is from a plant, such as poppy or fava, or it is a fluid cause, like water and wine, with its similarity, or any beast.
