Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
Capitol .xiii.	Chapter XIII.
De la cura de ehacratir la qual ve en la palpebra desus.	Of the remedy for excising, which you see in the eyelid above.
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When you see excision in the eyelid, and it is contraction of the eyelid, which is contracted towards itself or torn apart, either to the right or left side, due to bad consolidation of plague, dryness, or cauterization, and is called leporina, this excision can be natural or accidental, and is done by consolidation of plague, dryness, or cauterization, or because it resembles them.
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	The method of the operation in this area is that you make an incision in that consolidation and separate the lips of it, and pause in it where there is a fold of cloth of linen, and tie those together until they are healed.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	And it's not covered that you use a treatment of the area from the causes which dry out and constrict, because if you do this, it will return to ulcerating worse than before with no time at all.
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	Use in that case when a softening of the eye occurs as is gout, and bind it with water in which they are cooked high and seed of millet, or vinegar, which is liquid to some oils, and immerse your skin in that, and cure them.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	And the treasure of your cure is that you pierce all the vein which is not consolidated according to the form in which you made at the beginning.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	And this operation which we have said is not but any correction of excision that does not return the shape of the place according to what was done before.
Capitol .xiiii.	Chapter XIV.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	On the cure of excision which is done on the eyelid too.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This excision which is done in the eyelid too, which is called truly excision; and it is of no natural, but rather accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	But it's more so done by plague or by cut or by cautery or by other similar things.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	The text states: "And the way of the operation is that you take a needle with two threads in it, and place that in the flesh, so that the skin passes from the lacrimal of the left eye into the lacrimal of the right eye, until the thread reaches both ends of the flesh.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	And you will extend the flesh to both sides of that area with the needle and sew it up with an open-ended thread.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	So then if the eyelid returns to its normal shape, so be it; and if not, take a thread and pause that in the cut edge, and convert the eyelid, and sew both of the splits on the lid's surface outside.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And so the ends of both the two splits are of two angles in the suture where they converge, and it is done with an angle on each side when they meet, making a figure that matches their shape.
E aquesta figura es letra greca: la landa.	This figure is the Greek letter lambda (λ).
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And you will fasten the flesh with that to the length of its edge, so that it secures the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	Let's adjust the separate parts and sew them together with the thread of wool, and then cure those that have been said about the soft medicines and calomas between when it is healing.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if you tie them with a knot to prevent a tear or suture or cautery, then cover that the wound is flat over the skin of the eyelid according to what has been said beforehand.
E aprop separa am la calgua entre doas labias segon que havem dit.	And separate them with the calga between two labia as they have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the word of the cure when it is said or left off, that the operation should run in him, according to how he has been prepared in the form of tying, and that one is in the form of different knots.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the artifexes (the craftsmen or surgeons) at all times prepare in each possible manner until he makes it return to its natural form, or close to it, and that malady according to what suits him from the operation and instruments in their most advantageous position.
Capitol .xv.	Chapter 15.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	The adhesion of the eyelid to the conjunctiva or the cornea.
