Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	administer the excision of that fat which has come into the swelling.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	Do not do this when you think that it already is moistened by the vapor of the swelling, and put a cloth on it, and carefully remove it from those places, or with a subtle gesture, or as we say, because it has been removed, relief comes from its extraction.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	But if the water that is introduced into the swelling has been used by the sickness for sneezing at the beginning, and fills its swelling with a certain hot vinegar, and pours it over that swelling where the water is, and if by this means it is forgotten, then so be it; but if not, then take smaller peppers and lemons according to the length of the hand, and warm them up in the fire for a little, and let the patient put one of these into the track of his swelling and jump over that part, and strike with another pepper on the pepper which is inside the swelling.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	When all the water has been drained out.
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc i, e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	And when the water has been completely drained, take paper or cloth in hand, and put one end of it on the ear and stretch the other end towards the fire so that the skin is burned with its heat.
E prop met i autre gonc e fay aquo tantas veguadas entro que tota l’aygua sia foro-getada, e stratz aquel am canula ayssi co desus es dit de la peyra extrasadora.	And put the other cloth on and do this many times until all the water is completely drained, and thus tie the artery in such a way as it is said of the external ear.
Mays en la extraccio de bestia intrant en aquela aurelha, si es a petit cos, ayssi piussa e a lu semblant, cura aquel ayssi cum havem dit en la divisio; mays si es de gran cos la qual causa apar al sen del vezement, lahoras aministra la extraccio de lu am gesti e oncis, e la causa de lu es pus leugiera de totas las autras causas que cazo en l’aurelha.	But if an animal enters that ear, whether it's of small or large size, and if it causes swelling in the ear, do the same cure as we have said in the division; but if it is of great size, which causes a lump on the surface of the skin, place the extraction of it with gestures and pinches, because its cause is lighter than all other causes that occur in the ear.
Mays en la extraccio de verm engendrat en la aurelha, quan tu curas aquel am aquo que havem dit en la divisio e en le tractat de distillacios e no comfereys la tua curacio, lahoras cove que tu reguardes la aurelha al solelh.	But if an worm is born in the ear when you cure it with the remedy that we have said in the division and in the treatise on evacuations, do not confirm your cure, because then you should observe the ear under the sun.
E donc si apar aqui alcuna causa dels verms, lahoras extratz aquel am gesti o am onci subtils, mays si no apar deguna causa, lahoras pren una canula dejos streyta e desus ampla de la qual aquesta es la forma de lu:	And therefore if some cause of the words appears here, then immediately extract that gesture or subtle movement, but if no cause appears, then take a straight tube and a long one from which this is the form.
E entromet la extremitat subtil en la aurelha segon la quantitat la qual suffertar puesca le malaute; e aprop sucgeys am aquela per succio fort, e fay aquo motas veguadas, entro que totz les verms sian foro-gitatz.	And introduce the subtle extremity into the armpit according to the amount which sufficed to treat the disease; and take a suck on it strongly, and do this movement several times, until all the words are made silent.
Mays si no obezeysso a tu al ayssiment, lahoras tu opila e claus en le circuit de la canula am cera ayssi cum havem dit; lahoras aministre distillacios las quals han ja esproadas les antics en la curacio dels verms, e atrobaras aquo en le tractat de distillacios.	But if it does not obey to your assistance, then plug and close in the tube with wax as we have said; then administer digestive liquids which have already been tried on the ancient treatments of the words, and find out this also in the treatise on digestives.
E sia la tua efusio am la qual efundas les olis medicinas en la aurelha am aquest strument del qual aquesta es la forma de lu:	And it is the method by which you pour medicinal oils onto the armpit with this tool, from which this is the form of doing so:
E fay aquela de argent o de eram, dejos streyt, en le qual sia un petit trauc, e am pla desus.	And make that of silver or of horn, straight, with a small prick, and a plate under.
E donc sia cum empellent a que es en la conquavitat de la canula de continent aqui on sira necessari.	And therefore it comes that they must be driven into the cavity of the continence vessel here, where it is necessary to go.
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	If you wish, take the lance and wrap it around the extremity of the limb decently bound, and place oil in the cavity of the ascension, or honey from some herb, or water that you wish from these medicines in the vessel — and that is on the armpit —, and put the lance with the bandage over it and press your hand upon that so as to compress it before the oil is expelled into the cavity of the ascension and the disease feels the oil penetrating.
