Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
E diyssec Albucasis que la summa del sermo le qual havem recomtat, exposicio no es sino que veias que alcus de aquetz apostemas ja han opilat lo guolayro del malaute, e le malaute es vengut entro a mort, e le ale de lu es entresecat, e alcus van a inscidir le epiglos per so que respire le malaute sobre le loc de la plagua per alcuna respiracio, e sia salvat de mort.	And disclose Al-Bukhatir that the maximum of the said words, exposition is only that you see that those ulcers on the feet have already caused inflammation of the groin of the patient, and the patient has died, and his entrails are cut open, and ulcers will come to incise the epiglottis so that the patient breathes over the site of the wound for no breathing, and be saved from death.
E per aquo comandero layssar la plagua uberta entro que sia consumida la malicia de la malautia; e es la malicia de lu per tres dias; e donc lahoras comandero cosi la plagua, e cura aquela entro que sia sanat.	The text means: And so I command that the plague be opened up until it is consumed by the malice of the illness; and it is the malice of him for three days; therefore, I command that such treatment be done to the plague, and cure it in order that it may recover.
E aquo que yeu he vist per mi meteys, es que una sirventa pres un cotel e mesec le en le sieu golayro e inscidic am aquel una partida de la cana del pulmo, e yeu fu apelat a la curacio de lu, e atrobegui la mugen ayssi cum es mugit del moridos, e descubrigui la plagua e atrobegui le sanc le qual era yssit de la plagua petit.	And this is what I have seen in my masters, that a servant holds a needle and thread in his hand, and inscribes on himself a part of the cane of the lung, and you were called upon to heal him, and he was as if dying from the dead, and I discovered the plague and found a sac which was inside the plague, small.
Donc yeu fo confessat que aquela no havia inscidit vena ni guidegi, e le vent yssia de la plagua, e curegui aquela entro que foc sanada.	Therefore I confessed that he had not inscribed any vein or ligature, but the wound came from the plague, and I cured him until his focus was healed.
E no accidic a la sirventa si no rauquiera en la votz, e aprop alcus dias retornec ad miloracio de las suas dispozicios.	And not to the servant unless he raves in his mouth, and I returned several days to improve his disposition.
E ara dic yeu que en la seccio del epilhot no ha temor.	And here is what I say that in the section of the epilepsy there should be no fear.
Capitol .xliv.	The 44th chapter of the book.
De seccio sobre apostema le qual accideys en le golayro defora, e es apelat hernia del golayro.	On the section about a hernia which occurs in the groin area and is called a hernia of the groin.
Aquest apostema nompnat hernia del golayro es apostema gran segon la color del cors, e es mot en las femnas.	This hernia in the groin area is called a large hernia according to the body's color, and it occurs mainly in women.
E es segon dos manieyras, quar o es natural o accidental.	It is classified into two manners, whether it is a natural or accidental occurrence.
E en le natural no es engen de curar.	And in the natural case, it cannot be easily cured.
E l’accidental es segon dos manieyras del qual la un es semblant a nodes grasses, e l’autra manieyra es semblant apostema le qual es fayt per nodacio de arteria, e en aquel es temor.	And the accidental case has two manners, one similar to grass-like nodules, and the other is an apsotema (hernia) caused by a constriction of the artery, and in that case, there is fear.
E no cove que·s fassa presumpcio a lu cum ferr sino en aquel que es petit.	It does not cover the assumption of a flat shape with iron only in the small one.
E tu proha aquel e investigua aquel am le dit, e si atrobas lu semblant a nodi gras, e no es suspendut am alcuna de las venas, lahoras tu inscideys aquel ayssi cum les nodes, e extratz aquel am aquo que conte lu de la pel e bursiclam; e sino, lahoras es perscrutat tot le sieu esser, e aprop cura le loc am aquo que cove de curacio entro que sia sanat.	And proceed with that case and investigate it thoroughly, if you see nodules like grass, but not suspended on any of the veins, then inscribe those areas as if they were nodules, and extract them at this place because there is what comes from the skin and bursitis; if not, then thoroughly examine the whole body, and apply cure to that area where it can be cured within a time before the patient recovers.
Capitol .xlv.	Book XLV.
De seccio de las specias de nodes.	A section of the treatment for nodules or swellings.
Dels nodes so motas specias e yeu ja he dit totas las specias de lor en la divisio.	Of the types of nodules, some species and I have already mentioned all the types in the division.
E cove que yeu recomte assi la diferencia entre node e exitura cum fassa dubitacio.	And now I will recount so as to explain the difference between a nodule and an ulcer with uncertain appearance.
Donc yeu dic que am exitura es caliditat e febre e dolors vehementz entro que es sedada la ebullicio de la superfluitat; e es complida putrefaccio que lahora cessa la febre, la dolor e la calor.	Therefore I say that an ulcer is characterized by heat, fever, and violent pain inside it until the superfluous part is drained off, and it is completed with decomposition when at this time fever, pain, and heat cease.
Mays am node no es caliditat ni febre ni dolor, e conte aquel ciphac leon le qual es al u sac propri.	But a nodule is not characterized by heat or fever nor pain, and it contains that which is within the sac.
E es segon la color del cors, e le comensament de lu es cum un ceze e es fayt ayssi cum vace, sia major o minor, e son segon dos specias, quar o so grassas e conteno humiditat, e las colors de la humiditat son motas, segon que yeu diyssi en la divisio.	And it is according to the color of the body, and its beginning is like a crust and is made accordingly as such, whether big or small, and there are two species, one that is thick and contains fatness, and another that contains moisture, and their colors of moisture are varied, according to what I said in the division.
Donc cove, quan pervenas a la curacio de node, que exprohes aquel e inquiras aquel al comensament am sturment le qual es apelat intromes, segon que vindra la sua forma en le capitol le qual es aprop aquest.	Therefore, when you arrive at the treatment of nodules, you will express it and inquire about its beginning with the stimulation called "intromes", according to which comes its form in the capital that is mentioned near this.
E es manieyra de inquisicio de apostemas e de totz nodes, e es que tu prenguas aquest sturment e entromet aquel en le loc pus humit le qual atrobas en le apostema, e tu revolveras les tieus ditz am aquel petit a petit entro que sapias que·l sturment ja ha penetrat la codena.	It is an inquiry into inflammation of nodules and of all knots, and it is that you take this disturbance and introduce it into the place most humid which you feel on the nodule, and then you turn your fingers slowly until you knew that the disturbance has penetrated to the tendon.
