Ayssi comensan las paraulas de Albucasim .	A cure begins with the words of Albucasis.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	And then tie up the two lips with stitches and strengthen them; and on those sprinkle healing powder of dragon root and apply a pressed poultice of emplastré diaphanite, or of some other consolidated ointments, and let that lie for two days or three, and remove that and change that ointment until they are fully healed by themselves, and then cure with ointment inside so that the wounds may be closed.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	Note that the way of sewing is to tie the solution of continuity or with stitches like they have recounted in the stitching of the belly, or to tie it with thread like you know how to do.
Capitol .xxvii.	A capital (meaning a head or a section) of the twenty-seventh chapter.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	Of the extraction from that cause which occurs in both lips, in the parts of the abdomen.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	 Small visible nodules in the abdominal parts of the lips, resembling knots or knots of hair, and some are small, while others are larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Therefore convert the lips and cuts into every one of those hardness, and put in the location some easy stitches so that the wound is restricted, and let it be washed with vinegar and heal the place where it is infected, until it is sane.
Capitol .xxviii.	A capital (meaning a head or a section) of the twenty-eighth chapter.
De inscizio de la carn ajustada en las gengivas.	Of the incision in the tightly adhered skin of the gums.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	Grasp those visible nodules or warts on the tightly adhered gum skin which the ancient physicians called albulus, then cover that area with a bandage or tie it up and make an incision in the direction of its roots, and let healing begin or allow for recovery.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	Place your hand over the area that has been sutured or another type of powder, stitch, or excision.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	If that skin returns, then you should inscribe the secondarily and cauterize it, because the cautery will not return.
Capitol .xxix.	Chapter 29.
De razo de dentz am ferr.	Of the reason for teeth being crooked.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When on the surface of broken teeth and those from the crown, as well as between the gums, there are rough scores, legs, and some are blackened, they are called crooked or discolored teeth due to corruption through this, where the gum turns yellow in it.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	And therefore cover yourself so that you sew the wound between your fingers and place your head on it in the same spot, and rasp the teeth where those rough surfaces appear, as if sand is inside, except that one cause remains, which gives blackness and yellowness as well as other things that are made visible.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	Therefore if this is what happens in the beginning of the reason, so be it; but if not, then you will iterate the reason on those another day and another time until you reach the final statement in which that which you wish.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	You know that teeth have required various forms of resin to different shapes, according to how it is prepared for your operation.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	And so because of which knife you use when the tooth is extracted from its root is different from the knife you use when it is scraped between teeth according to other forms, and these forms of knives must be prepared by you which will vary at once:
Capitol .xxx.	Nothing seems to be left.
D’eradicacio de dentz.	Root removal of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	So that you cure the tooth of its pain throughout the day and night in all removal of it, because there is no cause that supplies the occasion of it when it is removed, for it is a subtle substance within which is an excuse for removing it.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	But take care that when the illness is severe, that tooth must be removed, for you must be certainly certain which tooth is the sick one, because how many times has the pain departed from the patient and settled on a healthy tooth, and so you remove that one and do not cease the pain until the sick and painful tooth is removed, as we have seen this before through operations of the barbers.
