Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And use this in the cure of all your illnesses with prognosis and indication, so that the person who is cured becomes a helper to you for the acquisition of fame and memory, of honor and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	Oh, sons, God be in your understanding and do not deprive you of your direction and protection, for it is in His hand.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And I have arranged this chapter distinctively by chapters, according to the previous chapter on cauterys, of the cure of the head and feet, so that what you are seeking be alleviated for you, and of which you have had need.
Capitol primier.	The capital first chapter of a medical treatise describes gout as a condition caused by cold humors that affect various parts of the body, particularly causing pain in the feet. It outlines procedures for treating this affliction, including making points on the foot surface with cauterization and placing an intestine or hernia back into its cavity to alleviate symptoms.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	On the cure of water which is contained in the head of children.
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	Be aware that this illness often strikes children, causing them to become swollen and when the night falls, their head swells.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	And sometimes it strikes for an unknown cause which is not known.
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	But I have not seen this illness in children alone, but in all those whom I have seen die, and for that reason it seems to me that there is some work (or art) in those who are dying.
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	And I have seen that a child whose head was completely filled with water, and the child's head was still magnified in size until it could not be compressed further due to its large size, and more so than the moisture caused it to become even more swollen, leading to death.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	And this swelling occurs either between the tendon and the bone, or it accumulates above the bones.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	When the operation on that person is done when the humidity is between the tendon and bone and the swelling is small, therefore cover that you cut in the middle of the head with a fissure at latitude, and let the length of the fissure be two nods before it runs out the humidity, and this is the shape of the spatula:
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	Therefore if the humidity is more increased and the swelling is greater, then cut two fissures in this manner:
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	And if the humidity is left to the bone, this means that you open up the whole of the wound and water is squeezed out when you compress it with your thumb on the parts divided in two and not at all in the center.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	Cover that you cut in the middle of the head with three fissures in this manner:
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	And cover the external incision with all the humidity; and cover the fissures with cloths and bandages; and fill it with that from above with wine and oil within five days, and remove the ligament and cure the wound with poultices and ointment, and cover the head with equality; and feed the patient with dry food of little humidity until the member is comfortable and healed.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	It seems to be discussing the treatment of swollen lymph nodes or lymphedema, possibly in relation to an infection or inflammation.
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	And observe that you must not cut the artery and try to follow the flow of blood from the source and death of the patient through that flow of blood, in order to evacuate the humidity.
Capitol .ii.	Chapter II.
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	Of the cutting of the arteries which are located near the elbows, called hilaisses.
Capitol segon.	Chapter Second.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	When it happens again to some catarrh or rash on the feet or underfoot, and this is old, and you do not consider this cure to be from medicine, then look for that beginning of those two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	And therefore when you want to cut those [arteries] because the patient is dying and his head is exposed, and apply a rough dressing to that place so that they will appear; and apply tightness to the neck of the sick man with a cloth; and consider where the vein is; and keep the places of which one is near the other elbow hidden until in some old men.
