Ayssi comensan las paraulas de Albucasim .	Assistance begins with the words of Albucasim.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	And be careful that you do not burn the nerves which are here, lest another evil come upon the patient.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	You know that when the blood flows from the wound, it is not possible to close it in those places, and especially if the artery is large, unless one of four ways: or applying cautery as I said, or extracting it so that it is not extracted, because when it is extracted, the limbs are burnt and the wound is closed, or they are tied with a bandage or bound by a strong tie, or placed on medicines from which the virtue is to restrict the wound; and these are strong with pillows and compressions.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	A person who provides a moderate restriction of the limbs and applies binding or restraint to the drapes or for position purposes does not comfort him alone.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	But if this has been done without his permission, and the doctor is not present or medicine, then stop work immediately on that point as we said, and understand how great the pain of him inside while the wound is left untouched from the upper part of the plague, and do not neglect archery; but let it be applied with a hot wet cloth to the affected area until the wound is sealed and hardened; and perhaps in some cases, cauterization or medicine will be necessary.
Comensa la segonda partida.	The second part begins.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	The initial incision, perforation, ventilation, phlebotomy, and application of dressings and similar remedies.
Aquestas son paraulas de Albucazis.	These are words of Albuququerque.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	We have already discussed all illness in the first chapter where cauterization with fire is convenient and medicine burns, as well as the occasions and causes of it, and the instruments required with the forms of cauterization; and I have ordered the chapters under the following topics on the feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	I shall proceed with this chapter in that manner, so that it is understood by those who seek it, as much as possible over what has been demanded.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	And then I shall begin this, since it is about the cutting of flesh, the sons of the doctors who are learning in this chapter, as much as in the first chapter on cauterization.
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	And therefore, the apprentice should be in great caution, because in this operation there are many times evacuated blood which is mixed with the wound, and by which the patient's life is put at risk, through the application of the vein or incision on the swelling or discharge, or purulence of the plague, or extraction of a splinter or incision of a wound, and similar things.
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	And when all those things are done, he will be accompanied by great fear and trembling, and in the worst part of his belly, death.
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	I warn you to beware of this situation, for it has caused many people with madness from men to become mad from various kinds of illnesses.
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	And so it is that from them you will find themselves with their illness and the lightness of death, and thus because of the severity of this thing, they find their illness, and because of the length of their illness, and there is fear of the disease which signifies death.
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	And those who give you their child and daughter, they expect to find health in them, but their illness is deadly.
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	And therefore be cautious that you do not consent to one from whom you see this kind of madness; and your caution should be greater than covetousness, and your rapidity; and do not presume any cause about it except for sure certain knowledge which validates this thing for you, and to which success is deservedly due.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And use in the cure of all your illnesses prognosis and indication of it to which healing is converted; for in that one you will be aided on the acquisition of fame and memory, honor and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	Oh sons, God is watching your understanding and not abandoning you in your direction and protection, because this is in your hand.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And I ordered this distinguishing chapter according to the capitals as it follows in the capital of cautery, cure of the head among the feet, so that it may be alleviated by you what is sought from it and which you have had need of.
