Ayssi comensan las paraulas de Albucasim .	Assassin's words begin.
Recipe de alcali e de caus no extinta de amdos ana partida una, e trissa les e pausa en una ola nova de la qual la partida dejos sia perforada per un petit trauc, segon la quantitat que intre en lu ray.	Recipe for alkaline and non-healing wounds: take one part of the root, tear it up and pause it in a new layer of which the root leaves are perforated by a small incision, according to the amount that enters into its ray.
E pausa dejos le fons de la ola autra ola enveyriada, e gete sobre aquel alcali e caus viva de aygua doussa la qual cobra aquels per un dit, e pus que tu compremes aquels am la tieua ma per bona compressio, e leyssa la hola que deyssenda de lu aygua aguda en la partida dejos a la ola enveyriada.	Pause the bottom of one layer another inverted layer, and apply over that alkaline and living water of double water which binds those for a finger, and then press them well on your hand, to compress it properly, and let it heal by allowing sharp water from its layer to come out at the perforated part.
E aprop ajusta tota aquela aygua, e geta la sobre autra caus viva e autre alcali renovelatz, quar aquela lahoras sira de mot forta acuitat, la qual es aministrada en motas operacios de medicina e en cauterizacio dels autres membres, quar operacio fa de foc.	And adjust that water, and apply another living cause and another alkaline renewal, because those ones are sent to great sharpness, which is administered in many medical operations and in cauterization of the other members, where operation does fire.
E so de las medicinas alcunas am las quals es cauterizat ancha, ayssi cum tezizic e mel anacrat e caus am sabo enayssi que sian mesclatz.	And these medicines some of which are cauterized wide, like tیزizic and mezlic e mel anacrat and living cause mixed with something that makes sense to be mixed.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	The text means: "And Gualia recounted the case of an old man who underwent the operation and cure with which his arthritis and sciatica were cured, and magnified that to be a very good thing, and said that no further treatment was needed, and because I watched him take on this procedure one way as recommended, he got relief from pain in both sides without falling into bed or eyes.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And it is that he was applied to a certain green purgative, and if not put on the verdant purgative, he was given fresh fig; and that he should be thrice struck with a little grey and placed over the joint in which there is pain, or in the cavity, or on the cushion, and tied.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And he should be laid down for the quantity of three hours or for the amount that the malady causes relaxation of the joint.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	And place him in bed and therefore when his body is relaxed, insert that under the mattress so that when his leg is put on the ground, the pain ceases and he is cured.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	It is known that none of these medicines should be used with cautery except to induce evacuation of the body.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	When a cut is made on the back of a goat, the vein becomes tight and should be cauterized with great care; and so it should be done in this manner: take wool and coat it in old oil, and place it between the feet of the foot and the hoof.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	Take the dried goat's skin and apply it to that place until it becomes inflamed with carbon; then place it on the wool and press down into it so that it is stretched.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	Repeat this process, and do not cease until the sensation of the bite has passed through to the bone and relieve the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	And this method of cauterizing is called the "cauterization of goats".
Capitol .xlii.	Book XLII.
De cauterizacio de dolor de dos.	On the cautery for pain of two parts.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	Sometimes the pain is in both parts due to various causes, such as from an accident or a blow, or from excessive evacuation, and for those like it, by infusion of friable and moist matter.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	Cautery is not done on this single type only which is made by the effusion of cold material.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	Therefore, to evacuate the illness with pills fit for it and resembling them in appearance, which are applied on two lines where the pain is three lines following the latitude of it, since one has made incisions in each line, according to how much you see that the patient can tolerate it and its virtue.
E sia fayta cauterizacio am cauteri de punt.	And it is done with cauterization by pointed instruments.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	And if you wish, cauterize with three pointed instruments or four with the claw-like instrument medially in this form:
Capitol .xliii.	Chapter 43.
De cauterizacio al comensament de gilbositat.	On the beginning of gout.
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	Smallpox has been observed to occur in children at the feet, and the sign of its beginning in children is that it occurs on their tightness in the ankle, swelling and elevation, and movement.
