Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	This condition is more saved than suspected, and more of fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	Sometimes the eye is cured with this as well, which is more subtle than cauterization and suspected. To cure in this manner: take camomile, hyssop, chamomile, rue, scabicosis Arabic, chamomile, broyda and similar to those herbs, and mix all those causes or some of them in one bowl, and submerge them in vinegar, and boil; and the broth should be boiled decently, and on the surface there should be put a thread, with an instrument made from silver or iron according to this manner.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	It should be inserted the extremity into the mouth of the sickman while the vapour is applied to the uvula on that which it is most affected.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And return to that part which is sometimes moist, and take care that you do not perform this cure at the beginning of an apothem, for it would too constrict in the apothem, and I am not sure that you should do so, but rather declare the presence of an apothem upon caution.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	If you don't have this instrument, then take a cane and make a knot at the end of it, so that the mouth of the abscess is opened, because the knot of the hog prevents the vapor from burning the mouth.
E aquesta curacio es bona am salut.	This cure is good for health.
Capitol .xxxviii.	Chapter XXXVIII.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the removal of spines and of that which adheres to the gallbladder, and of other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Things that are usually adhering to the gallbladder, spine of feet or any other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	And then you should extract the thing that is apparent on it, which catches your eye, since this is where you press the tongue with an instrument heated by sunlight, so that it be declared what is in the gallbladder.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And that which is not visible and is hidden in the gallbladder, you should make the patient vomit with, while the meat is digested in the stomach, because for a long time the associated cause of the gallbladder will be forgotten through vomiting; or by making the patient swallow a piece of bread soaked in vinegar or lettuce juice, or by pressing a sponge soaked in salt into the mouth, and placing that hard against it, because as soon as you put her there, in the place where the spines are and are extracted, everything is forgotten.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	I take a serpent and bind it with a cord, and pull it apart, or I take an onion and bind its skin, pulling out the entrails.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	You will not forget those causes which I have said, because of one instrument made of lead in this shape:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	It should be larger than a thread, and in its extremity there is the cavity where you insert your finger with ease.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	And the body is lifted up to it, and be careful that you do not touch its bone with your finger, lest you discover the bones of his body and feel where the bone or spine is, or what the doctor has inserted with his hand.
Mays empero que·l malaute aquel entrometa es miels, per la sua sciencia del loc de la causa annexa e enpellisca en jos, e tira la sua ma am le instrument en sus, tot aquo segon la quantitat la qual es a lu preparada entro que sia foro-getada.	But if the patient has inserted that into him, it is sweet, according to his knowledge of the place of the cause and feeling around, and pulls out his hand with the instrument, all this so as not to be forgotten.
Capitol .xxxix.	It seems like you're indicating that we've reached a conclusion or end of the text block (Chapter 39). Would you like to continue with another part of the text?
De extraccio de sancguisugua annexsa al golayro.	Removal of infected pus attached to the groin.
Quan es medicada sanguisugua am aquo que havem dit en la divisio de la curacio am medicinas e no comfereys, considera lahoras en le guolayro del malaute al solelh, pus que tu aias compremuda la lengua de lu am instrument le qual a tu havem recomtat.	When the infected pus is treated with water as has been said in the division of the wound treatment and you do not cover it, consider that in the groin area of the sick man exposed to the sun, so that you compress the tongue of him with an instrument which has been recorded.
