Ayssi comensan las paraulas de Albucasim .	 This appears to be a statement that begins with "Thus begin the words of Al-Bukhari.
E quan tu auras complitz, lahoras tu distilla en le huel cief vert o rog per que am sa acuitat corrodesca aquo que es remaugut del sabel.	 And when you have completed [the task], then you distill into the head a clear oil or vinegar so that with its sharpness it may dissolve what is removed from the liver.
Mays si aquo no es a tu possible colligeys tot en aquela hora, e lahoras tu emplastra tot am aquo que cede la dolor de lu, e leyssa lu per alcus dias entro que sia sedada la dolor de lu e que sia asegurat de apostema caut.	 But if it is not possible to collect everything at that time, then you should bandage the entire area with a substance that alleviates pain from him, and leave him for several days until his pain subsides and he is assured of avoiding infection.
E aprop itera sobre lu segon que la mateyssa manieyra entro que sia sanat.	 Then you should repeat the process on him in the same manner until he is cured.
E aquesta es la forma de las forfexs:	 And this is the form of the forceps:
Capitol .xix.	 Chapter Nineteen
De reduccio de arizati al nas.	 On the Reduction of Dislocated Nasal Bones
Quan tu curas arisati am cauteri o am medicina aguda comburent segon que es precedida la narracio de lu e no es sanat, lahoras no es engen en lu sino que fendas sobre le apostema deves la maturitat de lu, e que extraguas tota la humiditat la qual es en lu e·l poyre entro que sia descubert le os.	 When you treat a nasal dislocation with a cautery or sharp medicine as described previously and it does not heal, then do not cut into it, but rather make incisions over the abscess until it matures, and extract all the moisture within it and the pus until the bone is exposed.
E donc cum es descubert le os e vezes en lu corrupcio o negror, lahoras tu ratz lu am un sturment del qual aquesta es la forma:	 And once the bone is exposed and you see corruption or blackening, then you should scrape it with an instrument of this form:
E es nompnat de aspre cap, e sia feyt de fer indi, e sia le cap redon ayssi cum asir le qual sia fayt punctat per punctacio de lima o aliskalfati per punctacio subtil (ayssi cum es en la forma seguent).	 And it is called a sharp-headed instrument, made of iron, with a rounded head like an awl, which should be punctured by a file or sharpened with fine points (as shown in the following diagram).
E pausa aquel sobre le loc corrumput del os, e aprop revolveys aquel entre les tieus ditz, e prem la tua ma petit a petit entro que sapias que aquela corropcio es rasa.	 And place [something] on the rotten part of the bone, and then rotate it between your teeth, and press your hand little by little until you know that the corruption is scraped off.
E aquo sia fayt alcunas veguadas, e aprop restaura le loc am causas exsiccativas e stipticas.	 And this should be done several times, and then restore the area with desiccating and styptic substances.
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	 Therefore, if the area is healed and good flesh has grown there, and the body is free of pus for forty days, and it does not recur or become inflamed or experience any setbacks, then you know that it is healed.
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	 And if not, then it is not wise to do anything but reduce the slit to the shape of the nose, and in this way: you should expose the bone with a file or sharp medicine, and when the bone is exposed, then take a file of this form:
Sia la extramitat de lu ferr triangulada, e·l fust de lu sia prim extenuat entro a la extremitat ayssi cum vezes assi.	 Let the end of the file be triangular, and let its shaft be first tapered to the point like this: as you see it done here.
E aprop pausa aquel sobre le os, e sia aquel prop del lacrimal; e alongua la tua ma un pauc del huel, e aprop revol la tua ma am le tribo entro que penetre tot le os, e aquel sente le malaute per asso que atroba vent yssir per so quan te la sua ma.	 Then place it on the bone, and let it be near the lacrimal; and extend your hand a little into the cheek, and then rotate your hand with the file until it penetrates all the way through the bone, and the patient will feel relief as they see blood coming out from their own hand.
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	 Therefore, at that point, restore the area with astringent medicines, drying it as you have been taught.
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	 Therefore, when the flesh and the area have hardened, at that point the matter that was flowing to the outside parts returns to the nose, so it is easier on the patient.
Capitol .xx.	 Chapter XX
De reduccio de la eminencia del huel.	 On the reduction of a nasal polyp.
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	 When the nose protrudes in its entirety and does not cause injury or diminishment in vision, then you should allow the patient to relax, and follow them closely, and place cupping glasses on the neck without scarification for good suction; and then apply a liniment on the nose that is made from acacia, aloe, lentil, and sarcocolla, and then strengthen the plaster on the nose with many powders.
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	 And the manner of the powders is to take many strips of fine linen cloth, and each strip should be folded into four layers; make many [of these].
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	 And then place them one on top of the other according to the amount that the nose needs.
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	 And then strengthen them with a hard cloth tied tightly; and reapply the cupping glasses with suction without scarification; and then remove the cupping glasses and leave the nose bandaged day and night.
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	 If during this time the ligament has become softened, then it should be very tight.
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	 And then remove the ligament both day and night as we have said.
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	 And if you see that the wound has already healed, that is good; and if not, then repeat the plaster with the powders and the constriction and the cupping until it is healed.
