Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	 And if the cause of the condition in the ear is one of the growths that grows and swells, then administer treatment and extraction of it; but if it does not obey you at once, then take fine white wax like this:
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	 And administer with that the poultice of that herb which has fallen into the ear.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	 And do not do this when you think that it is already moistened by the steam of the ear, and place that in many places, and then remove those with tweezers or with a delicate gesture, or as we have said, because its removal is relieved.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	 But in the case of water that has entered the ear, it is necessary for the patient to sneeze at the beginning with some condition, and fill his ear with some old cloth, and pour over that ear in which there is water, and if by this it is expelled, it is good; and if not, then take some small heated stones according to the length of the finger, and heat them a little in the fire, and the patient should insert one of these into the hole of his ear and jump on one foot from that side and strike with another stone on the stone that is inside the ear.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	 Therefore, do not stop with a stone until all the water is expelled.
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc i, e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	 And when the water has been expelled, take a piece of paper or cloth and insert one end into the ear, and extend the other end with fire until it is burnt to the middle.
E prop met i autre gonc e fay aquo tantas veguadas entro que tota l’aygua sia foro-getada, e stratz aquel am canula ayssi co desus es dit de la peyra extrasadora.	 And then place another bag and do this as many times until all the water has been expelled, and pierce that with a cannula as mentioned above about the stone extractor.
Mays en la extraccio de bestia intrant en aquela aurelha, si es a petit cos, ayssi piussa e a lu semblant, cura aquel ayssi cum havem dit en la divisio; mays si es de gran cos la qual causa apar al sen del vezement, lahoras aministra la extraccio de lu am gesti e oncis, e la causa de lu es pus leugiera de totas las autras causas que cazo en l’aurelha.	 However, in the case of a foreign body entering that ear canal, if it is a small object, similarly pierce and extract it as we have mentioned in the section above; but if it is a large object that causes pain within the head, then administer its extraction with tweezers and scissors, and the cause will be lighter than all other causes entering the ear.
Mays en la extraccio de verm engendrat en la aurelha, quan tu curas aquel am aquo que havem dit en la divisio e en le tractat de distillacios e no comfereys la tua curacio, lahoras cove que tu reguardes la aurelha al solelh.	 But in the extraction of a worm generated within the ear, when you treat it with water as we have mentioned in the section and in the treatise on distillations and your treatment does not work, then you should look at the ear towards the sun.
E donc si apar aqui alcuna causa dels verms, lahoras extratz aquel am gesti o am onci subtils, mays si no apar deguna causa, lahoras pren una canula dejos streyta e desus ampla de la qual aquesta es la forma de lu:	 And therefore if any cause of the worms appears here, then extract it with tweezers or fine scissors; but if no cause appears, then take a cannula that is narrow at the tip and wider above, which has this shape.
E entromet la extremitat subtil en la aurelha segon la quantitat la qual suffertar puesca le malaute; e aprop sucgeys am aquela per succio fort, e fay aquo motas veguadas, entro que totz les verms sian foro-gitatz.	 And insert the narrow tip into the ear according to the amount that the patient can tolerate; and then suck out strongly with it, and do this many times until all the worms have been expelled.
Mays si no obezeysso a tu al ayssiment, lahoras tu opila e claus en le circuit de la canula am cera ayssi cum havem dit; lahoras aministre distillacios las quals han ja esproadas les antics en la curacio dels verms, e atrobaras aquo en le tractat de distillacios.	 Sure, let's translate the text line by line:
E sia la tua efusio am la qual efundas les olis medicinas en la aurelha am aquest strument del qual aquesta es la forma de lu:	 And it should be your instrument with which you pour the medicinal oils into the ear using this tool, which looks like this:
E fay aquela de argent o de eram, dejos streyt, en le qual sia un petit trauc, e am pla desus.	 And make it of silver or iron, narrow at one end, with a small hole at the other end and flat on top.
E donc sia cum empellent a que es en la conquavitat de la canula de continent aqui on sira necessari.	 And so that it fits well in the cavity of the ear canal where it will be needed.
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	 And if you wish, take a rag and wrap it around the end of the tool nicely, then pour oil into the cavity of the ear opening, or juice from some herb, or water with any of these medicines in the tube — which is in the ear —, then insert the rag-wrapped tool on top and press gently with your hand until the oil is released into the cavity of the ear and the patient feels the oil inside.
E aquo que sia enfundut en la aurelha sia ja scalfat am foc un petit.	 And what is inserted into the ear should have been heated slightly by fire.
E guarda te que la causa la qual distillaras en l’aurelha no sia trop frega, quar las medicinas de aurelha no suffertan aquo.	 And be sure that what you insert into the ear is not too cold, because ear medications do not tolerate this.
