Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	 And if it is not forgotten by this means, then make a needle of iron and insert the end of the needle into the opening of the ear canal, and close around the needle with wax and softened oil so that only the needle remains open.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	 And then extract it from your body with strong force, as we have advised above.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	 But if it is not forgotten in this manner, then take of hawk's fat or goose grease, with which birds are caught, a small quantity, and place that at the tip of a reed, and then wrap around that well-placed knot.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	 And then insert that into the ear canal easily, and then dry the ear of its moisture.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	 And so if it is not forgotten by all the means we have mentioned, then cut off that part before it becomes an abscess or spasm.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	 And the way to cut it is that you first bleed the patient from the saphenous vein and draw blood according to their strength, then make an incision between your fingers and turn the ear to the sides above, and then make a small slit in the edge of the ear towards where the pus is most pressing.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	 And if the crack is of lunar shape until it reaches the stone, and once the stone is found, remove it if you can with appropriate instruments; then close the crack at that moment with speed, and treat it until it heals.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	 And if the cause of the problem in the ear is one of the greases that grow and swell, then administer the treatment and extraction of it; but if it does not obey you upon examination, then take a thin spatula according to this form:
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	 And administer with that the removal of that grain which has fallen into the ear.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	 And do not do this when you think that it has already been moistened by the vapor of the ear, and place a small weight on it, and then extract it with tweezers or a thin hook, or as we have said, because its removal is facilitated.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	 But in the case of water that has entered the ear, it is necessary for the patient to sneeze at the beginning with conditions, and fill his ear with some old cotton, and pour over that ear in which there is water, and if by this means it is expelled, good; and if not, then take thin stones like pebbles according to the length of the finger, and heat them a little in the fire, and have the patient insert one of those into the hole of his ear and jump over one foot from that side and strike with another stone on the stone which is inside the ear.
Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada.	 The translation of "Donc no cesse aquo am peyra entro que tota l’aygua sia foro-getada" into English is:
E ja l’aygua sira foro-getada enayssi que tu prenguas de papier o de gonc i, e met la una extremetat de lu en l’aurelha e estendas l’autre extremitat am foc entro que sia comburit le may de lu.	 And already the water has been poured into a container from which you should take paper or cotton wool, and place one end of it in the ear, while extending the other end with fire until it is burned at its tip.
E prop met i autre gonc e fay aquo tantas veguadas entro que tota l’aygua sia foro-getada, e stratz aquel am canula ayssi co desus es dit de la peyra extrasadora.	 And then place another cotton wool and do this until all the water has been poured out, and press it with a probe as mentioned above for the stone-extracting pouch.
Mays en la extraccio de bestia intrant en aquela aurelha, si es a petit cos, ayssi piussa e a lu semblant, cura aquel ayssi cum havem dit en la divisio; mays si es de gran cos la qual causa apar al sen del vezement, lahoras aministra la extraccio de lu am gesti e oncis, e la causa de lu es pus leugiera de totas las autras causas que cazo en l’aurelha.	 But in the case of an animal entering that ear, if it is a small creature, similar to a flea, treat it as we have said in the division; but if it is a large creature that causes swelling inside the eardrum, then administer its removal with tweezers and scissors, and the cause of it will be lighter than all other cases that occur in the ear.
Mays en la extraccio de verm engendrat en la aurelha, quan tu curas aquel am aquo que havem dit en la divisio e en le tractat de distillacios e no comfereys la tua curacio, lahoras cove que tu reguardes la aurelha al solelh.	 But in the case of removing a worm born inside the ear, when you treat it with the water as mentioned in the division and the distillation treatment, and your cure does not succeed, then you must look at the ear in sunlight.
