Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aprop emplastre aquel am malvas salvatges trissadas am sal, e leyssa le emplastre sobre aquel per una nuoyt, quar aquel sira eradicat de las suas razitz.	 "And then apply a poultice made of crushed wild mallow and salt, and leave the poultice on for one night, because that will be effective in removing its causes.
E aprop cura le loc am enguent de carn generatiu entro que sia sanat.	 "And then treat the area with an ointment made from the flesh of a castrated animal until it is healed.
E si so no-convertitz, e motas veguadas accideysso en la superficia del cors, majorment en las mas e les pes, lahoras cove que tu aministres en aquels cauteri am aygua, e es que prenguas una quannula de eram o de ferr o de pena de voltor, e pausa aquela sobre le clau; e aprop geta en la quanula de aygua cauda pauca cantitat, e rete la tua ma, e tu revolveys aquela am compressio de la tua ma de tot, e sia enpremut le marge de la canula en la razit del clau, e atrobara la aygua cauda via al preon de la razit del cau; e espera le malaute un pauc la mordicacio de l’aygua cauda per una hora, e aprop remau aquela, quar le clau am las suas razitz sira erredicat.	 "And if it is not effective and many such things appear on the surface of the body, mainly in the hands and feet, then you must apply cautery with water to those areas. You should take a small vessel made of bronze, iron, or a bird's quill, and place it over the nail; then pour a little hot water into the vessel, hold it in your hand, and rotate it with pressure from your hand all around, pressing the edge of the vessel onto the root of the nail. The hot water will find its way to the root of the nail; let the patient endure the heat for an hour, then remove it, because the nail with its roots will be eradicated.
E ayssi fe am aquels la i aprop l’autre entro que venguas sobre totz les quals de lor so en le cors.	 "And do this for all those affected, and then move on to the others until you have done the same for all of them on their body.
E aprop cura aquels pus que las razitz dels claus so erradicadas am aquo dels enguentz les quals la carn ve engenran.	 And then cure those pustules whose roots are eradicated with the water of ointments that the flesh generates.
Capitol .liiii.	 Chapter 43
De cauterizacio de tremor.	 On Cauterization for Tremors
Quan endeve ad alcu tremor per freg en le nervi o per febre de causa frega, o per autra causa semblant, lahoras cove que tu cauterises aquel am quatre cauteris o am v sobre les spondils del dos, entre quascun spondilh am un cauteri; e am cauteri en le pietz de lu, e sobre l‘estomac de lu, am cauteri olivar.	 When someone has tremors due to cold in the nerves or fever of a cold cause, or for any similar reason, then you should cauterize them with four cauteries or five on the spine of the back, placing one cautery between each vertebra; and one cautery on their feet, and one on their stomach, using an olive-sized cautery.
E la tremor de lu se repausa e festina la sanetat de la malautia frega.	 And the tremors will subside and hasten the healing of the cold illness.
Capitol .lv.	 Chapter 55
De cauterizacio de albati accidentz al cors.	 On Cauterization for White (Albatic) Accidents of the Body
Quan en le cors so espellitz albati, e so pustulas fendas las quals so feytas de materias grossas corruptas; donc cove al comensament cum apareyso, que sia cauterizat sobre tot cap de la fistola am cauteri subtil am fustz de mirt, la extremitat del qual es estenduda am foc; o am razitz de erestologia longua; o am cauteri lentecular.	 When there are white spots on the body and pustules that are formed from thick, corrupt materials, then at the beginning of their appearance, it is necessary to cauterize over each head of the fistula with a subtle cautery made of myrtle wood, the end of which is extended with fire; or with long, root-like cauteries; or with lenticular cauteries.
E alscunas veguadas es cauteri ademamil al comensament de la sua expulcio segon aquesta manieyra; e no so cregudas, e es disrumpuda la superfluitat fazens aquels, et sana de aquels.	 And sometimes it is cauterized with an emery stone at the beginning of its expulsion in this manner; and they are not incised, and the excess causing them is dispersed, and they heal from that.
Mays empero cove que aquo sia fayt aprop evacuacio am fleubotomia.	 Based on the pattern you've established with the previous sentences, I would translate this line as follows:
Capitol lvi.	 It looks like you only provided the chapter or section title "Capitol lvi." without the actual text to be translated. Please provide the full text that you would like me to translate into English, and I'll be happy to help!
De cauterizacio de fluex de sanc accident per incisio de arceria.	 Sure, here is the translation for "De cauterizacio de fluex de sanc accident per incisio de arceria":
Tropas veguadas endeve fluex de arceria que es inciza deves la plagua la qual endeve deforo, o deves la incizio de apostemas o cauteri del membre, e alor semblantz, e es dificil remaura aquel.	 Based on the provided text and context, here's a line-by-line translation of the given sentence:
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	 When something like this happens to someone, then you should quickly grab the person's hand and place it on the opening of the wound. Pause on top until the flow of blood from the wound stops, and make sure it does not come out again.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	 Then place in the fire the pointed and large cautery irons, by the count of nine, and blow on them until they are all glowing hot.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	 Then take one of the smaller or larger irons according to the location and nature of the wound where the artery has been severed. Quickly place it on that vein after removing your finger, and press the cautery until the blood is sealed and contained.
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	 And if blood is expelled from the opening of the artery when you remove your finger and extract the cautery, then take another cautery quickly from those that have been prepared in the fire, and continue to do this until the bleeding has stopped.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	 And be careful not to burn the nerve here, lest more harm comes to the patient.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	 And know that when blood flows from an artery, it is not possible to stop the bleeding in such cases, especially when the artery is large, except by one of these four methods: either with a cautery as we have said, or with extraction if it has not yet been extracted, because when it is extracted the ends are better burned and the blood is stopped; or that it may be tied off with thread or ligature by very strong binding, or that medicines which have the power to stop the bleeding may be applied to it; and let them be strengthened with a cushion by suitable pressure. ➤
