Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
Capitol .xxxix.	Capitol .xxxix.
De cauterizacio de la mayra.	Of the cauterization of the thigh.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When cold and humidity come into the thigh, and because of this impregnation is prohibited, and their menstruation is corrupted, and the provocation of it is delayed, and you experience pain due to the retention of it, then the area should be cauterized with three cauteries around the navel, as we have said in the cauterization of the bladder; and with a cautery over the most affected part below the thigh, or with two cauteries, and let the cautery be a clavilh.
Capitol .xl.	Chapter XL.
De cauterizacio de la dislocacio de l’anqua.	On the cauterization of the dislocation of the ankle.
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When cold and moist humors are poured into the area of the ankle, and these cause it to slip out of its proper place, a sign of this is that one thigh appears longer than the other when compared.
E le loc de la dislocacio es atrobat en lu quays boyt.	And the area of the dislocation is found where it bulges out.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Then it is necessary to cauterize the patient on the area of the ankle with a circular cautery, after you have marked with your hand around the affected area as it is twisted, so that the dislocation falls in the center of the circle.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And it is the cautery with which the shape is preceded in the cauterization of the stomach. 
E si aquest cauteri no es a tu present, lahoras cauteriza aquel am tres cauteris am cauteri olivar gran.	And if this cautery is not available to you, then cauterize that area with three large olive wood cauteries.
E sia fayt le cauteri segon la quantitat de la ispicitut de tota la codena; e aprop cura aquel entro que sia sanat.	And let the cautery be done according to the quantity of the thinness of the entire chain; and then care for that which needs to be healed.
Capitol .xli.	The text appears to be in an old Romance language that shares similarities with Latin, Italian, Spanish, and French. The provided instruction is a chapter or section heading:
De cauterizacio de la vena sciatica.	From the cautery of the sciatic vein.
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When pain comes to the upper part, and it is caused by cold and moisture, the patient is treated as we have said and do not disagree, and this is outdated; now you must purge the patient of thick humors with foul pills or artificial pills or similar ones; then cauterize that area.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	And the method of cautery in this case is according to two methods: either cautery with burning medicines, or cautery with fire.
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	Follows according to two scientific methods, of which one is that you cauterize that area on the broad part with three triangular cauteries in this manner; and do so with them to achieve good depth.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And let the space between each cautery be the width of a finger, and if the cautery is made of olive or grain [likely meaning olive oil or grain flour]. 
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	And sometimes it is necessary to apply the cautery at a specific spot on top of the ankle, making four cauteries.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	And if you wish, cauterize with the circle which precedes the form in the cauterization of the dislocation of the ankle, and within that circle, burn off the protrusion of the entire tendon.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	And this is the method of cautery in surgery when pain is attached to the ankle and does not extend into the thigh.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	And if the pain extends into the thigh, then cauterize it with two cauteries on the thigh over the area where you will circle around the patient's pain; and with one cautery above the ankle by four fingers, you should cauterize the outer part.
E si le cauteri cutellar, e sia la profunditat del cauteri segon la quantitat de la ispicitut de la codena.	And if the cautery is knife-shaped, then the depth of the cautery should be according to the extent of the severity of the condition.
E si le malaute envireys que la dolor es estenduda entro al loc prop les ditz des pes, lahoras cauteriza aquel aqui on envireys am cauteri per tres puntz o quatre o mays si indigeys de aquel.	And if the patient indicates that the pain extends to the area near the toes of the foot, then cauterize it where they indicate with a cautery using three points or four or more if needed for that area.
E si le malaute envireys dolor esser dejos le donolh ves la coyssa, lahoras cauteriza aquel aqui am un cauteri cutellar.	And if the patient indicates that the pain is from the heel to the thigh, then cauterize it there with a knife-shaped cautery.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	And be careful in any cautery that you do not use the cautery so much that you burn nerves or large arteries, and by doing so, you harm the patient badly or cause contraction.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And I have seen one and another of those who cauterized on the ankle and ultimately in the cauterization, and the hot fire inflated inside until the tumor reached the foot, and the fire perforated and corrupted the entire foot.
