Ayssi comensan las paraulas de Albucasim .	And here is the translation of the given line:
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And it is that wormwood should be taken, and if wormwood cannot be found, a fresh fig should be used; and it should be crushed with a little salt and placed on the ankle where the pain is, or on the thigh, or on the abdomen, and bandaged.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And it should be left on for the quantity of three hours or for the amount of time that the patient feels relief from the application.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	Then place it in a bath and when the body is warmed, immerse it in the soil, for the pain will cease and be healed.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	And know that it is not necessary for anyone to use cautery with these medicines except near the evacuation of the body.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	However, Escorides says that when the venous wound is cauterized with goat's milk, it greatly benefits; and the cautery should be applied in the following manner: take wool and soak it in old oil, then place it between the toes and over the wound.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	Then take dried goat's milk and inflame it with fire until it becomes charcoal; then place it on the wool and spread it out.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	And then repeat this, and do not stop doing this until the sensation of the bite reaches up to the ankle and relieves the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	And this method of cautery is called cow cautery.
Capitol .xlii.	Chapter XLII.
De cauterizacio de dolor de dos.	On the cautery of foot pain.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	Sometimes pain in the feet is caused by various reasons, such as from a fall or from impact or from excessive evacuation, and by causes similar to these, due to the infiltration of cold and humid matter.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	And cautery should only be applied in this specific case which is caused by the infiltration of cold matter.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	Therefore, after evacuating the patient with suitable pills and similar treatments, three lines should be drawn on the foot where the pain is, according to its width, and then make marks with a tenth of an inch between each line, placing five cauteries or more, depending on the tolerance of the patient and their strength.
E sia fayta cauterizacio am cauteri de punt.	And let the cautery be done with a pointed cautery.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	And if you wish, cauterize with three cauteries or with four using a medial claw-shaped cautery according to this form:
Capitol .xliii.	Chapter XLIII.
De cauterizacio al comensament de gilbositat.	On the use of cautery at the onset of jaundice.
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	This disease often appears in small children; and the sign of its onset in children is that it affects their structure, causing stiffness and movement difficulties.
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	And you will find that the lower vertebra of the spine and the bones begin to protrude over the other vertebrae.
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	And therefore, when you see this and wish to prevent it, then cauterize that area with a circular cautery according to this form:
que prengua le cauteri sobre tota partida del spondilh engualment.	that the cautery should be applied evenly over the entire part of the vertebra.
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	And if you wish, cauterize around the circumference of the vertebra with a pointed cautery in two lines or three.
E sian les puntz propdas entre lor.	And let the points be made close together.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	Then treat the area in between so that it heals with what we have said.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	Be careful not to apply the cautery to swelling that has been caused by nerve spasms.
Capitol .xliv.	Chapter XLIV.
De cauterizacio de podagra e de dolor de juncturas.	On the cautery treatment for gout and joint pain.
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	When joint pain is caused by cold humors that infiltrate each part of the body, and when pains occur in the feet, doctors customarily call this condition gout properly.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	And thus, when gout caused by cold is treated with this method of cure and the pains are not alleviated, then use cautery to relieve them.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	And it is that you should cauterize around the joint of the foot in a circular pattern with multiple cautery points.
E sia cauteri olivar del qual aquesta es la forma de lu:	And let the cautery be an olive-shaped one, which has the following form:
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pain rises into the fingers or other joints, and this often happens, then apply cautery to each finger with three or four burns from all sides using an olive-shaped cautery.
