Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	And know that when blood flows from an artery, it is not possible to stop the bleeding in any other way except by one of four methods: using a cautery as we have mentioned, or by extraction when it cannot be extracted because when it is extracted, the ends of the fibers are burned and the bleeding stops, or binding it with astringent medicine or a strong ligature, or placing medicines on it that have the property to stop bleeding; and bind them tightly with a bandage with appropriate constriction.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	And here is the translation of the provided line:
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	If this condition affects someone and the doctor is not present nor medicine available, then open with careful pressure of the index finger on the orifice of that vein as we have said, and apply great compression to prevent the blood from flowing out of the most critical part of the wound; do not remove your finger from the artery; above the artery sprinkle cold water of great chilliness until the blood is congealed and thickened; and further sew where cauterization or medication is necessary.
Comensa la segonda partida.	Begin the second part.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	About incision and puncture and cupping and bloodletting and wounds and their similarities.
Aquestas son paraulas de Albucazis.	These are the words of Albucasis.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	We have already said in the first chapter about all diseases in which cauterization with fire is appropriate and with burning medicine, as well as the occasions and causes of it, and the instruments necessary for them along with the forms of the cauteries; and I have ordered the chapters from the highest part of the head down to the feet.
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	And I will proceed in this chapter in the same manner, so that the seeker may be relieved concerning this, now regarding what they have asked about.
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	And before I begin this, son, you must learn that in this chapter is discussed with great detail what was mentioned first in the chapter on cautery.
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	And for this reason, great caution must be exercised, because in the operations that are described in this chapter, many times there is evacuation which involves blood, with which life depends on the sprinkling of the vein or cutting into the abscess or applying treatment for excision or purging of the wound or extraction of an arrow or incision of stone and similar procedures.
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	And with all of these is accompanied fear and trembling, and in the majority of cases, death.
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	And I admonish you that this should not fall upon you in which there is danger, for sometimes your ways as a person can be mixed with the ways of diseases. 
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	And of them are some who will go with their illness and it is light but leads to death, and this due to the intensity of what they find in their illness, and by the length of their illness, and with the illness comes fear which signifies death.
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	And among those is the one who gives you their possessions and says, hoping for that person's health, and their illness is perilous.
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	And therefore you should not consent to those who come to you in this manner; and your caution must be greater than your covetousness and greed; and do not presume any cause over this without certain knowledge that confirms what you owe, and for which praiseworthy success follows.
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	And it is used in the cure of all your diseases for prognosis and indication to him whose health is restored, because in that you find assistance towards acquiring fame and memory, praise and glory.
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	O, sons, God inspire in you His understanding and do not remove from you direction and protection, for this is in His hands.
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	And I have ordered this chapter distinguishing by sections according to what was preceded in the chapter on cauterization, from the care of the head down to the feet, so that it may be made easier for you what you ask about and of which you have need.
Capitol primier.	First chapter.
De la curacio de aygua la qual es contenguda en le cap dels enfantz.	On the treatment of water that is contained in the head of children.
Sapias que aquesta malautia motas veguadas endeve als enfantz deves le enfantament e quan la noyrissa estrenh le cap del enfant ses livitat.	Know that this disease often occurs due to childbirth and when the wet nurse tightly binds the child's head with cloths.
E alcunas veguadas endeve per causa amaguada la qual no es saubuda.	And sometimes it occurs due to hidden causes that are not known.
