Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
E guarda te que no sia fayta fissura en le preon de la carn e que scindas aqui arceria e vengua flux de sanc.	And be careful that no cut is made in the layer of flesh and that you do not split the artery here, causing blood to flow.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	And then wash the remnants of the incision with warm water or with sour wine or with cold water; and then place a linen cloth over it; this is something that the patient should keep the cloth over the wound every night to prevent it from sealing over again. 
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	If blood flow occurs, place vitriol powder on the area; but if the bleeding continues, then cauterize the spot with a red-hot cautery, which is suitable for this purpose.
E aprop aquel cura am las autras causas entro que sia sanat.	Then treat it with other methods until it is healed.
Capitol .xxxv.	Chapter .xxxv.
De extraccio de ranula dejos la lengua.	From the extraction of a ranula from the tongue.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	Here is the translation of the provided sentence:
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	And the operation on him is that you open the mouth of the patient sixty [degrees] facing the sun and examine the swelling.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you see it of dark or black color, hard, in which the patient feels no sensation, then do not touch that which is gangrenous.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	And if it has turned pale, where there is moisture, then you insert the finger into it and cut that area with a fine spatula, and thoroughly incise it; and if blood flows during your operation, then cover it with crushed zegi trissat, which is vitriol, until the bleeding stops.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	And then return to your work until you have fully removed it, washing it with sweet wine and salt; and treat that area with the other cure until it is healed.
Capitol .xxxvi.	Chapter XXXVI.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of abscesses from the ears and those that occur in the throat, as well as other abscesses.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When they appear in the throat area, these are glands that resemble almonds, which accumulate externally and are called the tonsils. When you treat them with what we have said about division and it is not healed, then consider if the abscess is hard, dark in color, and has little sensation; in this case, do not touch it with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is of a rosy color and the root is thick, then do not touch that with iron because of the flow of blood; first let that remain to ripen within, and now either you will extract that, or it will break open by itself.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is of a white color, pale, and the root is thin, then that is what needs to be cut.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And the operation on it is such that you should consider, before your procedure, whether the swelling has rested from the cautery with complete rest or if it has decreased somewhat; and now make the patient sit facing the sun, with their head in your hands, open their mouth, and the servant taking between his fingers pulls out the tongue of the patient with a noble instrument of this form:
E sia fayt de argent o de aram, e sia subtil cum cotel.	And it should be made of silver or iron, and it should be sharp like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	So as you press with that the tongue and the swelling is shown to you, and you spit over it with your spittle, now take some of it and insert that into the swelling, and pull that outwards as much as you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And here is the translation of the given line:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And it is similar to forceps, but the ends of it are curved, so that the opening of each one is in line with the other, quite sharp, which is made from hardened iron.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	And if this instrument is not available to you, then incise it with a spatula of which this is the shape: It should be sharp on one end, blunt on the other.
