Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	But I have only seen this disease in children; and all those whom I have seen met with death, and thus it has appeared to me as a fatal condition in them.
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	And I have seen a child whose head was filled with water, and the head of the child was so enlarged that he could not support himself due to the size of his head, and the humidity increased until it caused death.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	And this moisture either accumulates between the tendon and the bone, or accumulates beneath the bone on the spine.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	For the operation in that case where the moisture is between the tendon and the bone and the abscess is small, then you must split in the middle of the head with a slit horizontally, and let the length of the slit be about two fingers so that the moisture can flow out, and this is the form of the spatula.
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	And therefore, if the moisture is more increased and the abscess is larger, then there should be two slits according to this manner:
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	And if the moisture is beneath the bone, a sign of this is that you will see the sutures of the head open in all parts and water is squeezed out when you press that area with your hand on the inner parts, and it is not hidden from you.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	You must split in the middle of the head with three slits according to this manner:
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	and then extract all the moisture; and then secure the slits with cloths and poultices; and then cover it with wine and oil until the fifth day, and then remove the bandage and treat the wound with lint and ointments, and bind the head evenly; and feed the patient with dry food of little moisture until the member is strengthened and healed.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	And there is another method of incision, which you should consider according to the size of the abscess and the collection of water, because sometimes it is more in the occipital region, or in the front part, or on the right side, or on the left side; therefore, pay attention with the incision where the abscess and the accumulation of water appear, and do this according to what is best possible for you.
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	And observe that you do not cut the artery, and thus avoid blood flow and prevent the patient from dying due to that blood flow with the evacuation of humidity.
Capitol .ii.	Chapter II.
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	On the incision of the arteries that are near the ears, called carotids.
Capitol segon.	Chapter Second.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	When catarrhs or rheums occur in the lungs or feet, and this has been ongoing for a long time, and you do not see improvement with medicinal treatments, then the final remedy in this case is to incise those two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	And therefore, when you want to incise those [arteries], the patient should raise their head, and then rub the area with a coarse cloth so that the arteries appear, and then tightly bind the neck of the patient with some cloth; then identify where the vein pulses; and the locations of each are near the points close to the ears, which can be concealed in some individuals.
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	And then mark over the artery with a thread, and then incise each one with the sharp end of the spatula piercing through to the bone, and do this for the width of the head.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	And if you want, insert the spatula under the artery and break it at the points above.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	And the length of the incision should be about two fingers' width, for when any vein is cut, blood comes out with a pulsating flow, which jumps out frequently.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	If the artery does not appear at the incision site, then you must measure from the earlobe a distance of three fingers, and then mark it with a needle, and proceed to enter into the bone.
E aquo que cove getar del sanc es quantitat de vi unc., e fort leu ne geta de lu mays o mens, e tot aquo es segon la quantitat la qual appareys de la vertut del malaute e de la replecio de la arceria de lu.	And the amount of blood that needs to be let is a certain quantity of wine unciae, and it strongly depends on whether more or less is let from him, and all of this depends according to the amount which appears from the strength of the patient and the fullness of his artery. 
