Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E semblantment fay en le apostema lapificat de seccio e de curacio segon que a tu havem dit; e seccio sobre apostema lapificat es pus leugiera, quar es de pauc sanc e de pauca humiditat.	And similarly treat the calcified abscess with incision and cure as I have told you; incising a calcified abscess is easier, for it has little blood and little moisture.
E alcunas vetz so alcus de aquestz apostemas les quals so en le cap en alcus homes am los quals de tot no es humiditat; la qual causa es quar yeu inscindigui sobre un apostema en le cap de una femna vielha e atrobegui le apostema ayssi cum peyra sorda, aspra, blanqua, la qual no podia esser trinquada, e si a alcu fos am aquela percussit, plaguera aquel.	And sometimes some of these abscesses that are on the head in some people contain no moisture at all; the cause is that I once incised an abscess on the head of an old woman and found the abscess to be like a deaf stone, rough, white, which could not be crushed, and if anyone were struck with that, it would injure them.
Mays en les autres apostemas accidentz en le cap otra aquest no es aquest capitol, ayssi cum les apostemas que veno als caps dels enfantz e deves las razitz de las aurelhas, mays la seccio de aquestz totz sia seccio superficial.	And in other swellings or accidents on the head apart from this case, which is not within this chapter, such as the swellings that come to children's heads and affect the roots of the ears, but the section of these all shall be a superficial section.
E pausa la perforacio de aquels de la partida pus bassa de lor per so que sia alleujat le cos de la sania a las partidas pus bassas.	And stop the perforation of those from the lower part so that the body is relieved of the purulent matter in the lower parts.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	And then treat those areas with whatever is appropriate for that treatment.
Capitol .xlii.	It appears you've provided a section or chapter heading, "Capitul .xlii." which translates to "Chapter XLII" in English. This indicates the beginning of the forty-second chapter in a text. Without additional content following this heading, there isn't any further context or sentences to translate. If you have more text from this chapter that needs translation, please provide it!
De seccio de scrophulas las quals accideyso en le col.	Regarding the treatment of scrofula, which occurs in the neck.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	Motás veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	And thus those that occur in the groin, and those masses that are generated between them, and all scrofula of those is within its own tunic, just as in the knots and abscesses of the head, just as we have recounted.
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	And the types of these scrofula are diverse, for some are stone-like, and others contain moisture, and there are malignant ones which do not obey to cure.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	Therefore, in that which you see of good disposition upon touching it, the color of which is similar to that of the vein, and is swollen throughout its entirety, and is not attached to any nerves, veins, or arteries, and is not inflamed, you should incise that with a sharp superficial cut from above the part down to the line G within the B line, and scrape it thoroughly, then extend both sides of the swelling with tweezers, or with two pairs if necessary, as we have said in treating swellings on the head, and extract it bit by bit.
E es mays cautela que no sia inscidida la vena o nervi.	And it is more cautious that the vein or nerves not be cut during the incision.
E sia le spatum no mot agut, que no ajuste a tu la tua ma am inscizio, o que enquiete le malaute, e que inscidas aquo que no es necessari inscidir; quar si inscideysses vena o arceria e prohibeys tu de la tua operacio, lahoras pausa en la plagua vetriol trissat o autras polveras las quals ostan fluxs de sanc, e estrenh la plagua, e layssa aquel entro que·s repausa la acuitat de la apostema e sia mollificada la plagua e comense esser poyrida.	And let the blade not be too sharp, so that it does not injure your hand during the incision or upset the patient, and you cut what is not necessary to cut; for if you were to cut a vein or artery and prevent yourself from continuing the operation, then apply powdered vitriol or other powders which stop blood flow to the wound, and tighten the wound, allowing that which rests the sharpness of the swelling and softens the wound so it begins to heal.
Quan le sanc es abscindit.	When the blood is cut off.
Donc retorna a la tua operacio entro que l’aias complida.	Then return to your operation before you have completed it.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	And then examine with your index finger if there is any cause of the other small swellings, thus cut and clean those.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	And if it is near the large vein of the swelling, then you must not cut that swelling at its root.
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	Before that, it is necessary to wrap it with strong doubled cloth and to leave it so that it falls off by itself without harm.
