Praefatio.	Foreword.
Et ex apostematibus sunt quae non oportet ut perforentur, nisi post maturationem saniei in eis, et complementum eius: et ex eis sunt, quae oportet ut perforentur, dum sunt cruda, et non maturantur secundum complementum.	And among the abscesses there are those which ought not to be perforated, unless after maturation of the pus in them, and its completion: and among them are those which ought to be perforated, while they are raw, and do not mature according to their completion.
Sicut apostemata quae sunt propinqua iuncturis.	Like abscesses that are near the joints.
Quoniam apostema quando accidit prope iuncturam, et prolongatur esse eius, donec putrefit quod est in circumitu eius fortasse corrumpuntur ligamenta, aut nerui illius iuncturae: quare est caussa propior contractionis illius membri.	Because an abscess, when it occurs near a joint and prolongs its being, until the putrid matter that is around it perhaps corrupts the ligaments or nerves of that joint; therefore it is a cause of more proximate contraction of that limb.
Aut est apostema apud membrum principale: quoniam si tu tardas perforationem eius, donec maturetur, nocebit uel illi, uel per illud membro principali.	Or it is an abscess near a principal member: because if you delay the perforation of it until it matures, it will harm either that member or through that principal member.
Aut est prope anum, perfora ergo ipsum immaturum: et non oportet, ut perfores, apostema crudum, non completae digestionis, nisi quod est prope anum, ut non putrefiat profundum, et longetur ad interiora ani, et fiat fistula, aut fiat in termino eius quod non sanatur.	It is near the anus, and therefore it is not mature: and it is not suitable, as if you make perforations, a crude apostema, which does not complete digestion, unless it is near the anus, so that it does not putrefy deeply, and extends to the interior of the bowel, and becomes a fistula, or becomes in its termination what is not healthy.
Oportet ut scias horam perforationis apostematis, quod maturatum est secundum complementum: et est apud sedationem doloris, recessionem febris, et diminutionem rubedinis, et pulsationis, et acuitatem capitis apostematis: et reliqua signa.	It is suitable that you know the time of perforation of the apostema, which has matured according to its complement: and it is at the sedation of pain, recession of fever, and diminution of redness, and pulsation, and acuteness of the head of the apostema: and the remaining signs.
Et oportet, ut facias eandem perforationem in inferiori loco apostematis, et uehementioris eminentiae: et sit perforatio uadens in longitudine corporis, si apostemata sunt in partibus manuum et pedum, et locis lacertorum, et chordarum, et neruorum, et arteriarum, et ad ultimum in omnibus locis aequalibus, quibus non est reflexio.	And it is suitable that you make the perforation in the inferior place of the apostema, and of the more prominent elevation: and let the perforation be made along the length of the body, if the apostemata are in the parts of the hands and feet, and in the places of the muscles, and tendons, and nerves, and arteries, and finally in all equal places where there is no reflex.
In illis autem quae reflectuntur, uade cum perforatione secundum illud membrum.	In those however that are reflected, let the perforation be made according to that membrane.
Quando uero apostema est in locis carnosis: tunc melius est ut dimittas perforationem eius, donec confirmetur eius digestio, sicut diximus secundum complementum.	When indeed the apostema is in fleshy places: then it is better to delay its perforation, until its digestion is confirmed, as we said according to its complement.
Quoniam si tu perforas ipsum ante illud, prolongatur cursus uirus ex eo, et est multae sordis et sordiciei, et fortasse indurantur labia eius, et profunditas eius.	Because if you perforate it before that, the course of the virus is prolonged from it, and there are many filth and foulness, and perhaps its lips will harden, and its depth.
Et quaedam apostemata perforantur secundum latitudinem corporis apud necessitatem: aut secundum illud quo indiget membrum.	And some apostemata are perforated according to the width of the body, according to necessity: or according to that membrane which it needs.
Et oportet, ut administres in apostematibus paruis perforationem paruam, et in apostematibus magnis perforationem amplam: aut sectiones multas per similitudinem magnitudinis apostematis.	And it is suitable that you administer in small apostemata a small perforation, and in large apostemata an ample perforation: or many sections according to the similarity of the magnitude of the apostema.
Et sunt ex apostematibus, in quibus oportet ut concauetur cutis: et incidatur quando iam facta est sicut pannus, et facta est in termino, quod iam mortua est: sicut illud quod accidit in multis, ut dubelet, et bubonibus.	And there are those from apostemata, in which it is suitable that the skin be sewn together: and an incision should be made when it has already been made like a cloth, and has been made at the termination, which is now dead: just as it happens in many cases, such as ulcers, and buboes.
Et ex eis sunt quae secantur sectione habente tres angulos.	And there are those which are cut with a section having three angles.
Et ex eis est, ex quo inciditur sicut figura folii myrti.	And one of them is that which is incised in the shape of a myrtle leaf figure.
Sicut apostema inguinum.	Like an inguinal abscess.
Et ex eis sunt in quibus administratur sectio rotunda, et sectio lunaris: et similes eis ex sectionibus.	And there are those in which a round section is administered, and a lunar section; and similar to them from these sections.
Illud uero cui non est caput, sicut sunt apostemata lenia superficialia, oportet ut perfores ipsum perforatione superficiali, uel plana tantum.	That one indeed which has no head, such as are superficial lenient abscesses, it is fitting to pierce it with a superficial perforation, or merely a flat one.
Et oportet, quando apostema est grossum, et iam collegit saniem multam, et perforas ipsum, ut non properes et extrahas pus totum in illa hora: imo extrahe ex ipso partem eius.	And it is fitting, when the abscess is large, and has already gathered much matter, and you pierce it, so that you do not press and extract all the pus at that hour; rather, extract from it a portion of its own.
Deinde opila apostema usque ad diem alium.	Then apply a poultice to the abscess until another day.
Deinde extrahe quiddam ex pus iterum.	Then extract some of the pus again.
Fac illud multotiens secundum gradationem, donec egrediatur: praecipue si infirmus est debilis uirtutis, aut mulier praegnans, aut puer paruus, aur senex decrepitus: spiritus enim animalis ab animali multotiens resoluitur cum egressione saniei: et fortasse moritur infirmus, et tu non percipis.	Do that many times according to the gradation, until it goes out; especially if the patient is weak in strength, or a pregnant woman, or a small child, or a decrepit old person: for the animal spirit is often resolved with the exit of sanies; and perhaps the weak person will die, and you do not perceive.
Caue ergo hoc capitulum cautela magna.	Therefore, this chapter requires great caution.
Et post perforationem tuam, qua ista perforas apostemata, oportet ut abstergas uulnus: et considera.	And after your perforation, by which you pierce the abscesses, it is fitting to cleanse the wound; and consider.
Si ergo est uulnus apostematis paruum, aut est sectio plana, tunc administra licinia ex lino, aut coto antiquo.	If therefore the wound of the abscess is small, or it is a flat section, then administer a dressing made of linen, or an old cloth.
Et si est apostema magnum, et fissurae perforationis multae sunt, oportet tunc ut intromittas in omnem fissuram licinium, donec perueniant adinuicem.	And if it is a large abscess, and there are many perforations of the fissure, then it is fitting to introduce a dressing into every fissure, until they reach the bottom.
Et si in apostemate abscidisti partem cutis, aut in circumitu concauasti eam: tunc oportet ut impleas eam coto ueteri, aut sicut quando texitur pannus, aut raditur lanugine lini absque humiditate: et stringe ipsum usque ad tertium diem.	And if you have cut away a part of the skin in the abscess, or have hollowed it out around it: then it is fitting to fill it with an old cloth, or as when a cloth is woven, or wrapped with a layer of linen without moisture: and bind it up until the third day.
