Praefatio.	Foreword.
¶ De rasione Dentium cum ferro.	On the scraping of teeth with iron.
Caput XXIX.	Chapter 29.
Quandoque aggregantur in superficiebus Dentium ab interiori et extetiori parte, et inter gingiuas cortices asperi, turpes, et quandoque denigrantur, et citrini fiunt, et uirides, donec peruenit ex illo corruptio ad gingiuam, et foedi fiunt dentes per illud.	When they accumulate on the surface of teeth from the inner and outer part, and between the rough, asperous, and citrine-colored cortices of the gum, until corruption spreads from that to the gum, and the teeth become foul through that.
Oportet ergo ut facias sedere infirmum inter manus tuas, et caput eius in sinu tuo, et rade molam et dentem, in quo apparent tibi cortices, et res similis arenae: donec non remaneat ex eis aliquid, et similiter fac de nigredine, et uiriditate, et citrinitate, et aliis donec mundentur.	Here is the translation:
Si ergo auferatur quod in eis est a principio rasionis, bonum est: et si non, tunc itera super eos rasionem die alio, secundo, et tertio, donec ad ultimum perueniat studium in eo quod uis.	If therefore something is removed from the beginning of the reasoning, it is good; and if not, then one should proceed with another reasoning on the second day, and the third, until one arrives at the ultimate study in that which is useful.
Et scias, quod dens indiget rasoriis diuersarum formarum, multarum figurarum: secundum quod praeparatur operationi tuae: proptera, quod rasorium quo raditur dens ab inferiori parte, est aliud a rasorio quo raditur inter dentes, secundum formas alias.	And you should know that a dense bone needs diverse forms of rasping and many shapes; according to what is prepared for your operation: therefore, the rasp with which the density is smoothed from the lower part is different from the rasp with which it is smoothed between the teeth, according to other shapes.
Et istae formae rasoriorum sint apud te praeparatae, quas uides.	And let these forms of rasps be prepared by you, which you see.
¶ De extractione doloris Dentium.	On the Extraction of Pain from Teeth.
Caput XXX.	Chapter 30.
Oportet ut cures Dentem a dolore suo cum omni ingenio, et tardes in eradicatione eius.	It is necessary that you cure the tooth of its pain with all your ingenuity, and be slow in eradicating it.
Non est enim quod uicem eius suppleat quando eradicatur: quoniam est substantia sublimis: donec quando non est excusatio de eradicatione eius, tunc oportet quando cogitur infirmus eradicare ipsum, ut firmetur, et certificetur apud te dens dolens.	For it is not that the vigor of the tooth is supplied when it is eradicated: because it is a sublime substance: until when there is no excuse for its eradication, then it is necessary to eradicate it when it is weakened, so that it may be strengthened and certified by you as a painful dense tooth.
Multotiens enim decipit infirmum dolor, et putat quia est in dente saha et eradicat ipsum: deinde non recedit dolor, donec eradicetur dens infirmus.	For often the pain of a weakened tooth deceives, and it is thought to be in a healthy tooth, and it is eradicated: then the pain does not cease until the weakened dense tooth is eradicated.
Nos enim iam uidimus illud ex operatione phlebotomatorum.	For we have already seen that from the operation of bloodletting physicians.
Cum ergo certificatur apud te dens dolens ipsemet, tunc oportet ut scarifices in circumitu dentis cum spatumili, in quo sit quiddam uirtutis, donec soluatur gingiua ab omni parte: deinde moue ipsum digitis tuis, aut cum forcipibus subtilibus in primis paulatim, donec concutias ipsum.	When therefore the painful dense tooth itself is certified by you, then it is necessary to scarify around the tooth with a spatula, in which there is some virtue, until the gum is loosened on all sides: then move it with your fingers or with subtle forceps at first gradually, until it is shaken out.
Deinde loca tunc in eo forcipes magnos locatione bona, et caput infirmi inter genua tua: quod iam bene tenuisti, ita quod non moueatur: deinde trahe dentem secundum rectitudinem, ut non frangas ipsum.	Then place the large forceps in a good position on it, and hold the head of the weakened tooth between your knees: what you have already held well, so that it does not move: then pull the tooth straight out, so that you do not break it.
Si ergo non egreditur, tunc accipe aliquod illorum instrumentorum, et intromitte ipsum sub eo ab omni parte cum facilitate, et conare motionem eius, sicut fecisti in primis.	If it does not emerge, then take one of those instruments and insert it underneath from all sides with ease, and feel its movement as you did at first.
Si autem dens est perforatus, aut corrosus: tunc oportet ut impleas illud foramen panno: et stringas ipsum cum extremitate radii subtilis, ut non frangatur in hora constrictionis tuae super ipsum cum forcipibus.	If it is dense and perforated or corroded, then it is necessary to fill that hole with a pad, and bind it with a thin radius extension, so that it does not break during the time of your constriction upon it with forceps.
Et oportet, ut exquisite agas cum scarificatione in circumitu gingiuae ab omni parte multum.	And it is necessary to make a careful incision with scarification around the gum on all sides, much.
Et custodi fortitudinem tuam, ut non frangas ipsum, et remaneat pars eius, et redeat super infirmum ex ea malicia quae sit maior dolore eius primo.	And control your strength, so that you do not break it, and a part of it remains, and it returns to the weak place from that greater evil which is more painful than its first pain.
Et caue, ne facias illud quod ignorantes faciunt phlebotomatores in festinatione sua, et audacia ipsorum super eradicationem eius, praeter quod administrent illud quod narrauimus.	And beware, lest you do what ignorant bloodletting practitioners do in their haste, and the boldness of theirs beyond its eradication, contrary to what we have described.
Multotiens enim faciunt euenire super homines infirmitates magnas, quarum difficiliores sunt ut frangantur, et remaneant radices eius omnes, aut quaedam earum: aut ut extrahant ipsum cum quibusdam ossibus mandibulae: sicut testificati sumus multotiens illud.	For they often bring about great infirmities in men, whose difficulties are that they break them, and all their roots remain, or some of them; or that they extract it with certain bones of the jaw: as we have often testified to that.
Deinde colluatur post eradicationem eius cum uino, aut cum aceto et sale.	Then it is washed out after its eradication with wine, or with vinegar and salt.
Quod si accidat fluxus sanguinis ex locis (multotiens enim accidit) tunc tere aliquid ex zegi, et imple cum eo locum: et si non, cauteriza ipsum si non confert tibi zegi.	If a flow of blood happens from the places (for it often happens), then take something from a vessel, and fill the place with it: and if not, cauterize it if the vessel does not conduce to you.
Formae forcipum subtilium quibus mouetur dens in primis, sint longarum extremitatum, breuis manubrii, grossi, ut non duplicentur quando cum eis premitur super dentem: sint sicut uides grossorum manubriorum, donec quando stringis cum eis, non dent seipsas, neque duplicentur: breuium extremitatum, et sint ex ferro indo, aut ex faled decenter facti, directarum extremitatum: et in eorum extremitatibus sint dentes, quorum quidam ingrediantur in quosdam, et stringant constrictione decenti, forti.	The forms of delicate forceps which are moved densely at first, should be long in their extremities, short in their handles, thick, so that they do not double over when pressed with them on the tooth: they should be like you see of thick handles, until when you bind with them, they do not slip, nor double over: having a short extremity, and made from iron or forged from well-centered files, with straight extremities: and in their extremities there should be teeth, some of which are inserted into others, and bind with decent constriction, strongly.
Et quandoque fiunt extremitates sicut forma oris auis quae nominatur ciconia, et sunt fortis constrictionis.	And when they are made into extremities like the shape of a bird's beak, which is called a cicATRIX, and they are strong constrictions.
