Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The shape of the forceps and fine pliers with which the tooth is grasped at the beginning is long handle, short handle and wide, so that they do not bend when you are working.</end_of_turn
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And so, sometimes with a wide handle and sometimes with a short handle, when you first begin with these, do not bend, but are short-handled.</end_of_turn
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And they are made of Indian iron descending, and are made of bristles descending, and in the bristles of these there are teeth that are introduced one into the other and emerge by strong constriction, and some of these bristles have the shape of a heron's beak, which is so wide, and are of strong constriction.</end>
Capitol .xxxi.	(The provided text from this point on is unfortunately unreadable due to lack of context and familiarity with the language.)</end_of_turn
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	Extraction of teeth and extraction of the fractured bones of the mandibles.</end_of_turn>
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When you must extract a tooth that is fractured, there remains some cause, then you must pause on the area around the joint for a day or two until the pain is softened; and immediately apply algesics or hold the pliers with which they are composed in the shape of a heron's beak called ciconia or guanta, which is so wide.</end_of_turn
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The extremities of them are affected by pain as if by lime or porridge.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	If you do not obey my advice in this matter, with these forceps or pincers, cover your hand over the reason and scratch all the flesh and enter the instrument that has no name, for it is a slight lever of this kind:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And do it briefly at the large extremity, and do not be afraid so that it is not broken
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if for this the reason is split, it is not good; and if not, help me with other instruments of which these are the forms: the form of the first instrument is that of a triangular extremity in which there is any thickness
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The form of the second instrument is that of a triangle and of more subtle extremity
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And already with this instrument you have had two slopes of which this is the form nearby:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And with other instruments which I will enumerate in order of teeth; for in this way it is useful for this instrument which is composed like an onion, and this is the form:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	Of the triangular extremity, round or short, which is any thickness, and do not be afraid so that it is not broken.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And so remain the other instruments of the teeth like the others.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	May the skillful artists know and be skilled in the art, so that they find for themselves the means according to what it signifies to them, for the operation and the various diseases; for these are the diseases for which the ancients did not say or even name their proper instruments, for the forms of various species.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	May the jawbone or other bones of the mouth be fractured or loosened if necessary, for in that case be the weight supported over that which is convenient for the instruments and forceps which we have mentioned in the extraction of the roots of the teeth, and help me with that which is the form:
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And be of every great or small size, be it tightened or held with the mouth so that it does not escape or escape until the bone is completely fractured; and then restore the area with convenient medicines at your disposal.</start_of_turn>
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	May the small bone be slightly ground down if necessary, and grind away its blackness, and take care of that until it is healed.</start_of_turn>
Capitol .xxxii.	Chapter XXXII.</start_of_turn>
De la cura de las dentz eminentz sobre las autras.	On the care of the teeth especially concerning the others.</start_of_turn
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	When the teeth are prominent beyond their natural course for those of the form of a claw, and especially when it comes to women, and especially to the venerable toes; therefore you must consider: if the tooth is nothing like another tooth, and it is not possible to file or line it, then leave it alone; but if it is not annexed to another tooth, then you must intervene with this instrument which is like a tooth root, and which is made of Indian steel of extremity not too sharp.</start_of_turn
