Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	And if sometimes the humor has already been reduced, well and good; otherwise, repeat the cautery over the joints and the surrounding area until it is healed
Capitol .xxi.	Chapter XXI.</start_of_turn>
De la inscizio de la eminencia de la tunica uvea.	Of the incision of the prominence of the tough membrane of the uvula.
Quan endeve disrupcio en la tunica uvea, e aprop es eminent e procezeys fora las palpebras ayssi cum un gra de rasim, e es orrazada la forma de home per aquo, e vols aquo inscidir, lahoras la operacio en lu es ayssi cum havem recomtat, que tu entrometas la agula en la razitz de la uvea de la partida dejos en la partida desus, e aprop met la agula autra en la qual sia fil doble de la part del lacrimal, e fay aquela penetrar e leyssa la primieyra agula segon la sua disposicio; e aprop inscideys le loc del fiel doble e leva am aquel la partida de la uvea en le circuit de la agula, e strenh aquela mot.	When there is a disruption in the tough membrane of the uvula, and it is prominent and projects outside the eyelids like a grain of sand, and it is necessary to make an incision, then the operation in this case is as follows: enter the needle at the root of the uvula from the outside inwards, and then insert the needle again at the place where there is a double fold of the lacrimal membrane, and make that penetrate and withdraw the first needle according to its position; and then insert the needle into the place of the double fold and bring out the part of the uvula in the circle of the needle, and tighten that part.</start_of_turn>
E aprop extratz la agula e pausa sobre le huel lana infusa en album de huou e leyssa entro que cayha le fil am la uva.	And then withdraw the needle and place over the swollen area infused with fat and wait until the thread comes loose from the bone.
E aprop cura le huel am aquo que conforte aquel entro que la plagua sia sanada.	And take care of the wound so that it is comfortable when the wound is healed.</start_of_turn>
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And sometimes it is necessary to make an incision around the whole circumference of the tough membrane within the swollen area, and when the incision has been made with the sharp instrument that comes from the front of the wound, let out the fatty moisture, and the wound will sink down and enter as much as possible.</start_of_turn
E aprop strenh entro que sia sanat.	And tighten until it is healed.</start_of_turn>
Capitol .xxii.	Chapter XXII.</start_of_turn
De curacio de alconati.	Of the treatment of gonorrhea.</start_of_turn
Aquesta malautia que es apelada alconati no es sino sania la qual es ajustada en le huel semblant a aygua dessendent e no es aquela.	This disease which is called gonorrhea is not anything other than a swelling which is similar to water descending and is not like that.</start_of_turn
Mays la manieyra del obrar en ela es que fasses le malaute sezer sobre la sela aparelada e dreyta, e aprop pren le cap sieu en las tuas mas de doas partz e mau aquel entro que veias la sania pervenir a las partidas dejos, e aprop sia siccada e no descenda, e sia ostat le lum, e·l malaute veia las causas ayssi cum vezia.	Moreover, the method of working in it is that you make the disease subside over the painful area and draw out the head towards the buttocks, and when you see that the swelling has gone down to the lower parts, and that it is dry and does not descend, and that it is firm, the disease will be cured in this way as well.</start_of_turn
E si no descendra en jos, sapias que es aygua.	And if it does not go down there, you know that it is water.</start_of_turn
Mays si no es preparat le descendement a la sania am aquo que havem dit, lahoras fay le malaute sezer entre las tuas mas e aprop pren spatum subtil e fen am aquel sobre le pannicol cernent un petit deves la continuacio de la conjunctiva am la tunica cornea en la corona (entro al loc vuet), entro que sia fora-getada la sania.	Moreover, if it is not prepared, the descent of the swelling with water, as we have said, then do so by making an incision over the tarsal bone at the junction of the conjunctiva and the cornea in the crown (within the area of the white of the eye), until the swelling is expelled.</start_of_turn
Donc cum es fora-getada, lahoras tu distilla en le huel aygua cauda en la qual has mesclat mel o aygua en la qual ja has bulit fenugrec e mel.	Therefore, when it has been expelled, then you instill in the wound lukewarm water in which you have mixed honey or water in which you have boiled barley and honey.</start_of_turn
E aprop sia curat am las autras causas entro que sia sanat.	And take care of the other causes until it is healed.</start_of_turn
Capitol .xxii.	Chapter XXII.</start_of_turn
De la curacio de la aygua descendent del huel.	Of the treatment of the water descending from the wound.</start_of_turn
Ja havem dit las specias de la aygua en la divisio e qual conveneys a perforar am sermo declarant, lahoras aquel segon la sanetat.	We have already said the species of water in the division and what is convenient to perforate with a needle, and when according to the state of health.</start_of_turn
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Moreover, you must make the wound subside over the buttocks and hold the wound firmly.</start_of_turn
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	And do so with your left hand over the inner eyelid if the water is in the left eye; or with your right hand if the water is in the right eye.</start_of_turn
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	And with your right hand take a sponge, if the water is on the left; or with your left hand if the water is on the right.</start_of_turn
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	And do so until the edge of the sponge reaches the base of the ray of the tear duct, and do not press too hard with the sponge on the wound.</start_of_turn
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	And now pierce the belly of the patient and sit down, since it has already been affected by the cold.
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	And measure the distance from the navel to the pupil, which is the diameter of the eye; for you will see the pupil with the vision of the eye through the clarity of the cornea.</end_of_turn>
