Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And cover excessively with sacrifice throughout the circumference of the gums and keep your hand firm so that you do not break that part and leave it divided, and return over the patient for the wickedness that is greater than the initial pain.</end_of_turn>
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And take care that you do not do what ignorant barbers often do in their fistination and boldness concerning the extirpation of their patients, for they do not administer what we have recommended. Indeed, many laxatives cause great discomfort among patients, and their causes remain hidden, or some of them, or that they extract that matter from the jaw even though many laxatives have testified of it.</end_of_turn>
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And for the extirpation of these matters, wash the mouth with warm wine or vinegar with salt.</end_of_turn>
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if blood flows from the wound to aid the process, as is often the case, take some of the bile and sprinkle it over the wound, and if you do not confirm that bile, cauterize.</end_of_turn
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The shape of the forceps and handles that are usually useful for grasping teeth at the beginning is long handled with a broad thumb and thick, so that they do not bend when working.</end_of_turn
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And they are thus useful once as when you first begin to use them, when they are not bent, but are short handled.</end_of_turn
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And they are useful of Indian steel, descending in size, and in their descending order are teeth that enter one another and expand for strong constriction, and some of them, the descending parts of these, have the shape of a heron's beak, so that it is wide and strong.</end_of_turn
Capitol .xxxi.	The treatise ends here.</end_of_turn>
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	Of the extirpation of teeth and the extraction of the bones of the fractured jaws.</end_of_turn>
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When the tooth is fractured and remains in its place for some cause, take care that you rest your hand over the area bordering for a day or two until the area is softened; and meanwhile apply an emollient or bandage to the surrounding area which is shaped like a heron's beak called ciconia or guinea fowl, using forceps of this shape.</end_of_turn
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The surrounding area is useful for biting like a lime or an apple.</end_of_turn
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you do not obey these instructions with these forceps or handles, take care that you scratch the cause and remove all the pulp, and insert the instrument that has the name of atali, which is a small lever whose shape is as follows:</end_of_turn
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And its handle is short and wide, and do not hold it too tightly so that it is not fractured.</end_of_turn
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if the root is soft, it is not necessary; otherwise, use another instrument of these shapes: the first instrument has a triangular handle of the kind in which there is any thickness.</end_of_turn
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The second instrument has a triangular handle and a wider base.</end_of_turn
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And already with this instrument you have two slopes of which this is the shape following:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And with other instruments that precede in the extraction of teeth; for in this way this instrument is useful which is similar to a large onion, and this is its shape:</end_of_turn
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	The triangular handle of the large or small kind, which is any thickness, and do not hold it too tightly so that it is not fractured.</end_of_turn
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And other precautions that must be taken with teeth and their instruments are similar to these other instruments.</end_of_turn
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	And the skilled and learned artists in this art find for themselves various means according to what they understand of the operation and the various diseases; for these are the diseases for which the ancients did not say or even suggest any proper instrument, due to the forms of various species.</end_of_turn
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	And if the jawbone or any other bones of the mouth are fractured, or if there is pus, take care that you press firmly over that area in the place of those instruments and forceps that we have mentioned in the extraction of the roots of the teeth, and help with the grasp of which this is the shape:</end_of_turn
