Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.</end_of_turn
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pain rises inside the bones or to the other joints, and when these veins are seen to be swollen, then cauterize that over every painful area with three cauteries or four throughout with this olive oil cautery.</end_of_turn
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	And if more than these cauteries are necessary, then cauterize that and do not burn too much your hand with the cautery before, be it only for the sake of the code.</end_of_turn
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pain arises inside the bone and the two limbs, then administer the cautery which we have said in the preceding chapter.</end_of_turn
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pain is only in the most only place, and is called with swelling, then puncture in the circumference of the bone as if it were a wheel, puncture in those two lines.</end>
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pain remains in the aforementioned places, then puncture in the circumference of the bones over every bone and over the joint of the hand.</end>
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pain is close to the cartilage or the muscles, then cauterize all over the parts of the healers.</end
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not evacuate the disease well-regulated and with the reception of medicines, for if it is well-regulated and inflamed, it is evacuated with this cautery without any other remedy, God helps.</end>
Capitol .xlv.	Capitol .xlv.
De cauterizacio de rompeduras.	Capitol .xlv.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When there is a rupture in the joints and saying the bones are loosened from the skin towards the genitals, and when this is imminent, then you must order the patient to lie down and use soft cushions so that the wound coming from the belly will stop bleeding.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And immediately follow the patient between your thighs and order them to keep their thighs inside until the wound is closed or the skin or the bones reappear.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And immediately return that which is in the bowels and secure the rupture on the fifth bone and signal the limb which appears like a circle from the buttocks to the groin.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And immediately grasp the cautery which is like this:
entro que sia mot rog e gete cintilhas.	until it is smooth and gets hair-like bristles.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	Then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.</start_of_turn>
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands.</start_of_turn
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And immediately stop the cautery when you put your hand over the sign which is on the hand, and when you have placed it until you see the fifth bone enter the middle of the heel; and repeat this until you have achieved it in the first attempt on the bone.</start_of_turn
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe diligently the color of the intestine during the cautery, that you do not burn that intestine so that there is no death or other great harm to the patient.</start_of_turn
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	And remember that when you are performing the cautery you must not touch the bones, do not endanger your operation.</start_of_turn
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And you must take care that the cautery of the children is subtle according to the great and the measure of them.</start_of_turn
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	And take care of the area of the cautery for three days with borders until the wound of the fire is healed.</start_of_turn
E aprop cura aquel am les autres enguentz entro que sia sanat.	And take care of those who are with you until they are healed.</start_of_turn
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And the patient should rest on the thighs for forty days until the wound and the swelling are sealed.</start_of_turn
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And you must abstain from food for them according to the length of time of their cure, and that the intestine does not come out due to the effort of healing.</start_of_turn
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And when you want to take them away after forty days, the hour administer them food properly made, and keep them for other forty days.</start_of_turn
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And be mindful of work and of the replenishment of food and drink, and of harsh speech, for when you use this regimen of treatment the whole woman will be healed.</start_of_turn
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	And I say the cure of the ruptures in the other parts of the belly, and so from the beginning, and you must not neglect, for when you cauterize the rupture of that which is cauterized round according to the quantity of it, and that which is extruded from the navel up to the third part of it; and take care of that which we have said, and do not adjust.</start_of_turn
