Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	and it is a paused line that goes for the width in the lattice below, above the rupture, and another line underneath; and place your hand with a claw-like cautery, but the first cautery is better and more gentle.
Capitol .xlvi.	Chapter 46.
De cauterizacio de torcio.	On the Cauterization of Hernias.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	When pain is felt in certain members due to falling or percussion and it persists for a long time and does not respond to medical treatment, then it is necessary to cautery with a pointed cautery.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	And it is the cautery of each member according to its size and smallness, and its virtue and development, and location of hernia and pain.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	Therefore, if one is not healed by the first cautery, it is so; and if not, then apply again to him the cautery; because it is customary with those pains that they are punctured in a member adjacent to the one to which you approach, so that you know that those parts are cautered until the patient is healed.
Capitol .xlvii.	Chapter 47.
De cauterizacio de lepra.	On the Cauterization of Leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	The leprous ulcers are cautered with a great judgment, and it is better if the species of leprosy that is made by putrefaction of flesh and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	And thus as you want to cautery that, consider if the leprosy is common and as it is cured with what we have said in the division and not delayed, neither is this, and fear about the patient that the corruption comprehends all of their body and all its complexity, then cautery that on the head with five cauteries: one in the middle of the head, and one below it, and one on the forehead to the end of the hair; and two above the ears; and one behind, on the nape or service.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	And finally place your hand with the cautery a little inside so that it impresses a small impression on the bone, and then the scabs are dislodged, so that the expiration of gross vapors is alleviated from him; and cautery on the worst part according to what is prescribed.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	And if the leprosy has already spread over the patient and appears manifestly, then it is necessary to cautery with those cauteries which we have mentioned on the head; and one cautery on the extremity of the nose, and two cauteries on each cheek, and two cauteries on each vertebrae of the neck, and six cauteries on the vertebrae of the back, and one large one near the hip, and one on the hip, and two on each thigh, and one on each ankle, and two on each heel, and one on each knee, and two on each muscle, and two on the tendons of the sole foot; and cautery on all the joints of the fingers and toes, and on each talon of the soles of the feet, and on the flexions of their hands.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	And beware of the nerves that lie above the ankle, lest you disturb them.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	Some veins are cauterized with a cautery on the bones of the pelvis and another on the mouth of the stomach, and another on the spleen.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	And know that the more you adjust cauteries, the more you will benefit and confer; and know that the patient does not have pain from the cautery, thus as they have said, for the body of the patient is already stunned.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	And it is necessary that the cauteries are large or small according to the members and joints, as is predetermined by the specific iron instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	And then heal the cautery with a warm cloth at first and another treatment within, so that it may be healthy.
Capitol .xlviii.	Chapter 48.
De cauterizacio de stupor.	On Cauterization of Stupor.
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When a member is stiff or numb and is treated with medicines, oils, and emplasters, and it is not healed, then you cautery that stiff member with cauteries according to the size of the member or its smallness.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	And let the cautery enter into the narrowness of the channel of the code a little.
E aprop cura aquel am enguent entro que sia sanat.	And then heal that one by applying an ointment within, so that it may be healthy.
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	And some veins are cauterized for a certain stupor that goes to the hands and feet, and to the vertebrae of the back, and it is the removal of the stupor that damages those nerves which govern that member.
