Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
Mays yeu no vi aquesta malautia sino en les enfantz; e a totz aquels les quals yeu vi se coytec la mort, e per ayssi es a mi vist layssada obra en aquels.	But I have not seen this illness except in children; and to all those whom I have seen, death has been imminent, and thus it has been shown to me that the work is laid out in them.
E yeu e vist que un enfant le cap del qual era d’aygua omplit, e·l cap de lu era totjorn ayssi magnificat entro que ceser no podia sobre si meteys per la grandesa del sieu cap, e mays que la humiditat fe aucmentada entro que foc mort.	And I have seen that a child whose head was filled with water had his head always thus magnified to the point where it could not be contained even by its own size; and more so that the moisture increased to the point of mortal fire.
E aquesta humiditat o es agreguada entre la codena e l’os, o es agreguada dejos le os sobre le ciphac.	And this moisture either accumulates between the bone and the skull, or accumulates below the bone on the forehead.
Quar la operacio en aquel si la humiditat es entre la codena e l’os e le apostema es pauc, lahoras cove que tu fendas en le mieg loc del cap am una fissura en la latitut, e sia la longitut de la fissura cays dos notz entro que corra la humiditat, e aquesta es la forma del spatum:	Therefore, the operation in that case where the moisture is between the bone and the skull and the aposteme is small, then it is good that you make an incision in the middle of the head with a fissure in the latitude, and let the length of the fissure be about two nights until the moisture flows out, and this is the form of the spatula:
E donc si la humiditat es mays augmentada e l’apostema es major, lahoras son aqui dos fissuras segon aquesta manieyra:	And therefore, if the moisture is more increased and the aposteme is greater, then it is good that you make two incisions according to this method:
E si la humiditat es dejos le os, senhal de lu es que tu vezes la comissuras del cap ubertas de tota partida e l’aygua es spremuda quan tu compremes aquela am la tieua ma a las partidas dedintz e no es aquo a tu amaguat.	And if the moisture is below the bone, the sign of it is that you should lift up the commissures of the head from all parts and the water is pressed out when you compress that with your hand to the partitions inside and it will not be hidden from you.
Cove que tu fendas en le mieg loc del cap am tres fissuras segon aquesta manieyra:	It is good that you make an incision in the middle of the head with three incisions according to this method:
e aprop la inscizio extratz ne tota la humiditat; e aprop strenh las fissuras am draps e plumassols; e aprop enbroca aquo de sobre am vi e oli entro al quint dia, e aprop deslia le liament e cura la plagua am tentas e enguentz, e strenh le cap am equalitat; e mange le malaute am vianda secca de pauca humiditat entro que·l membre sia confortat e sanat.	And immediately after the incision, extract all the moisture; and immediately strengthen the incisions with cloths and poultices; and immediately insert something on top with vinegar and oil within five days, and immediately remove the bandage and cure the wound with tents and poultices, and strengthen the head with equality; and feed the patient with dry food of little moisture until the member is comforted and healed.
E es autra manieyra de incisio, que consideras hon apar la magnitut del apostema e la colleccio de l’aygua, quar alcunas veguadas es mays en le occipicii, o en la partida denant, o en la destra, o en la sinistra; e donc aten am la incizio on appar le apostema e la replecio de l’aygua, e fen aquo segon que a tu es miels possible.	And there is another method of incision, which considers the magnitude of the aposteme and the collection of water, for sometimes it is more in the occiput, or in the front part, or on the right side, or on the left side; and therefore attend to the incision where the aposteme appears and the filling of water, and do so according to what seems best to you.
Et observa que no inscindas la arteria e endevengua flueys de sanc e mora le malaute per aquel flux de sanc am evacuacio de humiditat.	And observe that you do not cut the artery, and if blood flows out and the patient dies from that flow of blood with evacuation of moisture.
Capitol .ii.	Second Chapter.
De inscisio de las arterias las quals so aprop las aurelhas, apeladas hilasseysse.	On the Incision of the Arteries Which are Near the Ears, Called Hilassey.
Capitol segon.	Second Chapter.
Quan endeveno ad alcu catars o raumas als huelhs o al pietz, e es antiquat aquo, e no confereys en aquo la curacio de las medicinas, lahoras la deriera curacio en aquest es incizio de aquelas dos arterias.	When it happens that someone has catarrh or swellings on the eyes or feet, and this is old, and there is no hope in it for the cure of medicines, then the last resort in this case is the incision of those two arteries.
E donc cove quan tu vols inscidir aquelas que le malaute raza lo sieu cap, e aprop fregua le loc am drap aspre per so que aparan las arcerias, e aprop sia strengut le col del malaute am alcu drap; e aprop considera on polsa la vena; e les locs de quascuna sobre les locs les quals so aprop las aurelhas depremutz, e tant se occultan sino en alcus homes.	And therefore it is good when you want to incise those that the patient's head becomes inflamed, and immediately make a rough cloth compress on the spot so that the arteries appear, and immediately strengthen the neck of the patient with some cloth; and immediately consider where the vein pulsates; and the places of each one over the places which are near the ears, are pressed down, and only in some men.
E aprop senha sobre la arceria am tenta, e aprop inscideys quascuna am le spatum de quascuna partida agut am inscizio pervenient entro al os, e sia aquo per la latitut del cap.	And immediately signal on the artery with a tent, and immediately incise each one with the spatula of each part, sharp as it approaches the bone, and this is done by the latitude of the head.
E si vols, entromet le spatum dejos la arteria e trenqua aquala a las inciden a las partidas desus.	And if you wish, enter the spatula below the artery and cut it at the points of incision on the parts above.
E sia la longitut de la inscizio cays dos ditz ajustatz, quar quan alcuna vena es inscizida le sanc es eyssit am egressio pulsatil, le qual saut deforo per saut frequent.	And let the length of the incision be about two fingers' breadth, for when some vein is incised, the blood flows out with a pulsating gush, which springs forth by frequent jumps.
Mays si la arceria no apareys al cintiment, lahoras cove que tu mesures de la aurelha la quantitat del spazi de tres ditz, e aprop senha am tenta, e fen entro al os.	But if the artery does not appear at the incision, then it is good that you measure from the ear the quantity of space of three fingers' breadth, and immediately signal with a tent, and enter into the bone.
