Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucazim.
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And then separate between the eyelid and the eye with poultice of it, and place on the eye a woolen cloth infused with album of egg, and then use three days of causes consolidating until it is healthy.
Capitol .xvi.	Chapter 16.
De inscizio de ungla e de eminencia de carn dels lacrimals.	About the inflammation of a nail and the prominence of flesh around the eyelids.
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	You know that a nail is affected in two ways, either it is nervous, and resembles a subtle dryness; or it is non-nervous, resembling a white congested humidity, which when touched, or it is forced to take hold of it, is abscessed and the onychia is not fixed in it.
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And both species do not come out except from the larger tear gland, which goes in little by little to cover the sight and prohibits the light and movement of the wheel.
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	The way to operate in the inflammation of the nail is that the patient holds their head in the same position, and you operate on the wheels of it, and elevate the eyelid with your hand, and then collect the nail on the edge of a little duplicate extension and extend it to the upper parts.
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And then take a needle and insert it into a horsehair or a bowstring or a vaqua, or similar things, or a strong file, or duplicate the extremity of the little needle little by little and fix it in the middle of the nail, and penetrate it with the needle, and bind it to the nail; and extend it to the upper parts, and extract it from the skin at the side of the nail, which closes the pupil.
E ayssi tu sieguas aquela am le pel entro al derier de lu.	And thus you will follow it into the skin until you reach the back of it.
E aprop tu inscideys le romanent en la razitz del lacrimal am spatum subtil o am petitas forfexs, e leysa la carn del lacrimal natural per so que per inscizio de aquela no endevengua fluxs de lagremas continuabla.	And then you will inject the remedy into the root of the eyelid with a subtle spatulum or small forceps, and lift the flesh of the eyelid naturally so that by injecting it, you do not induce continuous flows of tears.
E alscunas vetz la ungla am le sol onci estenduda o am fiel, ayssi co havem dit, e aprop sia excurjat am spatum leon del qual aquesta es la forma de lu:	And sometimes the nail on the sole of the foot is extended or has a file, thus we have said, and then it must be excavated with a lion-shaped spatulum, from which this is the form of it.
E guarda te que am le spatum no toques la tunica cornea e que avengua en lu ruptura, e que la pupilla sia perforada.	And be careful that with the spatulum you do not touch the corneal tunic and that it does not induce a rupture, and that the pupil is not perforated.
Aprop la inscizio geta en le huel un pauc de sal trissa o di cief fayt de siniar, e leyssa aquel entro al autre dia; e aprop cura aquel am aquo que cove entro que sia sanat.	Then apply the inflammation to the wheel with a little of triturated salt or of sieved ceruse, and let it be until another day; and then cure it with what covers it so that it may be healthy.
E si la ungla no es nervoza e no podes metre la agulha, ni es ficada en aquela le onci, lahoras motas veguadas aquesta specia de ungla es curada am medicinas, e es sanada ayssi cum yeu e recomtat en la divisio.	And if the nail is not nervous and you cannot put in the needle, nor is it fixed in the onychia, then many times this species of nail is cured with medicines, and it is healed thus as I have written and recommended in the division.
E si tu vols inscindir aquela, lahoras tu obre le huel del malaute e pren spatum subtil leon de freul acuitat segon aquesta forma:	And if you want to operate on it, then you open the wheel of the patient and take a subtle lion-shaped spatulum with a very sharp point, according to this form.
am subtilitat.	with subtlety.
E si vezes que aquela es rarificada e es confugida e empren en aquela razit, lahoras distilla de la tua ora en le huel de cief fayt de siniar o am cief rog o am sal trissat, e opila le huel entro a l’autre dia.	And if sometimes it is rarefied and congealed and takes hold in the root, then distill from your work in the wheel of sieved ceruse or of rough ceruse or of triturated salt, and apply the wheel until another day.
E aprop itera sobre aquela la operacio entro que sia remaugut tot aquo que es de lu, sino que·l contrari apostema caut sia en le huel, quar lahoras tu leyssa aquela, e cura al comensament la apostema entro que sia sanat.	And then repeat the operation until everything that is of it is removed, but not so that a contrary abscess remains in the wheel, because then you leave it, and cure from the beginning the abscess until it is healthy.
E aprop itera la tua operacio sobre aquela am razo entro que sia sanat.	And then repeat your operation on it with reason until it is healthy.
La emenencia de la carn lacrimal, si notz en le huel per gran nocument, sia suspendut am onci; e inscideys aquela de aquela una partida, e no ultimes la inscizio per so que no inscidesqua fluxs de lagremas.	The prominence of the eyelid flesh, if you notice it in the wheel for great benefit, suspend it on the onychia; and inject it from that one part, and do not finish the injection so that you do not induce flows of tears.
E aprop distilla en le lacrimal cief rog e fayt de siniar entro que sia sanat.	And then distill in the eyelid rough ceruse and sieved ceruse until it is healthy.
Capitol .xvii.	Chapter 17.
De inscizio de alguazardenic e de aquo que es nascut de carn ajustada en le huel.	About the inflammation of a certain abscess and of what is born from adjusted flesh in the wheel.
Alcunas veguadas en les huels de alcus es nascuda carn roga, e es sobre-pausada entro que cobre la pupilla, o apropinqua o estrenh sobre las palpebras e fort leu comprem las palpebras a las partidas deforo e es assemblada a roza de balaustra.	Some growths in the wheels of some eyes are born from rough flesh, and it is superimposed until it covers the pupil, or approaches or stretches over the eyelids and forces them to compress the eyelids at the front and it is assembled like a rose of balcony.
