Ayssi comensan las paraulas de Albucasim .	Thus we begin to read the paragraphs of Albucasim.
De la cura de ehacratir la qual ve en la palpebra desus.	On the treatment of extracting what is seen in the eyelid underneath.
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When the vein in the eyelid is constricted, and it is countered by the eyelid being contracted in itself, either on the right or left side, due to bad consolidation of the wound or of the burn or of the cautery, and it is called leporina, and this constriction is natural or accidental, and it is done for consolidation of the wound or of the burns or of the cautery, or for resembling their bad mixture.
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	Maybe the method of operation is that you make that consolidation and separate the lips from it, and pause in it what is between them a piece of cloth, and bind them together so they are healthy.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	And do not think that you use the cure of it from the causes which are outside, constraining; because if you do so returns to the worst condition, much worse than nothing has been done.
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	Use in that cause which softens thus with fenugrec, and immerse the water in which are cooked altea and essence of it, or enguient dyaquilon, which is liquefied at the alcove of the joints, and submerge it in that, and cure it.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	And the treasure of your cure is that you perforate everything so that nothing is consolidated according to the form that you did at the beginning.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	And this operation which we have said, is not but some rectification of the bad mixture that does not return the form of the place according to what was before.
Capitol .xiiii.	Chapter 13.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	About the cure of bad mixture which is done in the eyelid below.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This bad mixture which is done in the eyelid below, which is named vertadieramente bad mixture; and it is of two kinds, one natural, another accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	The accidental bad mixture is done by wound or by burn or by cautery or by other similar things.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way of operating on it is that you take a needle in which you make a double thread, and you place it in the flesh, and you make it pass from the left lacrimal to the right lacrimal, until the thread penetrates into the two extremities of the flesh.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	And then stretch the flesh to the parts above with the needle and sew it with the needle, and insert it into the spatulum abundantly.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And then if it returns the shape of the eyelid as it was, well; and if not, take the thread and pause it in the broken figure, and with that convert the eyelid, and make the two fissures on the side of the lower eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And they are the extremities of the two fissures at two angles of the incision, which has been made so that they converge, and it is from their made angle that when they gather together, it forms the figure of them.
E aquesta figura es letra greca: la landa.	And this figure is a Greek letter: lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And then lift the flesh there for the quantity that is the thickness of the lower part of it, so that you sew the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And then adjust the separated parts and sew them with the thread of flax; and then cure them with what we have said about the softening medicines and poultices, until it is healthy.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if the bad mixture ends up in a fissure or suture or cautery, then it is necessary that you make a flat fissure over the skin of the eyelid as it has been preceded.
E aprop separa am la calgua entre doas labias segon que havem dit.	And then separate the poultice between two lips according to what we have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the summary of the sermon on the cure of bad mixture whether it is above or below, that runs in the operation, according to what is prepared in the form of bad mixture, and that is in the form of various diverse motes.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the skilled craftsmen always prepare everything in whatever way is possible to return it to its natural form, or near to that, and that bad mixture according to what is convenient for the operation and of the instruments in the major dispositions.
Capitol .xv.	Chapter 15.
