Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin thus.
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	Therefore, if the place is consolidated and good flesh has grown in it, and the body of the pus has been excised and remains for 40 days, and is not renewed or apostemated, nor does any accident occur there, then you will know that it is healed.
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	And if not, then there is no opening in it but rather to reduce the fissure to the form of the nose, and according to this manner: and it is that you uncover the second bone with iron or acute medicine, and when it is uncovered, then you take thread according to this form:
Sia la extramitat de lu ferr triangulada, e·l fust de lu sia prim extenuat entro a la extremitat ayssi cum vezes assi.	The extremity of the iron is triangular, and its shaft is first reduced to the extremity thus, as it were.
E aprop pausa aquel sobre le os, e sia aquel prop del lacrimal; e alongua la tua ma un pauc del huel, e aprop revol la tua ma am le tribo entro que penetre tot le os, e aquel sente le malaute per asso que atroba vent yssir per so quan te la sua ma.	And properly pause that over the bone, and be that proper to the lacrimal; and stretch out your hand a little from the eye, and properly revolve your hand with the thread until it penetrates all the bone, and that feels the patient by finding the way to come out as you pull your hand.
Donc lahoras restaura le loc am medicinas stipticas exsiccantz ayssi cum t’e eyssenhat.	Therefore, then restore the place with astringent and drying medicines, just as it will be healed.
Donc cum nays la carn e·l loc es endurazit, lahoras la materia la qual effundia a las partidas deforo retorna al nas, donc aquo es pus leugier sobre le malaute.	Therefore, when the flesh and the place are restored, then the material that flowed to the outer parts returns to the nose, therefore it is lighter on the patient.
Capitol .xx.	Chapter XX.
De reduccio de la eminencia del huel.	On the Reduction of the Eminence of the Eye.
Quan le huel emineys am la sua totalitat e no accideys en le vezement nocument ni diminuacio, lahoras cove que laxas le malaute, e aprop que·l segues, e aprop que pausas ventozas en le cervitz ses scarificacio e succa per bona succaccio; e aprop pausa sobre le huel liniment le qual sia fayt de acatra e aloe e enses e sarcocolla, e aprop strenh le emplaustre sobre le huel am motz polvils.	When the eye is swollen to its total extent and does not cause any harm or diminution in the surrounding tissue, then you should loosen the patient, and properly follow, and properly pause breathing exercises in the neck without scarification and suckle for good succussion; and properly pause on the eye a liniment made of aloes, and sarcocolla, and strengthen the plaster over the eye with many powders.
E la manieyra dels polvils es que prenguas draps de li leons motz, e quascun drap sia duplicat en quatre plecs; e fay de aquels motz.	And the manner of the powders is that you take cloths of lion's wool many times, and each cloth be doubled into four folds; and make from those.
E aprop pausa aquels la un sobre le autre segon la quantitat de la qual ha le huel necessitat.	And properly place those one on top of the other according to the quantity that the eye needs.
E aprop strenh sobre aquels am drap dur am fort strictura; e itera las ventosas am succio ses scarificacio; e aprop osta las ventosas e leyssa le huel streyt le dia e la nueyt.	And properly strengthen on those with a cloth of strong and tight structure; and iterate the suction with succussion without scarification; and properly stop the suction and leave the eye straight for the day and night.
Mays si entretant le liguament es mollificat, lahoras cove que sia mot streyt.	But if meanwhile the ligament is relaxed, then it is necessary that it be very tight.
E aprop osta le liament aprop le dia e la nueyt ayssi cum havem dit.	And properly stop the ligament for the day and night, just as we have said.
E si vezes le huel ja esser redusit, bo es, e sino, lahoras itera le emplastre am les polvils e la strictura e las ventosas entro que sia sanat.	And if the eye is already reduced, good; and otherwise, then iterate the plaster with powders, constriction, and suction until it is healed.
Capitol .xxi.	Chapter XXI.
De la inscizio de la eminencia de la tunica uvea.	On the Incision of the Eminence of the Tunica Uvea.
Quan endeve disrupcio en la tunica uvea, e aprop es eminent e procezeys fora las palpebras ayssi cum un gra de rasim, e es orrazada la forma de home per aquo, e vols aquo inscidir, lahoras la operacio en lu es ayssi cum havem recomtat, que tu entrometas la agula en la razitz de la uvea de la partida dejos en la partida desus, e aprop met la agula autra en la qual sia fil doble de la part del lacrimal, e fay aquela penetrar e leyssa la primieyra agula segon la sua disposicio; e aprop inscideys le loc del fiel doble e leva am aquel la partida de la uvea en le circuit de la agula, e strenh aquela mot.	When there is disruption in the tunica uvea, and it is prominent and proceeds beyond the eyelids just like a grain of millet, and its shape resembles that of a man, and you want to incise it, then the operation on it is as we have recounted, which you will introduce the needle into the root of the uvea from the part left above, and properly place another needle in the double thread part of the lacrimal, and make that penetrate and leave the first needle according to its disposition; and properly incise the location of the double thread and lift it with that part of the uvea in the circuit of the needle, and strengthen that motion.
E aprop extratz la agula e pausa sobre le huel lana infusa en album de huou e leyssa entro que cayha le fil am la uva.	And properly extract the needle and pause on the eye with lanolin infused in oil of olive, and leave it until the thread is tied to the uvula.
E aprop cura le huel am aquo que conforte aquel entro que la plagua sia sanada.	And properly cure the eye with that which comforts it, until the wound is healed.
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And sometimes gather from all parts with a circle of cloth around the eye, and properly be pierced by a subtle spatula that comes to the front of the eye, and flow the humors albugineous, and descend the eye and enter soon.
