Ayssi comensan las paraulas de Albucasim .	The opening words of the treatise begin: "Thus begins the words of Albucaisem."
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	But if the patient is frightened by the dissection of it, then you must use cunning in the cauterization of it without fear, and the manner of the cauterizer in it is not but with sharp water, and it is that you pause the head of the patient in its own place, and immediately press the tongue of it with the instrument which we have said, and immediately take from the water which we have said in the chapter on cauterization, and confirm with it a living cause, and pause it not dense nor subtle, and fill the concavity of the instrument which has this form:
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	So that the extremity of it is in the concavity where the medicine is paused just as the concavity of a spoon is, and pause the instrument with the medicine over the vulva, and the patient will stretch out his hand over his own lap for so that the saliva or mastication of the mouth of that one will come forth by the intrinsic medicine, in order that it may not descend from any cause upon the groin of it and corrupt that.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	And then take your hand and the medicine, and press that upon the uvula for the space of a quarter hour until you see it to be darkened and sedated by the biting of the medicine.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, take a cloth and wrap that around the extremity of the ray, and submerge the cloth in the medicine, and insert the ray with the cloth into a tube on top so that the cloth adheres to that tube, and do this many times until you achieve what you want from the cauterization of the uvula, and then release it when it becomes dry and falls away three or four days later.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you need to repeat the medicine, repeat it, and then apply the cauterization abstergent in the circuit of the uvula with a cloth wrapped around it, and clarify with that what is in the circuit of it from the medicine, and be washed with lukewarm water, and be cured externally with embrocation, and internally with gargling until it is healed.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And this kind of cure is more saved than dissection and more free from fear.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	And sometimes the uvula is cured with something more subtle than cauterization and dissection, for it is cured by subfumigation in this manner: take calament, saffron, origanum, ruda, Arabic gum, camomile, and similar herbs to those, and combine all those causes or some of them into a pot, and let them be submerged in lukewarm water, and boil; and the pot is well stirred with decent stirring, and there is a hole in the middle of the pot, on which is placed an instrument made of iron or silver according to this manner.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And the extremity is inserted into the mouth of the patient until the vapor reaches the uvula on the tongue, until the uvula becomes very darkened.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	And then repeat this many times until it is dry, and be careful not to do this cure at the beginning of the appearance of swellings, for too much would settle in the swelling, and you must not do that, but rather declare the swelling of it beforehand.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	But if you don't have this instrument, then take a reed and shape it at the extremity of it into a stopper of wood, so that the mouth of the patient is blocked, for the stopper of wood prevents the vapor from burning the mouth.
E aquesta curacio es bona am salut.	And this cure is good for health.
Capitol .xxxviii.	Chapter XXXVIII.
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	On the Extraction of Thorns and that which adheres in the groin and other causes.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	Many times it adheres in the groin or thorn of a pea or some other cause.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	Then it is necessary that you extract what appears from those things which are visible to the eye, for as you press the tongue with an instrument in front of the sun, so that it may be declared to you what is in the groin.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	And what does not appear and is hidden in the groin, it is necessary that you make the patient vomit before food is digested in the stomach, because very soon the cause annexed to the groin will be forgotten by vomiting; or give the patient a piece of nap or root of lettuce or a small loaf of bread; or take a piece of marine sponge, and bind it tightly with twine, and then make the patient swallow it, so that when it reaches the place where the thorns are and is extracted, then they will be forgotten.
