Ayssi comensan las paraulas de Albucasim .	Thus begin the paragraphs of Albucazim.
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When pain goes to the ankle joint, and it is caused by cold and moisture, the patient is cured with what we have said before, and not confused, and that is antiquated, then you should release the patient from gross humors with fetid pills or artificial pills or similar; and then cauterize him.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	And the manner of the cautery in that is according to two manners: either a cautery with burning medicines, or a cautery with fire.
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	It will be according to two scientific manners, one of which is that it cauterizes him on the ankle joint with three triangular cauteries according to this form; and do so at a good depth.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And that is the space which is between each cautery, the quantity of the thickness of the said and if the olive-shaped or large cauteries.
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	Moreover, some veins are cauterized on the same place on the head of the ankle because there are four cauteries.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	And if you want, cauterize with the circle in which the form is precised in the cauterization of the dislocation of the ankle, there where the circle contains and burns the inspection of the entire spine.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	And this is the manner of cautery in certain cases when pain is adhering to the ankle and does not extend within to the thigh.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	Moreover, if it is extended within to the thigh, then cauterize him with two cauteries on the thigh at the place where the patient's pain is; and with one cautery on the knee joint for four digits above the affected part.
E si le cauteri cutellar, e sia la profunditat del cauteri segon la quantitat de la ispicitut de la codena.	And if the cautery is cutting, and this is the depth of the cautery according to the quantity of the inspection of the spine.
E si le malaute envireys que la dolor es estenduda entro al loc prop les ditz des pes, lahoras cauteriza aquel aqui on envireys am cauteri per tres puntz o quatre o mays si indigeys de aquel.	And if the patient feels that the pain is extended to the place near the toes, then cauterize him here where he feels it with a cautery for three points or four or more if it is suitable for him.
E si le malaute envireys dolor esser dejos le donolh ves la coyssa, lahoras cauteriza aquel aqui am un cauteri cutellar.	And if the patient feels pain below the knee towards the thigh, then cauterize him here with a cutting cautery.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	And beware in all cauterization that you do not exceed with the cautery so much that it burns nerves or large arteries, and that for this reason you are above the patient's bad nourishment or contradiction.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And I have already seen one or another of those who cauterized on the knee joint and ultimately in the cauterization, and the burning fire inflamed within so that the tumor reached the foot, and the fire perforated and corrupted the entire foot.
E aprop accidic fort solucio de ventre, e aprop aquo la mort.	And then a strong abscess occurred in the belly, and then this leads to death.
E si la dolor es en dos partidas ensemps cauteriza quascuna segon aquesta manieyra.	And if the pain is in two parts together, cauterize each one according to this manner.
E diysero les savis alcus en la cauterizacio de anqua cauteri del qual aquesta es la manieyra: fay semblant a cercle de ferr del qual le cercuit sia la maytat de un palm; e sia deves le sieu orrifici segon la grossesa de un os de datil o mens un pauc.	And I will describe the wise men in the cauterization of ankle joints, where this is the manner: make a circle of iron like a ring, the circumference of which is the width of a palm; and it should be of the same size as the thickness of a finger bone or slightly less.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	And inside that circle is another circle; and the space between them is the quantity of the nail of the thumb; and those circles are separated into two parts; and the length of those channels is one notch or two notches, and make a decent iron margin in those circles; and this is their form.
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	Then it should be ignited in the fire until it is red-hot and throws sparks, and then it should be placed on the ankle joint, the patient collecting himself on the side of the bed.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	And then cauterize him with three red-hot cauteries in one vein.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	And then leave it for three days; then apply a poultice to the wound and leave it for many days; and then take care of him until he is healed.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	Says Albucassis: Oh, my sons, of this species of cauteries few have used for the terror of the regard of it, and for that reason few have found those who regard it above.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	More of those who suffer from cauteries on their body, and it is necessary to search for that place on their body.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	Many cauteries are medical treatments that adhere to you making two circles having perforated armor in which they place the hinge of the iron door; it is the length of the partition in the nakedness of their shoes, or those who have two nails or heels.
