Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
E alcuna manieyra de opperacio es en aquel que le malaute pausa le sieu cap en le tieu se, e aprop pausa drap de li e de lu fay calgua, e fay de lu cercle segon la quantitat la qual contena arthernach de tota partida, e aprop pausa aquel sobre aquela e prem am les tieus ditz de tota per que sia agreguat arcernac en le mieg del cercle, e aprop fen en le mieg de aquela humiditat am spatum inscident am fissura per la latitut, e la fissura no sia major que la fissura que es fayta en flaubotomia.	And some manner of operation is in that which the patient pauses his head over the said spot, and then pause cloth of linen on both sides and make a poultice, and make a circle according to the quantity contained by arthernach from every part; and then pause that over that and press with those said remedies so that an abscess may be aggregated in the middle of the circle, and then pour into the middle of that humid atmosphere with a spatula incised with a fissure by latitude, and the fissure not be greater than the one made in flaubotomy.
Mays en le preon cove que tu fendas la codena tota entro que pervenguas ad arcernach, quar en las mays desposicios proceseys arcernach per fissura segon la forma de grayseza blanca.	But in the beginning it is necessary to cut through all the cord until you reach the abscess, because in the most difficult processes abscesses are formed by fissure according to the form of white greyze.
Donc extratz aquela am draps los quals tu as envolopatz entre les tieus ditz a las partidas deforo e revolv entre la ma dextra e sinistre entro que sia dispargut.	Therefore extract that with cloths which you have wrapped between the said remedies to the outer parts and roll back and forth between your right and left hands until it is dispersed.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	And beware that you do not adjust in the fissure because with the spatula you may not reach the eye and thus damage it.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	But if there is no abscess in the beginning of the fissure, but you adjust in the fissure a little with facility until the abscess processes; and then extract that as we have said; and then submerge cloths of linen in water and vinegar, and apply them to the spot and stretch those with powders.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	And so some people that find salt apply it to the spot in the cavity of the fissure, so that this which remains of that humidity may be absorbed.
E aprop cura aquel entro que sia sanat.	And then cure that until it is healed.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	But if an apostema forms in the spot, then cure that with cauterizing poultices until it is healed.
Capitol .xi.	Eleventh Chapter.
De manieyras de tactimi del huel.	On Manners of Touching the Eye.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	When in the eyelids of men there are noted changes by adjusting below the natural lashes and so becoming antiquated, then those things do not pertain to the eye and make happen manners of illness thus as constant tears and softening of eyelids and skin until that becomes a cause of destruction of the eye which is called tactinir of the eye; and there are four cures: or by cauterization with fire; or with acute medicine according to what was said before in the chapter on cauterization; or made by atactini through incision and suturing; or by cannas as you will say.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	And therefore it is necessary to pause the head of the patient in the said spot; then convert the eyelid of the eye with your left hand, and if it is converted, good is; and otherwise, insert a needle into that part which is faithful from the outermost edge of the eyelid below the palpebra, and make the needle penetrate above, and thus be - near the margin of the palpebra in the place where there are no lashes - near the lashes, and pull the thread upwards to the parts above the palpebra, and convert it with a ray.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	And then pour into the outermost part of the eyelid below the lashes with a spatula incised with a lacrimal major thread to the lacrimal minor; and then extract the needle and pause below the eyelid, powdered with small amounts of cotton or cloth, and then send above the eyelid with a tent, and be thus like a figure of myrtle leaf.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	But however it is necessary that the figure be according to the quantity of heaviness of the eyelid, because this is diverse among men, because some of them require that a great amount of the eyelid be incised according to the quantity by which the eyelid is softened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And then pour with the spatula onto the two lines which you have drawn, and begin from the lacrimal major to the lacrimal minor.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your fissure is like that near the natural lashes as is the greatest thickness of a king.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And then place the onyx in one of the two angles of the cord, and then excoriate that entire thing, and then adjust with a stitch the two lips together with a subtle woolen thread or needle, and cleanse the blood, and cause to adhere what superfluous threads remain above the two eyelids with some causes being considered, if you wish to do so; otherwise, do not cure.
