Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	And Gualia recounts of a man from the ancients the operation and the cure in which he was cured of pain from water and of sciatic vein, and magnifies much to be free from that, and says that there is no need for another cure, and because he is healthy for a long time thus as recommended, because he strongly believes in bathing and exercise, and so he is freed from that.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And it is that he takes certain green cetraragi, and if it is not fresh green, take recent fig; and much be triturated in a few gray ones and be stopped on the water where the pain is, or in the thigh, or in the leg, and be released.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And it should be left for three hours' quantity or for the amount that the patient feels comfort from the adjustment.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	And then put him in bath and then when his body is warmed up, put him in the sun, because the pain ceases and he is healthy.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	And I know that it does not cover that some use of cauteries in these medicines except to evacuate the body.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	Moreover, Escorides says that when the vein is constricted by the goat's foot, it is cauterized; and then I will do so to him: take wool and dip it in old oil, and put it between the toes of the foot and between the fossils.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	And then take dry goat's foot and inflame that in fire until it becomes charcoal; and then stop it over the wool and leave it until it is extended.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	And then heat that, and do not cease doing that until the sensation of moderate heat penetrates into the water and relieves the pain.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	And this method of cautery is called cautery of goat's foot.
Capitol .xlii.	Chapter 42.
De cauterizacio de dolor de dos.	On the Cauterization of Pain in the Toes.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	Some pains in the toes are caused by various causes, such as by bruising or percussion or by excessive evacuation, and by similar causes, by infusion of cold and humid matter.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	And cautery is not done except in this sole species which is made by effusion of cold matter.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	Therefore, it is necessary to evacuate the patient with small, fitted pills and similar to them, which are made on the toes where the pain is three lines according to the latitude of it, because you have tenths in each line or cauteries, more or less, according to the quantity that one sees of the tolerance of the patient and of its virtue.
E sia fayta cauterizacio am cauteri de punt.	And thus is made the cauterization with pointed cautery.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	And if you want, cauterize with three cauteries or four with medial claveal cautery according to this form:
Capitol .xliii.	Chapter 43.
De cauterizacio al comensament de gilbositat.	On cauterization at the commencement of gout treatment.
Motas veguadas endeve aquesta malautia als petitz enfantz; e senhal del comensament de lu en les enfantz es que accideys sobre lor estrectura en le ale eves la elevacio e·l movement.	Mild remedies are given to these small children; and the sign of the commencement of it in children is that they stumble upon their erect structure and elevate with difficulty and limitation of movement.
E atrobas en le derier espondil del dos e dels notz de lu que ja comensa a sobremontar sobre les autres spondils.	And vertebrae in the back of the spine begin to protrude beyond the others, which have already started to overlie on top of the other vertebrae.
E donc quan tu vezes aquo e voles prohibir, lahoras cauterisa aquel am cauteri que sia cercle segon aquesta forma:	And therefore when you see this and want to prohibit it, then cauterize that which is around the circle in accordance with this form:
que prengua le cauteri sobre tota partida del spondilh engualment.	that takes the cautery over the entire affected part of the spine in a circular motion.
E si vols, cauteriza en le circuit del spondilh am le cauteri de punt dos linhas o tres.	And if you wish, cauterize on the circuit of the spine with the pointed cautery at two lines or three.
E sian les puntz propdas entre lor.	And then make points properly between them.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	And then heal the area within, so that it will be healthy as we have said.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	Be careful that the cautery is not administered in gout that is caused by spasm of nerves.
Capitol .xliv.	Chapter 44.
De cauterizacio de podagra e de dolor de juncturas.	On cauterization of gout and joint pain.
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	And therefore how to cure gout caused by cold humors in many ways of treatment, and not just relieving the pain, then they remain cured with cauteries.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	And it is that you should cauterize on the evacuation in the circuit of the joint of the foot with many cauteries.
E sia cauteri olivar del qual aquesta es la forma de lu:	And this cautery is olive-shaped, of which this is its form:
