Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And remove the needle, and pause at the nose near the extraction of the blood with a cotton ball, and do it for three days or more until the pus has corrupted everything that remains of the fleshes.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	And at the end of the illness, pause at the nose with a lead cannula for several days until it is healed.
Mays si endigeys de curacio que exsique, usa de aquela.	If the healing process lasts longer than expected, use that one.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	This is the form of the instrument for the capillary purger maker, with which essential oils and medicines are distilled in the nose:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	Make it of silver or earth, similar to a small uncovered lantern, such as a small bowl and lid, with a small hollow compartment underneath for the medicine.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	And if you want, make a closed cannula like a cane, and the cannula of the capillary purger maker should be flat, open; at its end, there should be a handle with which you will have it when you are sucking oil or whatever liquid or essential substances you want.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	This capipurgi is precious: a recipe for strengthening the joints, made from beaver's castoreum, white balsam, ginger, styrax resin, long pepper, asafetida, epithymium of spike nut. Mix together the juice of celery and cabbage, make pills from this mixture, crush one pill with water and give it to the patient to swallow while lying down.
Capitol .xxv.	Chapter 25.
De theyls natz en las extramitatz del nas.	From the nostrils at the extremities of the nose.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	When a boil appears at the extremities of the nose, it is enlarged and noticeable on certain days within which the regulation of menses occurs.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	Therefore, when it begins to appear, you should incise it at the start and drain it entirely.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	Then place something over the area or apply burning cautery or medicine that burns in its place.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	However, if its incision is delayed until it becomes noticeable, then consider whether it is hard, dark-colored, and with little sensation; in this case, do not touch it with iron because it is a cancerous ulcer, for a boil that incises this ulcer can cause great harm to the patient.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	If the ulcer is soft and not dark-colored, and incision is possible in its entirety, then evacuate the patient and incise it without fear, cure the area with whatever evacuates and constricts until it heals.
Capitol .xxvi.	Chapter 26.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	Suture of the nose, lips, and ear when continuity is dissolved by ulceration or similar conditions.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	Know that when continuity is dissolved in one of these joints, there is little benefit in performing the operation except for certain men.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	Therefore, when you intend to treat any cause of this, consider whether it is a fresh ulcer with its own blood supply, and then you adjust the lips of the ulcer with suture and heal it until it heals.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the lips of dissolved continuity are already separated and each part is healthy, it is necessary that you cauterize each divided edge of its margin until bleeding stops.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	Then adjust the two lips with suture and tie them, sprinkle dragon's blood powder on it and let it rest for two or three days, apply an emplastrum of diaphoretic herbs, or one of the consolidating plasters, and leave it there for two to three days, remove it and change the emplaustrum until the pus is expelled, and heal with linctus until it heals.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	However, the method of suture is that you add the dissolution of continuity or with needles as in abdominal suturing, or add the dissolution of continuity with pus as you have been taught.
Capitol .xxvii.	Chapter 27.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	Extraction of the causes that appear in the two lips in their divided parts.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	When boils appear in the divided parts of a man's lips, they are hard ulcers resembling pustules, and some are smaller and some are larger.
