Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	If it is whitish with humidity, you put onions in it and cauterize it with a sharp blade from all sides; if blood flows during your operation, stop the flow using this vinegar-soaked cloth.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then return to your work until you have removed it with satisfaction, and clean it with warm water and salt; heal it with other remedies until it heals.
Capitol .xxxvi.	Chapter XXXVI.
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	On the extraction of boils on the ears and those that are on the gall bladder and other boils.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When inflammation occurs in the gall bladder, it is glands that resemble a boil and appear outside and are called the two ears; if you treat them with what has been said in the division and they do not heal, then consider whether the boil is hard, dark in color, and with little sensation. If so, do not touch it with iron.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if it is red in color and the root is thick, do not touch it with iron due to the flow of blood; leave it alone until it matures, and then either you break it open or let it burst on its own.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	And if it is white in color, round and the root of it is thin, it should be incised.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	The procedure for this is to determine whether the boil has rested with complete rest or has diminished in any way; then place the patient facing the sun, his head in your hands, and open his mouth wide. The servant holds the tongue of the patient from below with a noble instrument whose form is as follows:
E sia fayt de argent o de aram, e sia subtil cum cotel.	It should be made of silver or iron and thin like a knife.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	Therefore, when you press the tongue with it and show the boil to you, you catch it with your fingers and put an onion in its hole and pull it out from all sides as much as you can.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	Another thing that pulls some layer of skin is to incise it with the following instrument:
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And it is similar to forceps, but the arms of it are curved so that the orifice of one arm is in the center of the other, and they are sharp with iron ends.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	If this instrument is not available to you, incise it with the following spatula whose form is as follows: Sharp on one side, blunt on the other side.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And after you have incised the first boil, incise the other one according to this method of incision and apply warm water to clean it.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	If blood flow occurs, apply decocction of scorzonera or mirra root and similar to the treatment of scorpion sting until the bleeding stops, and heal it until it heals.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	Sometimes there are other boils on the gall bladder besides those two ears, and incise them according to what I have said about the incision of two boils.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	I have treated a woman with a boil that was born in her gall bladder, which was dark in color, had little sensation, and had closed the gall bladder of her own accord, and the woman was breathing with difficulty and had stopped eating and drinking water, and she would have perished within a day or two if she had not been treated.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	The boil had grown so much that it erupted through two openings.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	Therefore, I cut it surgically and inserted an onion into one of the openings, pulled it out, and inserted another large piece, and then incised the other opening that could be felt from the first opening, and I held the mouth of it closed, compressed the tongue, and inserted an onion in the boil.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And then I made a large incision in it, but there was only a little blood flow.
