Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	Then pull your hand toward it until the skin is everted with the incision in the eyelid and the natural skin. (Here, "aprop" means "then," "tira" is the third person singular verb form for "to pull," "la tua ma am" means "your hand towards it," "entro" means "into," "que·l pel sia fora-gitat" means "until the skin is everted," "am alixolati en la palpebra" means "with the incision in the eyelid," and "le pel natural" means "the natural skin.")
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	But if the incision is not everted and the skin is drawn in, you should pull it toward the sides near the field that you have made and the needle, until the incision of the upper edge is everted. (Here, "Mais" means "but," "si" is used as a conjunction meaning "if," "es atirat alixalati e non es gitat le pel" means "the incision is not everted and the skin is drawn in," "atiraras" is the third person singular verb form for "you will pull," "alixati a las partidas dejos am le fiel le qual tu has compost am aquela" means "toward the sides near the field that you have made and the needle," "entro qu’en sia gitat alixalati del trau sobira" means "until the incision of the upper edge is everted.")
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	And you will see it with the eye, as then you will evert the incision and the field, and grind each stone and claw of the heel, and leave the claws for two or three days until the skin adheres to its place and grows over that area well. (Here, "E" means "and," "vegas aquela am la visio del huel" means "you will see it with the eye," "lahoras tu gitaras alixati e lo fiel" means "then you will evert the incision and the field," "grotan quascu e clautz le huel" means "grind each stone and claw of the heel," "laysse le claus per dos dias o tres" means "leave the claws for two or three days," "entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn" means "until the skin adheres to its place and grows over that area well.")
E si es mays breu le pel, lahoras tu ajusta un pel lonc dels pels naturals, e es elevat am aquel, o que·l leysses entro que sia alonguat aprop alcu spazi, e lehoras tu eleva aquel.	If the skin is too short, you should take a longer natural skin and raise it with that one, or else wait until it grows to an appropriate size, and then you should raise that one. (Here, "E" means "and," "si" means "if," "es mays breu le pel" means "if the skin is too short," "lahoras tu ajusta un pel lonc dels pels naturals" means "you should take a longer natural skin and raise it with that one," "e" means "or else," "o que·l leysses entro que sia alonguat aprop alcu spazi" means "else wait until it grows to an appropriate size," "lehoras tu eleva aquel" means "then you should raise that one.")
Capitol .xiii.	This looks like the Roman numeral for XIII (thirteen), possibly referring to a specific section or chapter of the text. Without more context, it's difficult to determine its exact meaning in this passage.
De la cura de ehacratir la qual ve en la palpebra desus.	On the treatment of eyelid herniation that occurs above. (Here, "De" means "on," "la cura" means "the treatment," "de ehacratir" refers to "of eyelid herniation," "la qual ve en la palpebra desus" means "that occurs above.")
Quan ve en le huel ehacratir, e es contraccio de la palpebra quan es contrayta en sus, o a dextra o a sinistra partida, per mala consolidacio de plagua o de seccio o de cauteri, e es apelada leporina, e aquesta ahercrati o es natural o accidental, e es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz.	When eyelid herniation occurs, and it is the contraction of the eyelid when it is drawn toward above, either on the right or left side, due to poor consolidation of a plague or a section or cauterization, and it is called leprosy, and this herniation can be natural or accidental, and it is caused by consolidation of a plague or a section or cauterization, or similar to their misdiagnosis. (Here, "Quan" means "when," "ve" means "occurs," "e" means "and," "es contraccio de la palpebra quan es contrayta en sus" means "the contraction of the eyelid when it is drawn toward above," "o a dextra o a sinistra partida" means "either on the right or left side," "per mala consolidacio de plagua o de seccio o de cauteri" means "due to poor consolidation of a plague or a section or cauterization," "e" means "and," "aquesta ahercrati o es natural o accidental" means "this herniation can be natural or accidental," "es fayta per consolidacio de plagua o de seccios o de cauteri, o per semblantz a lor malcuratz" means "it is caused by consolidation of a plague or a section or cauterization, or similar to their misdiagnosis.")
May la manieyra de la operacio en lu es que tu fendas aquela consolidacio e que separes las labias de lu, e pauses en lu en aquo que es entre aquelas una meca de drap de li, e ligues aquelas entro que sian sanadas.	The operation method is to cut through that hardened area and separate the lips of it, place stitches where there is a hole of cloth-like substance, and tie them together until they heal.
E no cove que tu uses de curacio de lu de las causas las quals exsiccan, constrenho; quar si tu fas aquo retorna alixacratir pus mal que nulh temps no foc habantz.	It is necessary that you use caution in the causes that dry up, constrict; for if you do this, it will return to a worse state than before and will not heal at all.
Usa en aquela de causas que mollifico ayssi cum es fenugrec, e embroca am la aygua en la qual son coytz altea e semensa de li, o enguent dyaquilon, le qual sia liquefayt am alcu dels olis, e submergeys en aquel la meca, e cura am aquel.	Use for that cause which softens, for example fennel, wrap it with the water in which it is steeped and seeds of it, or gum resin, liquidify one of the oils, immerse the cloth in it and heal with it.
E lo tesaur de la tua curacio es que tu perforsses am tot engen que no sia consolidat segon la forma que foc al comensament.	The treasure of your healing is that you penetrate through everything that is not hardened in the way it was at first.
E aquesta operacio la qual havem dita, no es sino alcuna rectificacio de ehalixacrati que no retorna la forma del loc segon que foc denant.	This operation that we mentioned is not any kind of correction of hernia that does not restore the form of the place as it was before.
Capitol .xiiii.	Chapter .xiii.
De la cura de ehacrati le qual es fayt en la palpebra dejos.	On the cure of hernia that is made in the eyelid.
Aquesta alxacrati la qual es fayta en la palpebra dejos, la qual es nompnada vertadierament alxacrati; e es de lu alcuna natural, autra accidental.	This hernia that is made in the eyelid, which is called truly hernia; and it is of a nature that is either natural or accidental.
Mays accidental es fayta per plagua o per scissura o per cauteri o per autres semblantz.	Accidental is made by ulceration, cut, burning, or similar things.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	The method of operation is that you take a needle with double thread and pierce it into the flesh, making it pass from the tear duct on the left to the tear duct on the right until the thread reaches both ends of the flesh.
