Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And they also said that ancient people who used cautery knives similar to rays and ignited them, placed them in the location between the ribs, until they reached the swelling and let it be absorbed, as we have mentioned in the abscess of the lung.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	In this perforation, the cautery should not be used, as it often causes harm in the location of the fistula that cannot be healed.
Capitol .xxx.	Chapter 30.
De la cauterizacio de la melsa.	Of the cauterization of the liver.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you treat the disease of the liver with what we have said about treatment in the division and do not compare your treatment, then cauterize it in three ways, all of which are correct, one of which is to make three cautery or four lines according to the length of the liver according to the shape of the lung cautery, whose figure has preceded.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And each cautery should have the largest part of a stick or a bit more, and the handle of the cautery should be the handle that we said in the cautery of the foot equally.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	Do not let your hand touch the cautery; and the patient should be lying on their back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	Another way to cauterize is to ignite the cautery with two matches, which we have mentioned in the chapter on dislocation of the muscle, and lift the cord that is at the end of the horse's leg, which is held by the left side of the patient.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And your elevation should be such that it lifts the cord according to the length of the body, so that the points can be made at the appropriate latitude of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then insert the two matches, light one, in the moment when those penetrate the cord from the other side.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then extract the cautery; and thus four points are made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you see, cauterize with the cautery having three matches.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then you should care for the cautery more than to let it remain for too many days, as it is more harmful than the other previous causes in the treatment.
Capitol .xxxi.	Chapter 31.
De cauterizacio de ydropici.	Of the cautery for hydrocele.
Cauteri no catz en ydropici sino en alcinte3 propriament.	A cautery should not be used on hydrocele but directly on the prostate.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you treat the hydrocele, follow the methods of treatment that we have mentioned in the division and do not compare your treatment, then cover it with four cautery needles around the navel, one cautery on the stomach, another cautery on the throat, another cautery on the chest, and two cautery needles between the spines of the back, and one cautery on the right side of the abdomen, and another cautery on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the cautery should be proportionate to the thickness of the skin.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And then leave the cautery in place for as long as it does not cause pain for too long.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not cure the patient with the pointed cautery too close to the body, as it could cause the wounds to become infected and further harm the patient.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the pointed cautery used to cauterize the belly is like a claw, and the one used to cauterize the arms is shaped like an olive, following its form.
Capitol .xxxii.	Chapter 32.
De cauterizacio de pes e de las coyssas.	Of cauterization of the feet and thighs.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are swollen with hydroptic water and filled with it, cautiously cauterize the feet over the back of the foot, avoiding the area between the ear and the ring finger, and raise your hand above the cautery and do not turn it; then raise your hand, and do not return to that spot, as the hydroptic water will evaporate.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	The cautery should be shaped like this: And make two cauteries for the thighs, and in each thigh, make a cautery at the end of the cautery near the knee.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And the cautery should be as long as the cushion: and place the first one on top of the patient's body, and the other at the bottom of the cushion; and over each cushion, two cauteries.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	Let the wound remain open for a long time so that some blood can drain from it.
E aprop cura le am aquelas causas las quals havem ditas.	And then care for those causes that we have mentioned.
Capitol .xxxiii.	Chapter 33.
De cauterizacio de cos de ventre.	Of the cautery of belly wounds.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When the belly is injured and penetrated by humidity that enters through the wounds, it is the digestive and retentive virtue, which is in the stomach and intestines, and is cured by those methods of healing and not by medication, and sometimes the patient suffers from a strong cauterization, then cauterize that with a great cauterization on their stomach according to what was previously mentioned in the cauterization of the stomach, with the cauterization of the circle and with four cauterizations in the circumference of the abdomen subtly, with the clavilh subtil; and with the cauterization over the spleen on aloes great, or with two cauterizations.
