Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And the length of each cautery should be according to the number of the fingers; and cauterize that part with a cautery in the lowest part of the back, or with two cauteries if necessary.
E sia cauteri clavilh segon que es procesit.	And use a thorn as appropriate.
Capitol .xxxix.	Chapter 39.
De cauterizacio de la mayra.	Of the cauterization of the mouth.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When there is injury and moisture in the mouth, and it is prohibited to press it, and the teeth are corrupted, and the provocation of them is delayed, and there is pain from their presence, then apply that place with three cauteries around the navel, as we have said in the cauterization of the bladder; and with a cautery over the lowest part of the back, or with two cauteries, and use a thorn.
Capitol .xl.	Chapter 40
De cauterizacio de la dislocacio de l’anqua.	Of the cauterization of the dislocation of the elbow.
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When moisture accumulates in the joints and causes pain in the affected area, and when it is compared to the other, the cushion is extended over the other.
E le loc de la dislocacio es atrobat en lu quays boyt.	And the location of the dislocation is atrophied in that place.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Then cover the patient with a cloth similar to the one used for cauterization, so that you can easily move it around the circumference of the elbow, and so that the elbow does not take the middle position of the circle.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And the cauterization should be in the shape of the one used for stomach cauterization.
E si aquest cauteri no es a tu present, lahoras cauteriza aquel am tres cauteris am cauteri olivar gran.	And if this cauterization is not available to you, then use three pointed cautery needles made of large olive wood.
E sia fayt le cauteri segon la quantitat de la ispicitut de tota la codena; e aprop cura aquel entro que sia sanat.	And the cauterization should be made according to the thickness of the skin throughout the arm; and take care that it is healed.
Capitol .xli.	Chapter 41
De cauterizacio de la vena sciatica.	On the Cautery of the Sciatic Nerve Vein.
Quan dolor ve en la partida de anqua, e so causa de lu freg et humiditatz, le malaute es curat am aquo que havem dit e no confereys, e aquo es antiquat, lahoras cove que tu lacses le malaute de humors grosses am pillulas fetidas o am pillulas artificials o semblantz; e aprop cauteriza aquel.	When pain occurs in the part of the leg, and its cause is coldness and moisture, the patient is cured by the method we have mentioned and not by comparing it to other methods, which are outdated. Therefore, you should reduce the patient's humors with heavy pills, fetid or artificial pills, or similar ones; and then cauterize that area.
E la manieyra del cauteri en aquela es segon dos manieyras: o cauteri am medicinas comburentz, o cauteri am foc.	The method of cauterization in that case has two ways: either with a cauterizing agent that burns, or with fire.
Sira segon dos manieyras scientas, de las quals es la una que cauterizes aquel sobre la partida de l’ancha de lu am tres cauteris triangulatz segon aquesta forma; e fay am aquels bona profunditat.	In the second method, there are two ways: one of which cauterizes that area on the part of the leg with three triangular-shaped cauterizing instruments in this form; and you should make them to have good depth.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And the space between each cauterizing instrument should be equal to the thickness of the pill and if the cauterizing instrument is made of olive oil or large.
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	Some wounds should be made on the side of the leg above the knee so that there are four cauterizing instruments.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	If you wish, cauterize the circle that precedes the form in the treatment of the dislocation of the shoulder, so that the circle contains and burns the entire tendon.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	And this is the way to use the cautery in the shoulder when pain adheres to the shoulder and does not extend into the space.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	But if it extends into the space, then cauterize that part with two cautery tools on the shoulder over the area where you wrap the patient who has pain; and one cautery tool on the back for a few days on the left side.
E si le cauteri cutellar, e sia la profunditat del cauteri segon la quantitat de la ispicitut de la codena.	And if the cautery is cuticular, and the depth of the cautery according to the amount of the tendon.
E si le malaute envireys que la dolor es estenduda entro al loc prop les ditz des pes, lahoras cauteriza aquel aqui on envireys am cauteri per tres puntz o quatre o mays si indigeys de aquel.	And if the patient wraps that pain extends into the area below the feet, then cauterize that part with three or four or more points of cautery if necessary from that.
E si le malaute envireys dolor esser dejos le donolh ves la coyssa, lahoras cauteriza aquel aqui am un cauteri cutellar.	And if the patient wraps pain is behind the knee and in the shoulder, then cauterize that part with one cautery tool on the cuticle.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	When performing cautery, be careful not to burn the nerves or large areas, and if you do, it may cause harm or contraction to the patient.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And I have also seen another case where they performed cautery on the scalp and continued until the tumor was achieved, and the bed was inflamed with fire before the entire foot was burned and corrupted.
