Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then immerse that in oil and place it in the fire, and then cauterize at that location where the scapula is connected to the collarbone; and with two small cauteries on either side, one slightly declining towards the part where the beard was left, and two small cauteries between the fifth rib and the ribs, declining slightly towards the back; and another cauteri in the middle of the chest; and three small cauteries on the back; and another cauteri in that location where the scapula is connected to the collarbone; and two small cauteries on the sides of the chest, after the cauteri between the scapulas.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And do not let your hand touch the pointed cautery, but rather keep it away from the edge of the wound.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And they also said that ancient healers knew of men who used a pointed iron tool similar to a needle and ignited it, and then placed it at the location between the ribs, until they reached the abscess and pierced it, as we have mentioned in the abscess of the throat.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	However, in this piercing with the pointed cautery, there is no need for fear, as it has not happened yet in the location of the fistula that cannot be healed.
Capitol .xxx.	Chapter XXX.
De la cauterizacio de la melsa.	Of the cautery of the mouth.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When treating the illness of the mouth, do not compare your treatment with what has been said about the cure in the division, but rather use the following three methods for the cautery, all of which are correct, one of which is to make three or four points along the length of the mouth according to the shape of the cauteries of the throat, whose figure has been given earlier.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And each cautery should have the largest part of a rod or a bit more, and the handle of the cautery should be the handle that we have said in the cautery of the foot equally.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not place your hand on the cautery; and the patient should be lying on their back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And there is another way to cauterize, which is that you ignite the cautery with two flames, the one that we have said in the capital of dislocation of the muscle, and lift the vein that is at the end of the thigh on the left side of the patient.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And your elevation should be the one that lifts the vein according to the length of the body, so that the points can be made at the same latitude.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then insert both flames, light one, in the moment that those penetrate the vein of the other part.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then extract the cautery; and thus four points are made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you see, cauterize with the cautery having three flames.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then you should cure the pointed cautery for at least three days, as it is more beneficial than the other previous causes in the treatment.
Capitol .xxxi.	Chapter 31:
De cauterizacio de ydropici.	About the cauterization of hydrocephalus.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Do not make points in hydrocephalus, but rather in a specific place.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you treat the hydrocephalus, follow the methods of treatment that we have mentioned in the division and do not compare your treatment to others, but rather make four points around the navel, one point on the stomach, another on the chest, another on the back, two points between the spine, one on the right side of the chest, and another on the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the depth of the point should be according to the thickness of the skin.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And leave the point in place for a long time to prevent pain from lasting too long.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And do not remove the patient from treatment immediately after the point is placed, as it is beneficial for them to stay there and recover quickly.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the pointed cautery used to cauterize the abdomen is similar to that of the one mentioned above, and the shape of the one used to cauterize the back is according to its own form.
Capitol .xxxii.	Chapter thirty-two.
De cauterizacio de pes e de las coyssas.	Of cauterization of feet and cushions.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are swollen with hydrocele and filled with water sodium, cover them with a cautery on the back of the foot in no contact with that which is between the ear and the ring, and raise your hand over the cautery and do not twist it; then raise your hand and do not return to that, because the water sodium will drain.
