Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	On the extraction of those causes that come in the lower lips in the parts of the buttocks.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	Some men have boils in the parts of their buttocks similar to abscesses, and some are smaller and some are larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	Therefore, you should turn the labia and each of those hard parts, and fill the abscess with the remaining three-sided wound until it is reinforced, and then wash it with vinegar and treat the area with what has stiptic effect until it is healed.
Capitol .xxviii.	Chapter 28.
De inscizio de la carn ajustada en las gengivas.	On the beginning of the flesh adjusted to the gums.
Granre de veguadas nays sobre la gengiva carn ajustada la qual les antics apelero albulus, adonc cove que tu suspendas aquela am onci o que tenguas aquela am las forfecs e inscidas aquela deves la sua razit, e leyssas la sania correr o le sanc.	A large number of boils are on the adjusted flesh on the gums, which the ancients called albulus, therefore you should suspend that with an onion or what you have with forceps and insert it into its place, and let the wound run or leave the sore.
E aprop pausa sobre le loc sagi trissat o autra polveras stipticas o excicativas.	And place your hand on the location, applying stupefying or stimulating powders.
E si aquela carn retorna, lahoras inscideys aquela segundariament, e cauterisa aquela, quar aprop le cauteri no retornara.	And if that flesh returns, then puncture it secondarily, and cauterize it, as the cautery will not return.
Capitol .xxix.	Chapter 29.
De razo de dentz am ferr.	Of the reason for iron teeth.
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When in the surface of the teeth of the parts that are missing and of the front and between the gums, sharp, rough, and some wavy lines are black and are made yellowish or greenish before that corruption goes through them, and the teeth become black.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	And therefore you should make the patient open their mouth between your hands and place the head of the instrument on the tooth, and scrape the teeth in which those rough lines and similar sand appear before any cause of decay has occurred, and that makes the blackness and yellowish or greenish color and other colors before they are modified.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	Then if that is still there at the beginning of the reason, then it is good; and if not, then you should repeat the reason on those on another day and the second and the third until it comes to the last statement in which you want.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And you should know that teeth have the need for various shapes and forms of forceps and tools according to what is prepared for your operation.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	And so that you can see the shapes of the forceps that are used to remove the tooth from its part and others that are used to scrape between the teeth in different forms, and these forms of forceps should be prepared by you as follows:
Capitol .xxx.	Chapter XXX.
D’eradicacio de dentz.	Of tooth extraction.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	You should cure the tooth of its pain at all times and for the entire extraction process, because there is no reason that should delay the withdrawal of the tooth when it is extracted, because the substance is sublimated within which the extraction takes place.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	You should be certain when the patient is forced to have that tooth extracted, because sometimes the pain deceives the patient and they think it is in a healthy tooth, and you extract that one and the pain does not cease until the bad and painful tooth is extracted, which we have already seen in the operation of the teeth.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	Therefore, when you must determine which tooth is causing the pain, and you know how to do so, first cover the area around the tooth with some space where there might be some usefulness, until it is dissolved from the tooth from the gum of all parts, and then remove that from the teeth, or use fine forceps at the beginning little by little until that concave.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And then place a long, strong tool for good communication or extraction, and place the patient's head between your two hands that you hold so that they do not move, and then extract the tooth in a straight manner so that it does not hit the patient or cause them more pain.
