Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And there is another method in taxingir, and it is that with a hook-like instrument, and lift the eyelid at three finger widths, separating and gathering according to this form:
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	But if it is not possible to do that, then take one needle with thread and put it in the middle of the figure, and insert the other needle into the lacrimal major, and the second into the lacrimal minor, and adjust between the threads so that the needles are equal, and then raise your hand with an equal elevation, and lift the entire eyelid over the area where it should be placed as recommended.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	And then adjust the two sides of the wound with stitches, and cure that which is inside to be healed.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	If an abscess occurs at the beginning or end of your finger, cover that abscess with a cerate and the same ointment, and apply it.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	And some wounds near the eyelid that are turned inside out, then cover that with the same ointment as we mentioned at the beginning; but stitching is more artificial in that place.
Ataxinir am cannas es segon aquesta forma:	Stitching the cannula follows this form:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	and you should turn the eyelid and cut the figure that is given according to what I have said; and then, by art, make two cannulas or two thin needles of which the length is according to the length of the eyelid and the width of theirs should be slightly less than the width of the suture.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	You have already incised at the ends of each part where you have the threads.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add each subtilitat under that which superfluously extends from the eyelid of the hole, and tighten the needles of each part with a strong tension, and leave it for several days until the thread for the tension dies and is denied and will rot within that which does not fit.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	If it is too late, then break the mass in the arm, and then cure the wound until it is healed.
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	Therefore, when it is closed, the eyelid is raised and the hairs do not prick.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	And this is the way to make cans that you will make according to this form:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	and have the quantity of length and width neither more nor less.
Capitol .xii.	Chapter XII.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	About the elevation of sharp hairs in the arm when the hair is hard.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	When they are not natural, hard, sharp, and prickly hairs, then the operation is to take a thin needle and place it in a soft and smooth leather, and then adjust the extremities of it and do not nail them in a way that is too rough.
E sia la longitut dels fiels de quantitat de una palma.	And the length of the leathers should be the quantity of one palm.
E aprop tu compon2 autre fiel subtil dejos lu en breu, e nuza las extremitatz de aquel si tu·t vols.	And then you can make another thin leather under it in short, and use the extremities of that if you want to.
E aprop pause le malaute le sieu cap en le tieu se, e sia prop del solelh per que la tua obra sia declarada, quar es operacio subtil e menuda.	And then place the patient's head on your knee, and position it near the sunlight so that your work can be clearly seen, as this is a delicate and small operation.
E aprop intromet la agulha en la razit del pel ajustat la qual ha necessitat de engen, e fay aquela penetrar en la palpebra festinantment entro que extraguas aquela desus le pel natural.	And then insert the needle into the eyelid at the point that needs to be sutured, and make it penetrate quickly before it goes beyond the natural edge of the eyelid.
E aprop tire le pel entro desus e intromet aquel en alixati, e sian les pels un o dos o tres e no mays.	And then pull the eyelid up and insert that into the eyelids, and take one or two or three but not more.
E aprop tira la tua ma am aquel entro que·l pel sia fora-gitat am alixolati en la palpebra am le pel natural.	And then pull your hand out through the opening in the eyelid that is not sutured, and pull it out through the eyelids and back to its natural position.
Mays si es atirat alixalati e non es gitat le pel, atiraras alixati a las partidas dejos am le fiel le qual tu has compost am aquela, entro qu’en sia gitat alixalati del trau sobira.	But if it is not sutured and the eyelid does not close, pull it out through the parts that you have composed on that one, until it closes again.
E vegas aquela am la visio del huel, quar lahoras tu gitaras alixati e lo fiel, e grotan quascu e clautz le huel, e laysse le claus per dos dias o tres, entro que·l pel adheresca al sieu loc e nasque sobre aquel bona carn.	And let that heal with the vision of the eye, as you will pull it out and close it, and groan and clutch the eye, and leave it closed for two or three days until the eyelid adheres to its place and heals well.
