Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	However, it is important to note that the shape should vary according to the degree of eyelid elevation, as this varies among men, and those who require a greater incursion into the eyelid should do so according to the amount by which the eyelid is softened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And then approach the spatula over the two lines that you have pressed, and begin from the lacrimal canal to the lower lacrimal canal.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your incision is near the natural eyelashes and is as large as the king's.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And then place the cotton in one of the two angles of the wound, and remove all the skin from there, and adjust the incision with the two lips of silk or thin wool, and remove the pus, and let any excess hang over two small strips of cloth, if you wish to do so, or not, it does not matter.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	And after three or four days, approach the wound stitches.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	And if you want, leave the wound stitches open, and treat that area with something that dries and constricts, because the eyelid is raised due to the sealing of the wound and its attachment; but stitching is better. Therefore, do as the ancients did.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	But rather, be attentive to the patient's comfort, and it is a good operation, and not in fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And there is another method in taxanir, and it is that you should place a figure like a shield on the eyelid, and then lift the eyelid three fingers away and gather it according to this form:
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	If it is not possible to do that, then take three fingers away and place the other end of the needle in the middle of the figure, and insert the first thread into the lacrimal major, and the second thread into the lacrimal minor, and adjust between those threads with the same thread, and then lift your hand up to the same level, and lift the entire eyelid on which it is recommended to be placed.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	And then adjust both sides of the wound with stitches, and cure that which is inside to be healed.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	If an abscess occurs at the beginning or end of your incision, cover that abscess with a plaster and similar ones, and apply ointment to it.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	Sometimes eyelids are turned inside out by their own hairs, so cover that which you have mentioned at the beginning with the same thing; but stitching in places where it is more artificial.
Ataxinir am cannas es segon aquesta forma:	To bandage the legs is done in this way:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	and you should turn the eyelid and cut the figure that is according to what I have mentioned; and then make two narrow strips of cloth or narrow straps of the same length as the eyelid and their width being a little less than the width of the spatula.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	You have already made an incision at the ends of each part where you have the threads.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add each narrow strip underneath that which superfluously covers the eyelid of the eye, and tie the strips of each part very tightly, and leave it for several days, until the skin by the tightness will die and become blackened and rotten.
Mays si es tardat, lahoras trenca la am las toroyras, e aprop cura la plagua entro que sia sanat.	If it is too late, then break the joints with hammers, and then cure the pain before it is healed.
Donc cum es solidada, la palpebra es elevada e les pels no pungo.	Therefore, when it is solidified, the eyelid is raised and the hairs do not prick.
E aquesta es la forma de doas cannas las quals faras segon aquesta forma:	And this is the way to make cans that you will make according to this form:
e haia la quantitat de la longitut e de la latitut ni mays ni mens.	and have the quantity of length and width neither more nor less.
Capitol .xii.	Chapter 12.
De elevacio de pels pungentz en le huel am agula quan le pel es dur.	About raising the prickly hairs in the eye socket when the hair is hard.
Quan son pels no-naturals, durs e aspres e pungentz les huels, lahoras la operacio en lu es que tu prenguas agula subtil e pauses en aquela fiel de ceda subtil e leon, e aprop que tu ajustes las extremitatz de lu e nozes quascu en manieyra mot subtil.	When they are unnatural hairs, hard, sharp and prickly, then the operation is as follows: you take a thin needle and place it in the soft silk and lemon, and then adjust the ends of it and notches them in a way that is very subtle.
