Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
Donc cum es complida la tua inscizio e es remauguda tota aquela carn, lahoras omple le huel de sal trissa, o destilla en lu polvera roga e semblantz a lu de las medicinas corrossivas, e pausa sobre le huel deforo coto am album de huou entro que sia asegurat de apostema caut.	Then, when your incision is completed and the entire flesh is removed, fill the wound with salt-crusted powder, or distill it into the dust and similar to the corrosive medicines, and place over the wound a piece of cloth soaked in honey until it is certain that an abscess has formed.
E si roman alcuna causa de alguardenici e es senhoragat sanc caut, e temes apostema caut, lahoras leyssa le huel e cura aquela apostema am aquo que ceda aquela apostema, e aprop itera sobre aquel am operacio entro que sia sanat, e semblantment fay en la carn ajustada la qual accideys en le huel de aquesta especia.	And if there is any cause for alarm and the wound is not healing properly, and you fear an abscess has formed, then cleanse the wound and treat that abscess with a remedy that melts away that abscess, and repeat this operation until it is healed, and similarly treat the flesh that has been affected in this way.
Mays empero tu cove que alienes tota curacio del huel freul per via natural o per via accidental, obran am ferr, e no metas la tua ma en alcuna de aquestas operacios entro que veges que aquel membre sia suffertant aquela operacio.	However, you must first ensure that all wound healing is done naturally or by accidental means, and do not place your hand in any of these operations until you have made sure that that member has suffered that operation.
Capitol .xviii.	Chapter XVIII.
De colleccio de sabel en le huel.	Of the collection of serum in the wound.
Sabel so venas rogas las quals son testudas sobre le huel e prohibeysso al vesement la sua operacio, e develican le huel am longitut de dias.	When the veins are swollen and hardened on the leg and prevent the doctor from performing their operation, they lengthen the leg over days.
Donc necessari es al comensament que tu consideres si le huel en le qual es sabel es fort e en lu no es autra malautia que sabel, lahoras tu colligeys aquel sabel.	Therefore, at the beginning, you must consider whether the leg in which it is swollen is strong and not another disease that is swollen, then collect that swelling.
E es que tu comandes al malaute que pause le sieu cap en le tieu se, e aprop suspen aquelas venas am un onci o am dos segon la tua prudencia; e sia aquel onci de subtil duplicacio segon aquesta forma:	And if you command the patient to raise their head in your hand, and suspend those veins with an ermine or two according to your judgment; and that ermine should be of delicate double thickness according to this form:
o so dos oncis gradantment en un cos segon aquesta forma:	or two ermine gradually in a coat according to this form:
E aprop sian colligidas aquelas venas am forses subtils, am subtilitat, e abstergeys le sanc hora aprop hora, entro que vegas aquelas venas esser remaugudas del huel e sian revolgudas.	And then gather those veins with thin forceps, with delicacy, and wipe away the pus frequently, before they become red and swollen on the leg and are rolled up.
E guarda te que tu no ledes le huel am las extremitatz del spatum; e si’ la tua operacio en le miegjorn denant le solelh, e sias mot ferm en la tua operacio que no inscidas sino aquelas venas.	And be careful not to damage the leg at its extremities; and if your operation in the morning causes the skin to peel off, and you have a firm hand in your operation, do not incise except those veins.
E quan tu auras complitz, lahoras tu distilla en le huel cief vert o rog per que am sa acuitat corrodesca aquo que es remaugut del sabel.	And when you have completed it, then you dilute the hot water or vinegar that remains from the sabre in the wound.
Mays si aquo no es a tu possible colligeys tot en aquela hora, e lahoras tu emplastra tot am aquo que cede la dolor de lu, e leyssa lu per alcus dias entro que sia sedada la dolor de lu e que sia asegurat de apostema caut.	However, if you cannot obtain all of it at that time, then apply the entire amount of what reduces the pain of it, and leave it on for several days until the pain is reduced and the risk of abscess is avoided.
E aprop itera sobre lu segon que la mateyssa manieyra entro que sia sanat.	And then repeat the process until it is healed.
E aquesta es la forma de las forfexs:	This is the form of the forceps:
Capitol .xix.	Chapter 19
De reduccio de arizati al nas.	On the reduction of hernias to the navel.
Quan tu curas arisati am cauteri o am medicina aguda comburent segon que es precedida la narracio de lu e no es sanat, lahoras no es engen en lu sino que fendas sobre le apostema deves la maturitat de lu, e que extraguas tota la humiditat la qual es en lu e·l poyre entro que sia descubert le os.	When you cure hernias with cauteries or sharp medicines after the story of it has not been healed, then do not insert into it but rather incise over the abscess to mature its contents and remove all the moisture that is in it and the pus until the bone is discovered.
E donc cum es descubert le os e vezes en lu corrupcio o negror, lahoras tu ratz lu am un sturment del qual aquesta es la forma:	And when the bone is discovered and it is corrupt or black in it, then you remove it with a tool of which this is the form:
E es nompnat de aspre cap, e sia feyt de fer indi, e sia le cap redon ayssi cum asir le qual sia fayt punctat per punctacio de lima o aliskalfati per punctacio subtil (ayssi cum es en la forma seguent).	And it is named for a hard head, and made of iron, and the head should be round like the one that has been punctured by a lancet or a scalpel for a subtle puncture (as in the following form).
E pausa aquel sobre le loc corrumput del os, e aprop revolveys aquel entre les tieus ditz, e prem la tua ma petit a petit entro que sapias que aquela corropcio es rasa.	And place that over the location corrupted by the bone, and gradually rotate it between your thumbs, and press your hand gently until you know that that corruption is removed.
E aquo sia fayt alcunas veguadas, e aprop restaura le loc am causas exsiccativas e stipticas.	And do that several times, and then restore the location with drying and styptic causes.
Donc si·l loc es consolidat e es en lu nascuda bona carn e es abscindit le cors de la sania e roman per xl dias, e no es renovat e no es apostemat e no accideys en lu accident, lahoras tu sapias que es sanat.	Therefore, if the location is consolidated and it is in good flesh and the body is free from the disease and it has lasted for forty days, and it does not recur, does not become an abscess, and no accident happens in it, then you know that it is healed.
E sino, lahoras no es en lu engen sino reduzir la fissura a la forma del nas, e segon aquesta manieyra: e es que tu descuebras de segon os am ferr o am medicina acuta, e cum sira descubert le os, lahoras tu pren tribo segon aquesta forma:	And if not, then reduce the fissure to the shape of the nose, and in this manner: and you should take a second bone or an acute medical instrument, and when you have exposed the bone, then take a tribune in this form:
